CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,2.92E+04,1.33E+04,5.62E+04,1.03E+04,1.11E+04,,,,,,
1986,7.12E+03,5.94E+03,8.47E+03,6.07E+02,6.47E+02,,,,,,
1987,2.68E+04,1.73E+04,3.96E+04,5.27E+03,5.70E+03,,,,,,
1988,8.06E+03,6.94E+03,9.31E+03,5.04E+02,6.04E+02,,,,,,
1989,2.09E+04,1.70E+04,2.54E+04,1.93E+03,2.14E+03,,,,,,
1990,1.28E+04,1.11E+04,1.47E+04,7.94E+02,9.19E+02,,,,,,
1991,1.26E+04,1.07E+04,1.47E+04,8.56E+02,1.02E+03,,,,,,
1992,1.54E+04,1.23E+04,1.90E+04,1.48E+03,1.72E+03,,,,,,
1993,1.76E+04,1.35E+04,2.26E+04,2.12E+03,2.33E+03,,,,,,
1994,1.35E+04,1.09E+04,1.65E+04,1.27E+03,1.43E+03,,,,,,
1995,1.65E+04,1.16E+04,2.28E+04,2.53E+03,2.85E+03,,,,,,
1996,2.18E+04,1.39E+04,3.25E+04,4.38E+03,4.77E+03,,,,,,
1997,7.10E+03,6.19E+03,8.11E+03,4.34E+02,4.91E+02,,,,,,
1998,2.14E+04,1.50E+04,2.95E+04,3.51E+03,3.70E+03,,,,,,
1999,5.57E+03,4.81E+03,6.42E+03,3.32E+02,4.12E+02,,,,,,
2000,4.77E+03,4.19E+03,5.40E+03,2.64E+02,3.09E+02,,,,,,
2001,3.82E+03,3.26E+03,4.44E+03,2.47E+02,3.02E+02,,,,,,
2002,2.14E+03,1.82E+03,2.50E+03,1.55E+02,1.73E+02,,,,,,
2003,1.42E+04,8.97E+03,2.15E+04,2.97E+03,3.22E+03,,,,,,
2004,5.52E+03,4.28E+03,7.01E+03,6.50E+02,6.97E+02,,,,,,
