CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,5.07E+06,2.58E+06,8.99E+06,1.20E+06,1.66E+06,,,,,,
1986,4.38E+06,3.21E+06,5.85E+06,5.46E+05,6.75E+05,,,,,,
1987,4.09E+06,2.92E+06,5.56E+06,4.58E+05,6.73E+05,,,,,,
1988,6.72E+06,3.35E+06,1.21E+07,1.49E+06,2.27E+06,,,,,,
1989,8.09E+06,4.72E+06,1.30E+07,1.42E+06,2.12E+06,,,,,,
1990,3.71E+06,2.99E+06,4.55E+06,2.75E+05,4.00E+05,,,,,,
1991,3.84E+06,3.05E+06,4.78E+06,2.98E+05,4.42E+05,,,,,,
1992,7.69E+06,4.61E+06,1.21E+07,1.28E+06,1.92E+06,,,,,,
1993,1.84E+07,1.12E+07,2.86E+07,4.01E+06,4.47E+06,,,,,,
1994,1.48E+07,9.65E+06,2.17E+07,2.69E+06,3.08E+06,,,,,,
1995,2.25E+06,1.86E+06,2.70E+06,1.73E+05,2.13E+05,,,,,,
1996,3.54E+07,1.80E+07,6.28E+07,1.05E+07,1.16E+07,,,,,,
1997,4.48E+06,3.23E+06,6.07E+06,4.43E+05,7.27E+05,,,,,,
1998,2.05E+07,1.19E+07,3.30E+07,4.83E+06,5.44E+06,,,,,,
1999,1.73E+06,1.42E+06,2.09E+06,1.28E+05,1.70E+05,,,,,,
2000,4.02E+06,3.18E+06,5.00E+06,3.20E+05,4.65E+05,,,,,,
2001,2.00E+06,1.59E+06,2.49E+06,1.76E+05,2.30E+05,,,,,,
2002,7.08E+05,5.63E+05,8.80E+05,6.65E+04,8.10E+04,,,,,,
2003,1.93E+07,1.29E+07,2.78E+07,3.47E+06,3.82E+06,,,,,,
2004,1.00E+07,6.91E+06,1.40E+07,1.59E+06,1.83E+06,,,,,,
