CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,8.17E+06,5.70E+06,1.14E+07,1.21E+06,1.45E+06,,,,,,
1986,2.47E+06,2.14E+06,2.85E+06,1.56E+05,1.82E+05,,,,,,
1987,8.29E+06,6.39E+06,1.06E+07,9.19E+05,1.07E+06,,,,,,
1988,1.91E+06,1.72E+06,2.12E+06,8.57E+04,1.01E+05,,,,,,
1989,6.77E+06,5.83E+06,7.83E+06,4.31E+05,5.12E+05,,,,,,
1990,5.19E+06,4.62E+06,5.81E+06,2.41E+05,3.03E+05,,,,,,
1991,4.05E+06,3.59E+06,4.56E+06,1.90E+05,2.46E+05,,,,,,
1992,4.40E+06,3.76E+06,5.13E+06,2.54E+05,3.50E+05,,,,,,
1993,6.28E+06,5.27E+06,7.43E+06,4.65E+05,5.52E+05,,,,,,
1994,5.48E+06,4.67E+06,6.39E+06,3.63E+05,4.39E+05,,,,,,
1995,4.43E+06,3.80E+06,5.14E+06,2.64E+05,3.44E+05,,,,,,
1996,8.78E+06,7.09E+06,1.08E+07,7.92E+05,9.35E+05,,,,,,
1997,3.34E+06,3.03E+06,3.68E+06,1.34E+05,1.67E+05,,,,,,
1998,8.12E+06,6.74E+06,9.69E+06,6.69E+05,7.52E+05,,,,,,
1999,2.24E+06,1.97E+06,2.54E+06,8.97E+04,1.45E+05,,,,,,
2000,2.27E+06,2.06E+06,2.49E+06,8.60E+04,1.10E+05,,,,,,
2001,1.82E+06,1.61E+06,2.05E+06,8.34E+04,1.13E+05,,,,,,
2002,1.81E+06,1.60E+06,2.05E+06,9.60E+04,1.17E+05,,,,,,
2003,1.17E+07,9.61E+06,1.42E+07,1.09E+06,1.16E+06,,,,,,
2004,6.08E+06,5.07E+06,7.23E+06,5.13E+05,5.50E+05,,,,,,
