CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1989,3.80E+07,2.72E+07,5.16E+07,3.94E+06,6.23E+06,,,,,,
1990,3.66E+07,2.53E+07,5.12E+07,3.16E+06,6.62E+06,,,,,,
1991,1.31E+07,8.82E+06,1.87E+07,8.72E+05,2.52E+06,,,,,,
1992,1.43E+07,9.84E+06,2.01E+07,7.94E+05,2.62E+06,,,,,,
1993,5.77E+07,4.24E+07,7.68E+07,4.03E+06,8.80E+06,,,,,,
1994,5.99E+07,4.24E+07,8.23E+07,4.75E+06,1.02E+07,,,,,,
1995,2.83E+07,1.92E+07,4.02E+07,1.96E+06,5.37E+06,,,,,,
1996,7.87E+07,5.78E+07,1.05E+08,6.38E+06,1.20E+07,,,,,,
1997,2.87E+07,2.15E+07,3.77E+07,1.88E+06,4.13E+06,,,,,,
1998,7.89E+07,5.59E+07,1.08E+08,7.43E+06,1.34E+07,,,,,,
1999,1.36E+07,8.58E+06,2.05E+07,8.93E+05,3.07E+06,,,,,,
2000,1.54E+07,1.11E+07,2.08E+07,1.04E+06,2.47E+06,,,,,,
2001,1.54E+07,9.72E+06,2.33E+07,1.18E+06,3.48E+06,,,,,,
2002,6.98E+06,4.41E+06,1.05E+07,6.38E+05,1.57E+06,,,,,,
2003,1.30E+08,9.43E+07,1.75E+08,1.44E+07,2.07E+07,,,,,,
2004,5.71E+07,3.98E+07,7.95E+07,7.16E+06,1.02E+07,,,,,,
