CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,2.00E+06,5.60E+05,5.16E+06,9.15E+05,1.23E+06,,,,,,
1986,1.95E+05,1.22E+05,2.94E+05,2.79E+04,4.42E+04,,,,,,
1987,2.23E+05,1.43E+05,3.31E+05,3.12E+04,4.82E+04,,,,,,
1988,1.86E+05,1.26E+05,2.65E+05,2.33E+04,3.55E+04,,,,,,
1989,1.98E+05,1.59E+05,2.45E+05,1.67E+04,2.21E+04,,,,,,
1990,1.30E+05,1.04E+05,1.60E+05,9.76E+03,1.43E+04,,,,,,
1991,1.27E+05,9.30E+04,1.70E+05,1.26E+04,1.97E+04,,,,,,
1992,8.36E+04,6.98E+04,9.93E+04,5.61E+03,7.53E+03,,,,,,
1993,3.07E+05,1.89E+05,4.74E+05,5.50E+04,7.33E+04,,,,,,
1994,2.81E+05,1.99E+05,3.85E+05,3.91E+04,4.77E+04,,,,,,
1995,8.94E+04,7.00E+04,1.13E+05,6.63E+03,1.09E+04,,,,,,
1996,9.73E+05,4.22E+05,1.93E+06,3.01E+05,3.92E+05,,,,,,
1997,1.09E+05,8.71E+04,1.36E+05,8.39E+03,1.25E+04,,,,,,
1998,2.52E+05,1.82E+05,3.40E+05,3.20E+04,4.03E+04,,,,,,
1999,6.10E+04,5.03E+04,7.32E+04,3.95E+03,5.83E+03,,,,,,
2000,7.96E+04,6.41E+04,9.76E+04,5.20E+03,8.56E+03,,,,,,
2001,9.25E+04,7.59E+04,1.12E+05,6.75E+03,9.10E+03,,,,,,
2002,1.46E+05,1.15E+05,1.83E+05,1.30E+04,1.73E+04,,,,,,
2003,6.53E+05,4.44E+05,9.28E+05,1.05E+05,1.24E+05,,,,,,
2004,3.03E+05,2.24E+05,4.02E+05,3.86E+04,4.55E+04,,,,,,
