CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,4.19E+09,3.33E+08,1.85E+10,4.09E+09,5.72E+09,,,,,,
1986,6.65E+06,1.40E+06,2.00E+07,2.09E+06,5.08E+06,,,,,,
1987,2.45E+08,3.91E+07,8.37E+08,1.49E+08,2.25E+08,,,,,,
1988,3.54E+07,6.79E+06,1.11E+08,1.44E+07,2.88E+07,,,,,,
1989,9.81E+06,5.04E+06,1.73E+07,1.95E+06,3.17E+06,,,,,,
1990,2.53E+07,8.45E+06,5.93E+07,7.77E+06,1.34E+07,,,,,,
1991,5.40E+07,9.67E+06,1.75E+08,2.39E+07,4.59E+07,,,,,,
1992,3.65E+07,8.07E+06,1.07E+08,1.40E+07,2.70E+07,,,,,,
1993,2.20E+08,3.68E+07,7.34E+08,1.20E+08,1.96E+08,,,,,,
1994,1.35E+08,4.57E+07,3.15E+08,5.25E+07,7.09E+07,,,,,,
1995,2.70E+07,8.86E+06,6.38E+07,8.30E+06,1.45E+07,,,,,,
1996,6.27E+10,3.64E+09,3.03E+11,7.93E+10,1.00E+11,,,,,,
1997,1.90E+07,4.85E+06,5.18E+07,5.82E+06,1.26E+07,,,,,,
1998,8.92E+07,3.24E+07,1.98E+08,3.13E+07,4.35E+07,,,,,,
1999,2.74E+06,1.32E+06,5.04E+06,4.06E+05,9.60E+05,,,,,,
2000,1.88E+06,1.23E+06,2.76E+06,2.33E+05,3.94E+05,,,,,,
2001,2.96E+07,5.80E+06,9.21E+07,1.10E+07,2.38E+07,,,,,,
2002,1.11E+07,3.72E+06,2.57E+07,2.77E+06,5.81E+06,,,,,,
2003,2.59E+08,5.06E+07,8.04E+08,1.31E+08,2.08E+08,,,,,,
2004,4.37E+07,1.19E+07,1.15E+08,1.64E+07,2.76E+07,,,,,,
