CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,8.56E+05,7.14E+05,1.02E+06,6.10E+04,7.72E+04,,,,,,
1986,4.57E+05,4.01E+05,5.20E+05,2.62E+04,3.04E+04,,,,,,
1987,1.04E+06,9.26E+05,1.17E+06,5.12E+04,6.13E+04,,,,,,
1988,5.82E+05,5.22E+05,6.48E+05,2.43E+04,3.22E+04,,,,,,
1989,8.29E+05,7.59E+05,9.04E+05,2.98E+04,3.71E+04,,,,,,
1990,1.13E+06,1.04E+06,1.24E+06,3.93E+04,5.20E+04,,,,,,
1991,1.05E+06,9.49E+05,1.15E+06,3.60E+04,5.25E+04,,,,,,
1992,1.05E+06,9.62E+05,1.15E+06,3.23E+04,4.67E+04,,,,,,
1993,1.84E+06,1.67E+06,2.02E+06,6.43E+04,8.81E+04,,,,,,
1994,1.94E+06,1.76E+06,2.12E+06,6.64E+04,9.08E+04,,,,,,
1995,1.08E+06,9.96E+05,1.18E+06,3.07E+04,4.60E+04,,,,,,
1996,3.22E+06,2.93E+06,3.53E+06,1.09E+05,1.53E+05,,,,,,
1997,1.13E+06,1.04E+06,1.23E+06,3.03E+04,4.62E+04,,,,,,
1998,2.17E+06,1.98E+06,2.37E+06,7.00E+04,9.87E+04,,,,,,
1999,6.87E+05,6.37E+05,7.39E+05,1.66E+04,2.59E+04,,,,,,
2000,6.37E+05,5.94E+05,6.83E+05,1.54E+04,2.27E+04,,,,,,
2001,8.88E+05,8.13E+05,9.67E+05,2.69E+04,3.94E+04,,,,,,
2002,9.46E+05,8.54E+05,1.05E+06,3.80E+04,4.90E+04,,,,,,
2003,2.85E+06,2.55E+06,3.18E+06,1.44E+05,1.61E+05,,,,,,
2004,1.68E+06,1.47E+06,1.90E+06,1.01E+05,1.10E+05,,,,,,
