CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,5.19E+08,3.92E+08,6.73E+08,4.25E+07,7.17E+07,,,,,,
1986,1.77E+09,1.11E+09,2.66E+09,1.47E+08,3.97E+08,,,,,,
1987,7.39E+08,5.17E+08,1.03E+09,4.38E+07,1.30E+08,,,,,,
1988,4.06E+08,2.88E+08,5.55E+08,1.86E+07,6.83E+07,,,,,,
1989,1.30E+09,9.43E+08,1.74E+09,6.73E+07,2.04E+08,,,,,,
1990,1.26E+09,9.31E+08,1.66E+09,6.02E+07,1.88E+08,,,,,,
1991,4.73E+08,3.51E+08,6.25E+08,1.95E+07,7.02E+07,,,,,,
1992,5.88E+08,4.76E+08,7.18E+08,2.31E+07,6.17E+07,,,,,,
1993,3.46E+09,2.32E+09,4.98E+09,2.65E+08,6.83E+08,,,,,,
1994,2.02E+09,1.51E+09,2.64E+09,1.11E+08,2.90E+08,,,,,,
1995,3.12E+08,2.32E+08,4.10E+08,1.45E+07,4.55E+07,,,,,,
1996,2.57E+09,1.81E+09,3.55E+09,1.67E+08,4.45E+08,,,,,,
1997,2.53E+08,2.03E+08,3.11E+08,1.17E+07,2.75E+07,,,,,,
1998,1.07E+09,7.80E+08,1.42E+09,5.12E+07,1.65E+08,,,,,,
1999,3.57E+08,2.42E+08,5.07E+08,1.59E+07,6.79E+07,,,,,,
2000,1.04E+09,7.83E+08,1.35E+09,4.68E+07,1.45E+08,,,,,,
2001,4.68E+08,3.27E+08,6.50E+08,2.19E+07,8.26E+07,,,,,,
2002,6.69E+08,5.13E+08,8.58E+08,3.17E+07,8.83E+07,,,,,,
2003,1.76E+09,1.35E+09,2.25E+09,1.05E+08,2.29E+08,,,,,,
2004,2.52E+09,1.25E+09,4.57E+09,2.55E+08,8.58E+08,,,,,,
