CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,7.90E+09,1.61E+09,2.41E+10,4.51E+09,6.16E+09,,,,,,
1986,8.80E+07,4.65E+07,1.52E+08,1.44E+07,2.72E+07,,,,,,
1987,3.52E+09,1.06E+09,8.74E+09,1.56E+09,2.04E+09,,,,,,
1988,3.57E+07,2.65E+07,4.72E+07,3.41E+06,5.31E+06,,,,,,
1989,9.53E+08,4.27E+08,1.85E+09,2.53E+08,3.69E+08,,,,,,
1990,4.09E+08,2.13E+08,7.12E+08,7.79E+07,1.29E+08,,,,,,
1991,2.69E+08,1.49E+08,4.50E+08,4.70E+07,7.75E+07,,,,,,
1992,7.71E+08,2.18E+08,1.99E+09,2.67E+08,4.72E+08,,,,,,
1993,1.05E+09,4.39E+08,2.13E+09,3.11E+08,4.40E+08,,,,,,
1994,7.48E+08,3.27E+08,1.48E+09,2.02E+08,2.99E+08,,,,,,
1995,7.27E+08,3.07E+08,1.47E+09,1.98E+08,3.01E+08,,,,,,
1996,3.89E+09,1.14E+09,9.84E+09,1.66E+09,2.32E+09,,,,,,
1997,1.33E+08,9.39E+07,1.83E+08,1.46E+07,2.28E+07,,,,,,
1998,1.47E+09,7.41E+08,2.63E+09,4.04E+08,4.89E+08,,,,,,
1999,2.03E+08,5.50E+07,5.34E+08,5.07E+07,1.28E+08,,,,,,
2000,7.23E+07,5.05E+07,1.00E+08,7.35E+06,1.27E+07,,,,,,
2001,8.36E+07,5.14E+07,1.29E+08,1.14E+07,1.98E+07,,,,,,
2002,6.48E+07,4.34E+07,9.32E+07,8.74E+06,1.28E+07,,,,,,
2003,2.43E+09,1.17E+09,4.49E+09,7.03E+08,8.58E+08,,,,,,
2004,5.84E+08,2.92E+08,1.05E+09,1.39E+08,1.96E+08,,,,,,
