CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,3.47E+06,1.93E+06,5.79E+06,7.99E+05,9.95E+05,,,,,,
1986,7.77E+05,6.34E+05,9.43E+05,6.75E+04,7.89E+04,,,,,,
1987,2.49E+06,1.67E+06,3.58E+06,4.12E+05,4.90E+05,,,,,,
1988,4.92E+05,4.26E+05,5.65E+05,3.04E+04,3.56E+04,,,,,,
1989,1.50E+06,1.21E+06,1.85E+06,1.35E+05,1.64E+05,,,,,,
1990,1.07E+06,9.05E+05,1.25E+06,6.98E+04,8.93E+04,,,,,,
1991,7.94E+05,6.66E+05,9.39E+05,5.24E+04,6.97E+04,,,,,,
1992,8.02E+05,6.28E+05,1.01E+06,6.78E+04,9.74E+04,,,,,,
1993,1.10E+06,8.45E+05,1.41E+06,1.18E+05,1.44E+05,,,,,,
1994,8.91E+05,7.05E+05,1.11E+06,8.41E+04,1.04E+05,,,,,,
1995,6.71E+05,5.36E+05,8.30E+05,5.61E+04,7.51E+04,,,,,,
1996,1.40E+06,9.88E+05,1.91E+06,1.96E+05,2.37E+05,,,,,,
1997,4.52E+05,3.94E+05,5.16E+05,2.48E+04,3.10E+04,,,,,,
1998,1.14E+06,8.68E+05,1.47E+06,1.36E+05,1.55E+05,,,,,,
1999,3.05E+05,2.53E+05,3.64E+05,1.68E+04,2.85E+04,,,,,,
2000,2.88E+05,2.53E+05,3.26E+05,1.47E+04,1.87E+04,,,,,,
2001,2.32E+05,1.97E+05,2.72E+05,1.40E+04,1.89E+04,,,,,,
2002,2.39E+05,2.01E+05,2.82E+05,1.67E+04,2.05E+04,,,,,,
2003,1.48E+06,1.12E+06,1.93E+06,1.92E+05,2.09E+05,,,,,,
2004,7.56E+05,5.88E+05,9.57E+05,8.67E+04,9.42E+04,,,,,,
