CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,5.10E+04,4.39E+04,5.90E+04,3.59E+03,3.87E+03,,,,,,
1986,4.80E+04,4.25E+04,5.41E+04,2.72E+03,2.96E+03,,,,,,
1987,4.53E+04,4.08E+04,5.01E+04,2.09E+03,2.36E+03,,,,,,
1988,4.29E+04,3.86E+04,4.76E+04,1.90E+03,2.30E+03,,,,,,
1989,4.90E+04,4.44E+04,5.39E+04,1.99E+03,2.43E+03,,,,,,
1990,4.89E+04,4.48E+04,5.33E+04,1.80E+03,2.16E+03,,,,,,
1991,4.64E+04,4.26E+04,5.06E+04,1.69E+03,2.03E+03,,,,,,
1992,5.47E+04,4.95E+04,6.03E+04,2.30E+03,2.76E+03,,,,,,
1993,7.43E+04,6.45E+04,8.51E+04,4.83E+03,5.26E+03,,,,,,
1994,6.79E+04,6.01E+04,7.66E+04,3.80E+03,4.21E+03,,,,,,
1995,3.48E+04,3.17E+04,3.80E+04,1.39E+03,1.60E+03,,,,,,
1996,1.13E+05,9.29E+04,1.36E+05,1.04E+04,1.09E+04,,,,,,
1997,4.09E+04,3.73E+04,4.48E+04,1.55E+03,1.90E+03,,,,,,
1998,6.56E+04,5.60E+04,7.64E+04,4.86E+03,5.22E+03,,,,,,
1999,2.52E+04,2.31E+04,2.75E+04,9.54E+02,1.11E+03,,,,,,
2000,3.21E+04,2.93E+04,3.50E+04,1.26E+03,1.46E+03,,,,,,
2001,2.17E+04,1.97E+04,2.39E+04,9.43E+02,1.07E+03,,,,,,
2002,1.54E+04,1.37E+04,1.73E+04,8.51E+02,9.28E+02,,,,,,
2003,5.85E+04,4.98E+04,6.84E+04,4.50E+03,4.75E+03,,,,,,
2004,3.81E+04,3.26E+04,4.43E+04,2.85E+03,3.00E+03,,,,,,
