CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,6.53E+06,5.44E+06,7.77E+06,5.08E+05,5.94E+05,,,,,,
1986,3.18E+06,2.88E+06,3.50E+06,1.28E+05,1.59E+05,,,,,,
1987,3.74E+06,3.42E+06,4.09E+06,1.37E+05,1.73E+05,,,,,,
1988,3.31E+06,3.04E+06,3.60E+06,1.09E+05,1.44E+05,,,,,,
1989,4.71E+06,4.40E+06,5.03E+06,1.32E+05,1.60E+05,,,,,,
1990,3.60E+06,3.37E+06,3.83E+06,9.23E+04,1.16E+05,,,,,,
1991,3.31E+06,3.05E+06,3.58E+06,1.03E+05,1.36E+05,,,,,,
1992,2.84E+06,2.66E+06,3.02E+06,7.48E+04,9.30E+04,,,,,,
1993,5.50E+06,4.93E+06,6.12E+06,2.59E+05,3.05E+05,,,,,,
1994,6.11E+06,5.53E+06,6.74E+06,2.68E+05,3.08E+05,,,,,,
1995,2.79E+06,2.60E+06,2.98E+06,7.48E+04,9.70E+04,,,,,,
1996,9.42E+06,8.34E+06,1.06E+07,5.15E+05,5.78E+05,,,,,,
1997,3.26E+06,3.04E+06,3.49E+06,8.96E+04,1.15E+05,,,,,,
1998,5.44E+06,4.96E+06,5.96E+06,2.18E+05,2.56E+05,,,,,,
1999,1.85E+06,1.73E+06,1.98E+06,4.86E+04,6.45E+04,,,,,,
2000,2.15E+06,2.01E+06,2.30E+06,5.48E+04,7.35E+04,,,,,,
2001,2.32E+06,2.16E+06,2.48E+06,6.65E+04,8.28E+04,,,,,,
2002,2.88E+06,2.67E+06,3.11E+06,9.30E+04,1.12E+05,,,,,,
2003,7.64E+06,6.88E+06,8.47E+06,3.76E+05,4.06E+05,,,,,,
2004,4.57E+06,4.14E+06,5.03E+06,2.10E+05,2.27E+05,,,,,,
