CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,5.26E+05,4.42E+05,6.21E+05,3.46E+04,4.58E+04,,,,,,
1986,5.09E+05,4.31E+05,5.98E+05,2.80E+04,4.26E+04,,,,,,
1987,5.40E+05,4.69E+05,6.18E+05,2.36E+04,3.81E+04,,,,,,
1988,3.25E+05,2.80E+05,3.75E+05,1.22E+04,2.41E+04,,,,,,
1989,5.25E+05,4.63E+05,5.94E+05,1.58E+04,3.33E+04,,,,,,
1990,5.73E+05,5.11E+05,6.40E+05,1.41E+04,3.29E+04,,,,,,
1991,3.38E+05,3.00E+05,3.79E+05,9.25E+03,2.01E+04,,,,,,
1992,4.69E+05,4.12E+05,5.31E+05,1.02E+04,3.04E+04,,,,,,
1993,7.05E+05,6.21E+05,7.97E+05,1.65E+04,4.50E+04,,,,,,
1994,6.15E+05,5.51E+05,6.84E+05,1.62E+04,3.42E+04,,,,,,
1995,3.64E+05,3.18E+05,4.15E+05,9.12E+03,2.48E+04,,,,,,
1996,1.09E+06,9.79E+05,1.21E+06,2.73E+04,5.86E+04,,,,,,
1997,2.58E+05,2.28E+05,2.91E+05,7.71E+03,1.60E+04,,,,,,
1998,5.39E+05,4.75E+05,6.10E+05,1.72E+04,3.47E+04,,,,,,
1999,3.16E+05,2.79E+05,3.56E+05,9.99E+03,1.96E+04,,,,,,
2000,3.82E+05,3.34E+05,4.35E+05,1.36E+04,2.58E+04,,,,,,
2001,1.94E+05,1.69E+05,2.23E+05,8.20E+03,1.39E+04,,,,,,
2002,3.39E+05,2.92E+05,3.91E+05,1.81E+04,2.54E+04,,,,,,
2003,9.13E+05,7.85E+05,1.06E+06,5.64E+04,6.95E+04,,,,,,
2004,6.29E+05,5.31E+05,7.40E+05,4.54E+04,5.34E+04,,,,,,
