CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,3.64E+07,3.39E+07,3.90E+07,1.03E+06,1.31E+06,,,,,,
1986,4.91E+07,4.61E+07,5.22E+07,1.09E+06,1.55E+06,,,,,,
1987,3.84E+07,3.64E+07,4.05E+07,6.82E+05,1.05E+06,,,,,,
1988,3.24E+07,3.07E+07,3.42E+07,5.14E+05,8.69E+05,,,,,,
1989,4.46E+07,4.24E+07,4.68E+07,6.04E+05,1.11E+06,,,,,,
1990,6.04E+07,5.75E+07,6.35E+07,9.73E+05,1.53E+06,,,,,,
1991,3.81E+07,3.59E+07,4.03E+07,6.77E+05,1.12E+06,,,,,,
1992,4.37E+07,4.14E+07,4.60E+07,8.20E+05,1.17E+06,,,,,,
1993,6.16E+07,5.80E+07,6.55E+07,1.11E+06,1.92E+06,,,,,,
1994,6.04E+07,5.70E+07,6.39E+07,1.09E+06,1.77E+06,,,,,,
1995,3.51E+07,3.30E+07,3.72E+07,7.36E+05,1.07E+06,,,,,,
1996,7.63E+07,7.20E+07,8.08E+07,1.46E+06,2.24E+06,,,,,,
1997,3.63E+07,3.43E+07,3.85E+07,7.49E+05,1.06E+06,,,,,,
1998,4.84E+07,4.56E+07,5.14E+07,9.00E+05,1.48E+06,,,,,,
1999,3.18E+07,2.99E+07,3.37E+07,6.29E+05,9.59E+05,,,,,,
2000,3.77E+07,3.55E+07,3.99E+07,7.50E+05,1.10E+06,,,,,,
2001,2.55E+07,2.39E+07,2.71E+07,5.83E+05,8.15E+05,,,,,,
2002,3.52E+07,3.30E+07,3.75E+07,9.07E+05,1.15E+06,,,,,,
2003,6.22E+07,5.78E+07,6.68E+07,1.99E+06,2.31E+06,,,,,,
2004,6.42E+07,5.89E+07,6.99E+07,2.51E+06,2.80E+06,,,,,,
