CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,5.14E+07,4.76E+07,5.55E+07,1.69E+06,2.03E+06,,,,,,
1986,6.97E+07,6.50E+07,7.47E+07,1.89E+06,2.48E+06,,,,,,
1987,5.08E+07,4.79E+07,5.39E+07,1.10E+06,1.53E+06,,,,,,
1988,4.01E+07,3.79E+07,4.24E+07,7.30E+05,1.14E+06,,,,,,
1989,5.86E+07,5.56E+07,6.16E+07,8.77E+05,1.53E+06,,,,,,
1990,7.64E+07,7.29E+07,8.00E+07,1.09E+06,1.83E+06,,,,,,
1991,4.41E+07,4.18E+07,4.65E+07,6.42E+05,1.21E+06,,,,,,
1992,5.21E+07,4.98E+07,5.45E+07,7.52E+05,1.21E+06,,,,,,
1993,7.92E+07,7.44E+07,8.42E+07,1.33E+06,2.50E+06,,,,,,
1994,7.83E+07,7.41E+07,8.27E+07,1.19E+06,2.19E+06,,,,,,
1995,4.13E+07,3.92E+07,4.36E+07,6.50E+05,1.12E+06,,,,,,
1996,1.03E+08,9.72E+07,1.08E+08,1.69E+06,2.87E+06,,,,,,
1997,4.30E+07,4.09E+07,4.52E+07,6.85E+05,1.10E+06,,,,,,
1998,6.41E+07,6.06E+07,6.77E+07,9.52E+05,1.80E+06,,,,,,
1999,4.08E+07,3.86E+07,4.30E+07,5.97E+05,1.10E+06,,,,,,
2000,5.19E+07,4.94E+07,5.45E+07,7.26E+05,1.32E+06,,,,,,
2001,3.42E+07,3.24E+07,3.61E+07,5.35E+05,9.37E+05,,,,,,
2002,4.84E+07,4.60E+07,5.09E+07,7.92E+05,1.24E+06,,,,,,
2003,9.15E+07,8.67E+07,9.65E+07,1.80E+06,2.50E+06,,,,,,
2004,8.68E+07,8.14E+07,9.23E+07,2.11E+06,2.78E+06,,,,,,
