CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,7.42E+04,3.73E+04,1.33E+05,1.41E+04,2.46E+04,,,,,,
1986,2.85E+04,2.08E+04,3.81E+04,3.87E+03,4.41E+03,,,,,,
1987,6.21E+04,4.41E+04,8.49E+04,7.58E+03,1.04E+04,,,,,,
1988,3.48E+04,2.64E+04,4.50E+04,3.44E+03,4.78E+03,,,,,,
1989,4.19E+04,3.40E+04,5.10E+04,3.53E+03,4.33E+03,,,,,,
1990,5.19E+04,4.20E+04,6.34E+04,4.06E+03,5.47E+03,,,,,,
1991,5.16E+04,4.03E+04,6.51E+04,3.94E+03,6.36E+03,,,,,,
1992,5.16E+04,4.16E+04,6.32E+04,3.50E+03,5.53E+03,,,,,,
1993,9.99E+04,7.74E+04,1.27E+05,8.03E+03,1.26E+04,,,,,,
1994,1.07E+05,8.55E+04,1.33E+05,8.18E+03,1.22E+04,,,,,,
1995,5.98E+04,4.91E+04,7.22E+04,3.68E+03,5.90E+03,,,,,,
1996,2.94E+05,1.56E+05,5.04E+05,4.27E+04,8.97E+04,,,,,,
1997,7.10E+04,5.88E+04,8.50E+04,4.06E+03,6.69E+03,,,,,,
1998,1.55E+05,1.25E+05,1.89E+05,1.08E+04,1.62E+04,,,,,,
1999,5.53E+04,4.75E+04,6.42E+04,2.79E+03,4.26E+03,,,,,,
2000,6.25E+04,5.39E+04,7.20E+04,3.29E+03,4.61E+03,,,,,,
2001,1.03E+05,8.34E+04,1.25E+05,6.69E+03,1.06E+04,,,,,,
2002,1.17E+05,9.37E+04,1.43E+05,9.62E+03,1.27E+04,,,,,,
2003,4.25E+05,3.25E+05,5.46E+05,4.76E+04,5.63E+04,,,,,,
2004,2.78E+05,2.07E+05,3.66E+05,3.64E+04,4.07E+04,,,,,,
