CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,2.31E+07,3.54E+06,8.00E+07,1.89E+07,2.17E+07,,,,,,
1986,4.59E+05,3.47E+05,5.95E+05,5.32E+04,6.34E+04,,,,,,
1987,1.05E+07,3.54E+06,2.45E+07,4.70E+06,5.52E+06,,,,,,
1988,7.75E+05,5.26E+05,1.10E+06,8.51E+04,1.48E+05,,,,,,
1989,4.04E+06,2.56E+06,6.07E+06,7.29E+05,9.02E+05,,,,,,
1990,1.43E+06,1.04E+06,1.91E+06,1.47E+05,2.23E+05,,,,,,
1991,1.79E+06,1.18E+06,2.59E+06,2.45E+05,3.62E+05,,,,,,
1992,3.34E+06,1.75E+06,5.81E+06,7.84E+05,1.05E+06,,,,,,
1993,4.05E+06,2.25E+06,6.76E+06,9.73E+05,1.16E+06,,,,,,
1994,2.41E+06,1.51E+06,3.65E+06,4.40E+05,5.50E+05,,,,,,
1995,7.49E+06,2.78E+06,1.64E+07,2.82E+06,3.58E+06,,,,,,
1996,1.16E+07,3.24E+06,3.00E+07,6.08E+06,7.14E+06,,,,,,
1997,7.66E+05,6.18E+05,9.39E+05,6.10E+04,8.19E+04,,,,,,
1998,7.66E+06,3.67E+06,1.42E+07,2.43E+06,2.72E+06,,,,,,
1999,9.25E+05,5.79E+05,1.40E+06,1.30E+05,2.12E+05,,,,,,
2000,6.35E+05,4.96E+05,8.00E+05,5.57E+04,7.76E+04,,,,,,
2001,6.20E+05,4.36E+05,8.57E+05,7.19E+04,1.08E+05,,,,,,
2002,2.34E+05,1.74E+05,3.07E+05,2.52E+04,3.41E+04,,,,,,
2003,1.48E+07,2.88E+06,4.62E+07,9.46E+06,1.20E+07,,,,,,
2004,1.92E+06,1.00E+06,3.34E+06,4.66E+05,6.04E+05,,,,,,
