CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,6.76E+05,5.54E+05,8.17E+05,5.46E+04,6.71E+04,,,,,,
1986,1.37E+06,1.12E+06,1.67E+06,9.56E+04,1.40E+05,,,,,,
1987,7.31E+05,6.17E+05,8.59E+05,4.01E+04,6.19E+04,,,,,,
1988,5.26E+05,4.57E+05,6.03E+05,2.33E+04,3.73E+04,,,,,,
1989,9.25E+05,7.87E+05,1.08E+06,3.73E+04,7.49E+04,,,,,,
1990,1.31E+06,1.12E+06,1.53E+06,5.04E+04,1.05E+05,,,,,,
1991,5.88E+05,5.09E+05,6.76E+05,1.86E+04,4.26E+04,,,,,,
1992,8.23E+05,7.32E+05,9.21E+05,2.64E+04,4.82E+04,,,,,,
1993,1.81E+06,1.44E+06,2.25E+06,9.74E+04,2.07E+05,,,,,,
1994,1.28E+06,1.09E+06,1.49E+06,4.74E+04,1.01E+05,,,,,,
1995,4.32E+05,3.72E+05,4.98E+05,1.41E+04,3.21E+04,,,,,,
1996,1.80E+06,1.48E+06,2.18E+06,8.31E+04,1.81E+05,,,,,,
1997,4.36E+05,3.86E+05,4.91E+05,1.41E+04,2.67E+04,,,,,,
1998,9.13E+05,7.69E+05,1.08E+06,3.10E+04,7.83E+04,,,,,,
1999,4.37E+05,3.70E+05,5.13E+05,1.33E+04,3.65E+04,,,,,,
2000,9.70E+05,8.36E+05,1.12E+06,3.07E+04,7.23E+04,,,,,,
2001,5.39E+05,4.47E+05,6.45E+05,1.81E+04,5.06E+04,,,,,,
2002,7.06E+05,6.19E+05,8.02E+05,2.37E+04,4.66E+04,,,,,,
2003,1.35E+06,1.17E+06,1.55E+06,5.79E+04,9.77E+04,,,,,,
2004,1.45E+06,1.16E+06,1.79E+06,8.26E+04,1.60E+05,,,,,,
