CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,2.47E+07,2.27E+07,2.69E+07,5.65E+05,1.09E+06,,,,,,
1986,1.55E+07,1.45E+07,1.66E+07,3.05E+05,5.43E+05,,,,,,
1987,2.27E+07,2.14E+07,2.40E+07,3.71E+05,6.81E+05,,,,,,
1988,1.67E+07,1.56E+07,1.78E+07,2.47E+05,5.67E+05,,,,,,
1989,2.33E+07,2.22E+07,2.44E+07,3.03E+05,5.82E+05,,,,,,
1990,2.07E+07,1.97E+07,2.16E+07,2.53E+05,4.91E+05,,,,,,
1991,1.88E+07,1.77E+07,2.00E+07,2.59E+05,5.77E+05,,,,,,
1992,1.88E+07,1.79E+07,1.98E+07,2.27E+05,4.78E+05,,,,,,
1993,3.73E+07,3.51E+07,3.97E+07,6.13E+05,1.18E+06,,,,,,
1994,3.57E+07,3.36E+07,3.78E+07,5.57E+05,1.05E+06,,,,,,
1995,1.76E+07,1.67E+07,1.85E+07,2.07E+05,4.41E+05,,,,,,
1996,6.35E+07,6.01E+07,6.70E+07,9.60E+05,1.75E+06,,,,,,
1997,1.92E+07,1.83E+07,2.02E+07,2.18E+05,5.01E+05,,,,,,
1998,3.85E+07,3.63E+07,4.07E+07,5.77E+05,1.11E+06,,,,,,
1999,1.06E+07,1.01E+07,1.12E+07,1.23E+05,2.57E+05,,,,,,
2000,1.24E+07,1.18E+07,1.30E+07,1.57E+05,3.03E+05,,,,,,
2001,1.12E+07,1.06E+07,1.18E+07,1.72E+05,3.08E+05,,,,,,
2002,1.12E+07,1.05E+07,1.19E+07,2.17E+05,3.41E+05,,,,,,
2003,4.97E+07,4.67E+07,5.28E+07,1.20E+06,1.55E+06,,,,,,
2004,2.69E+07,2.51E+07,2.88E+07,7.59E+05,9.28E+05,,,,,,
