CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,9.97E+07,3.16E+07,2.41E+08,9.00E+06,5.53E+07,,,,,,
1986,1.90E+08,5.96E+07,4.63E+08,1.37E+07,1.07E+08,,,,,,
1987,2.21E+08,3.25E+07,7.80E+08,1.83E+07,2.13E+08,,,,,,
1988,2.61E+08,9.25E+07,5.88E+08,1.51E+07,1.30E+08,,,,,,
1989,3.24E+08,1.20E+08,7.15E+08,1.82E+07,1.56E+08,,,,,,
1990,1.14E+08,6.40E+07,1.89E+08,4.95E+06,3.20E+07,,,,,,
1991,4.61E+07,3.07E+07,6.65E+07,2.34E+06,9.18E+06,,,,,,
1992,4.65E+07,2.09E+07,9.02E+07,2.16E+06,1.80E+07,,,,,,
1993,3.45E+08,1.83E+08,5.94E+08,1.86E+07,1.06E+08,,,,,,
1994,3.00E+08,1.74E+08,4.82E+08,1.60E+07,7.92E+07,,,,,,
1995,7.81E+07,4.07E+07,1.36E+08,3.94E+06,2.47E+07,,,,,,
1996,4.05E+08,2.06E+08,7.17E+08,2.41E+07,1.32E+08,,,,,,
1997,4.83E+07,2.99E+07,7.40E+07,2.56E+06,1.13E+07,,,,,,
1998,1.27E+08,7.61E+07,2.00E+08,6.65E+06,3.17E+07,,,,,,
1999,1.60E+08,2.62E+07,5.37E+08,1.32E+07,1.44E+08,,,,,,
2000,1.36E+08,3.37E+07,3.76E+08,9.30E+06,9.24E+07,,,,,,
2001,2.15E+07,1.34E+07,3.28E+07,1.26E+06,4.96E+06,,,,,,
2002,3.87E+07,1.72E+07,7.56E+07,2.54E+06,1.52E+07,,,,,,
2003,2.24E+08,1.17E+08,3.90E+08,1.70E+07,7.05E+07,,,,,,
2004,2.63E+08,1.17E+08,5.13E+08,2.56E+07,1.03E+08,,,,,,
