CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1987,3.35E+07,2.99E+07,3.74E+07,1.79E+06,1.91E+06,,,,,,
1988,2.64E+07,2.39E+07,2.91E+07,1.21E+06,1.34E+06,,,,,,
1989,3.60E+07,3.31E+07,3.91E+07,1.33E+06,1.52E+06,,,,,,
1990,5.25E+07,4.86E+07,5.67E+07,1.78E+06,2.06E+06,,,,,,
1991,3.07E+07,2.84E+07,3.31E+07,9.56E+05,1.20E+06,,,,,,
1992,3.69E+07,3.45E+07,3.94E+07,1.04E+06,1.24E+06,,,,,,
1993,4.76E+07,4.44E+07,5.11E+07,1.28E+06,1.72E+06,,,,,,
1994,4.89E+07,4.59E+07,5.21E+07,1.19E+06,1.59E+06,,,,,,
1995,3.03E+07,2.83E+07,3.24E+07,7.71E+05,1.03E+06,,,,,,
1996,6.72E+07,6.29E+07,7.16E+07,1.70E+06,2.21E+06,,,,,,
1997,3.18E+07,2.99E+07,3.38E+07,7.59E+05,1.00E+06,,,,,,
1998,4.25E+07,3.99E+07,4.52E+07,9.10E+05,1.36E+06,,,,,,
1999,3.00E+07,2.82E+07,3.18E+07,6.19E+05,9.21E+05,,,,,,
2000,3.58E+07,3.39E+07,3.78E+07,6.46E+05,9.95E+05,,,,,,
2001,2.41E+07,2.27E+07,2.55E+07,4.84E+05,7.28E+05,,,,,,
2002,3.53E+07,3.35E+07,3.73E+07,6.91E+05,9.81E+05,,,,,,
2003,6.45E+07,6.09E+07,6.83E+07,1.44E+06,1.87E+06,,,,,,
2004,6.03E+07,5.64E+07,6.44E+07,1.69E+06,2.04E+06,,,,,,
