CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,3.74E+06,2.49E+06,5.41E+06,6.55E+05,7.47E+05,,,,,,
1986,1.56E+06,1.36E+06,1.78E+06,9.09E+04,1.07E+05,,,,,,
1987,4.68E+06,3.51E+06,6.11E+06,6.06E+05,6.64E+05,,,,,,
1988,1.22E+06,1.12E+06,1.33E+06,4.48E+04,5.32E+04,,,,,,
1989,4.05E+06,3.51E+06,4.64E+06,2.56E+05,2.90E+05,,,,,,
1990,3.12E+06,2.82E+06,3.44E+06,1.35E+05,1.60E+05,,,,,,
1991,2.85E+06,2.54E+06,3.19E+06,1.38E+05,1.67E+05,,,,,,
1992,3.24E+06,2.67E+06,3.89E+06,2.47E+05,3.10E+05,,,,,,
1993,3.58E+06,3.07E+06,4.14E+06,2.37E+05,2.74E+05,,,,,,
1994,3.27E+06,2.89E+06,3.67E+06,1.70E+05,1.99E+05,,,,,,
1995,2.86E+06,2.41E+06,3.37E+06,1.98E+05,2.45E+05,,,,,,
1996,4.46E+06,3.80E+06,5.21E+06,3.15E+05,3.59E+05,,,,,,
1997,1.91E+06,1.75E+06,2.09E+06,6.74E+04,8.53E+04,,,,,,
1998,3.78E+06,3.20E+06,4.44E+06,2.84E+05,3.18E+05,,,,,,
1999,1.20E+06,1.11E+06,1.31E+06,4.13E+04,5.16E+04,,,,,,
2000,1.37E+06,1.25E+06,1.50E+06,5.25E+04,6.34E+04,,,,,,
2001,1.15E+06,1.02E+06,1.29E+06,5.66E+04,6.78E+04,,,,,,
2002,1.11E+06,9.80E+05,1.25E+06,6.21E+04,6.96E+04,,,,,,
2003,4.36E+06,3.56E+06,5.29E+06,4.19E+05,4.41E+05,,,,,,
2004,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,
