CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1988,8.85E+07,3.31E+07,1.93E+08,1.31E+07,4.19E+07,,,,,,
1989,8.05E+08,1.25E+08,2.78E+09,1.63E+08,7.52E+08,,,,,,
1990,2.30E+08,8.27E+07,5.14E+08,2.61E+07,1.13E+08,,,,,,
1991,8.97E+07,1.99E+07,2.62E+08,1.02E+07,6.60E+07,,,,,,
1992,3.56E+08,9.93E+07,9.24E+08,4.78E+07,2.20E+08,,,,,,
1993,9.68E+08,2.03E+08,2.91E+09,1.87E+08,7.41E+08,,,,,,
1994,3.67E+08,1.56E+08,7.39E+08,4.36E+07,1.52E+08,,,,,,
1995,1.38E+09,2.11E+08,4.77E+09,3.19E+08,1.29E+09,,,,,,
1996,2.15E+09,4.42E+08,6.51E+09,4.80E+08,1.66E+09,,,,,,
1997,1.23E+08,2.11E+07,4.05E+08,1.56E+07,1.07E+08,,,,,,
1998,8.97E+08,3.21E+08,2.01E+09,1.55E+08,4.44E+08,,,,,,
1999,1.41E+08,1.89E+07,5.15E+08,2.14E+07,1.43E+08,,,,,,
2000,2.06E+07,1.20E+07,3.31E+07,1.70E+06,5.44E+06,,,,,,
2001,7.95E+07,2.43E+07,1.96E+08,8.68E+06,4.55E+07,,,,,,
2002,3.47E+07,1.44E+07,7.08E+07,4.23E+06,1.47E+07,,,,,,
2003,1.36E+09,5.55E+08,2.81E+09,2.31E+08,5.88E+08,,,,,,
2004,4.53E+08,8.23E+07,1.46E+09,8.90E+07,3.82E+08,,,,,,
