CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,3.01E+07,9.21E+06,7.39E+07,9.98E+06,1.72E+07,,,,,,
1986,2.35E+07,9.96E+06,4.72E+07,6.14E+06,9.69E+06,,,,,,
1987,4.66E+07,1.20E+07,1.26E+08,1.59E+07,3.06E+07,,,,,,
1988,7.35E+07,1.57E+07,2.19E+08,2.95E+07,5.56E+07,,,,,,
1989,1.14E+08,4.45E+07,2.42E+08,3.64E+07,5.16E+07,,,,,,
1990,5.98E+07,2.61E+07,1.18E+08,1.46E+07,2.38E+07,,,,,,
1991,1.84E+07,1.03E+07,3.04E+07,2.93E+06,5.17E+06,,,,,,
1992,8.18E+07,3.26E+07,1.72E+08,2.49E+07,3.62E+07,,,,,,
1993,2.22E+08,8.36E+07,4.82E+08,8.76E+07,1.04E+08,,,,,,
1994,6.91E+07,3.66E+07,1.19E+08,1.67E+07,2.13E+07,,,,,,
1995,2.79E+07,1.40E+07,5.00E+07,5.54E+06,9.29E+06,,,,,,
1996,5.37E+08,1.77E+08,1.27E+09,2.32E+08,2.88E+08,,,,,,
1997,1.65E+07,7.30E+06,3.22E+07,2.66E+06,6.47E+06,,,,,,
1998,9.51E+07,4.42E+07,1.80E+08,2.76E+07,3.52E+07,,,,,,
1999,2.56E+07,1.11E+07,5.07E+07,5.01E+06,1.03E+07,,,,,,
2000,3.87E+07,1.69E+07,7.64E+07,8.97E+06,1.55E+07,,,,,,
2001,1.05E+07,4.99E+06,1.95E+07,1.64E+06,3.77E+06,,,,,,
2002,1.26E+07,7.09E+06,2.06E+07,2.17E+06,3.49E+06,,,,,,
2003,2.39E+08,9.38E+07,5.05E+08,8.50E+07,1.07E+08,,,,,,
2004,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,
