CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1.48E+05,1.05E+05,2.03E+05,2.08E+04,2.50E+04,,,,,,
1986,1.72E+05,1.29E+05,2.25E+05,1.97E+04,2.46E+04,,,,,,
1987,3.82E+05,2.87E+05,5.00E+05,4.24E+04,5.44E+04,,,,,,
1988,5.39E+05,3.96E+05,7.17E+05,6.34E+04,8.20E+04,,,,,,
1989,1.12E+06,5.99E+05,1.93E+06,2.73E+05,3.43E+05,,,,,,
1990,6.68E+05,5.03E+05,8.70E+05,6.99E+04,9.39E+04,,,,,,
1991,4.41E+05,3.35E+05,5.72E+05,4.12E+04,6.06E+04,,,,,,
1992,1.99E+05,1.64E+05,2.38E+05,1.45E+04,1.89E+04,,,,,,
1993,1.07E+06,6.98E+05,1.58E+06,1.96E+05,2.27E+05,,,,,,
1994,8.34E+05,5.98E+05,1.13E+06,1.08E+05,1.36E+05,,,,,,
1995,2.27E+05,1.86E+05,2.74E+05,1.77E+04,2.23E+04,,,,,,
1996,2.29E+06,1.57E+06,3.22E+06,3.77E+05,4.24E+05,,,,,,
1997,6.49E+05,5.11E+05,8.13E+05,5.99E+04,7.70E+04,,,,,,
1998,7.81E+05,4.94E+05,1.17E+06,1.30E+05,1.75E+05,,,,,,
1999,1.66E+05,1.38E+05,1.99E+05,1.31E+04,1.55E+04,,,,,,
2000,3.13E+05,2.56E+05,3.80E+05,2.43E+04,3.18E+04,,,,,,
2001,4.52E+05,3.40E+05,5.90E+05,3.99E+04,6.40E+04,,,,,,
2002,1.46E+05,1.17E+05,1.82E+05,1.52E+04,1.67E+04,,,,,,
2003,2.39E+06,1.42E+06,3.78E+06,5.60E+05,6.09E+05,,,,,,
2004,6.57E+05,4.64E+05,9.04E+05,9.61E+04,1.12E+05,,,,,,
