CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1.91E+06,1.65E+06,2.21E+06,1.01E+05,1.41E+05,,,,,,
1986,2.84E+06,2.42E+06,3.31E+06,1.23E+05,2.28E+05,,,,,,
1987,1.70E+06,1.50E+06,1.92E+06,5.51E+04,1.09E+05,,,,,,
1988,1.27E+06,1.12E+06,1.43E+06,3.50E+04,7.86E+04,,,,,,
1989,2.21E+06,1.95E+06,2.49E+06,6.31E+04,1.40E+05,,,,,,
1990,2.44E+06,2.18E+06,2.72E+06,7.72E+04,1.36E+05,,,,,,
1991,1.22E+06,1.08E+06,1.39E+06,3.90E+04,7.90E+04,,,,,,
1992,1.36E+06,1.23E+06,1.51E+06,4.70E+04,7.32E+04,,,,,,
1993,3.50E+06,2.93E+06,4.16E+06,1.44E+05,3.14E+05,,,,,,
1994,2.81E+06,2.42E+06,3.25E+06,1.01E+05,2.11E+05,,,,,,
1995,9.93E+05,8.74E+05,1.12E+06,3.78E+04,6.42E+04,,,,,,
1996,3.79E+06,3.18E+06,4.48E+06,1.56E+05,3.32E+05,,,,,,
1997,1.00E+06,8.93E+05,1.12E+06,3.76E+04,5.72E+04,,,,,,
1998,1.89E+06,1.63E+06,2.17E+06,6.56E+04,1.37E+05,,,,,,
1999,9.60E+05,8.41E+05,1.09E+06,3.47E+04,6.42E+04,,,,,,
2000,1.35E+06,1.19E+06,1.52E+06,5.10E+04,8.30E+04,,,,,,
2001,8.43E+05,7.40E+05,9.56E+05,3.64E+04,5.52E+04,,,,,,
2002,1.44E+06,1.25E+06,1.64E+06,7.10E+04,9.99E+04,,,,,,
2003,3.58E+06,3.07E+06,4.15E+06,2.23E+05,2.75E+05,,,,,,
2004,5.07E+06,4.00E+06,6.33E+06,4.17E+05,5.96E+05,,,,,,
