CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,2.36E+05,1.75E+05,3.12E+05,1.18E+04,3.52E+04,,,,,,
1986,3.68E+05,2.86E+05,4.65E+05,1.44E+04,4.57E+04,,,,,,
1987,3.63E+05,2.18E+05,5.71E+05,1.26E+04,9.07E+04,,,,,,
1988,3.64E+05,2.78E+05,4.68E+05,9.74E+03,4.87E+04,,,,,,
1989,4.36E+05,3.36E+05,5.57E+05,1.10E+04,5.65E+04,,,,,,
1990,2.68E+05,2.30E+05,3.11E+05,6.50E+03,2.08E+04,,,,,,
1991,1.57E+05,1.37E+05,1.78E+05,4.40E+03,1.05E+04,,,,,,
1992,1.43E+05,1.21E+05,1.68E+05,4.10E+03,1.19E+04,,,,,,
1993,4.72E+05,3.72E+05,5.91E+05,1.29E+04,5.58E+04,,,,,,
1994,4.25E+05,3.53E+05,5.06E+05,1.16E+04,3.91E+04,,,,,,
1995,1.96E+05,1.65E+05,2.32E+05,5.62E+03,1.71E+04,,,,,,
1996,6.34E+05,4.97E+05,7.97E+05,1.90E+04,7.65E+04,,,,,,
1997,1.50E+05,1.30E+05,1.72E+05,4.41E+03,1.07E+04,,,,,,
1998,2.44E+05,2.09E+05,2.84E+05,6.82E+03,1.90E+04,,,,,,
1999,2.69E+05,1.54E+05,4.37E+05,9.14E+03,7.27E+04,,,,,,
2000,2.48E+05,1.69E+05,3.52E+05,7.38E+03,4.70E+04,,,,,,
2001,9.63E+04,8.38E+04,1.10E+05,3.25E+03,6.69E+03,,,,,,
2002,1.34E+05,1.09E+05,1.62E+05,4.98E+03,1.35E+04,,,,,,
2003,4.97E+05,4.09E+05,5.98E+05,2.14E+04,4.82E+04,,,,,,
2004,5.27E+05,4.06E+05,6.74E+05,2.79E+04,6.86E+04,,,,,,
