CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1.46E+06,7.09E+05,2.67E+06,4.42E+05,5.07E+05,,,,,,
1986,6.21E+05,5.00E+05,7.61E+05,5.84E+04,6.66E+04,,,,,,
1987,1.50E+06,9.10E+05,2.33E+06,3.30E+05,3.64E+05,,,,,,
1988,4.52E+05,3.93E+05,5.18E+05,2.77E+04,3.20E+04,,,,,,
1989,1.04E+06,8.25E+05,1.29E+06,1.05E+05,1.19E+05,,,,,,
1990,7.89E+05,6.70E+05,9.22E+05,5.48E+04,6.45E+04,,,,,,
1991,7.07E+05,5.86E+05,8.44E+05,5.46E+04,6.59E+04,,,,,,
1992,7.41E+05,5.34E+05,1.00E+06,9.47E+04,1.20E+05,,,,,,
1993,7.55E+05,5.87E+05,9.57E+05,8.15E+04,9.45E+04,,,,,,
1994,6.44E+05,5.29E+05,7.76E+05,5.41E+04,6.31E+04,,,,,,
1995,5.34E+05,4.08E+05,6.88E+05,5.73E+04,7.15E+04,,,,,,
1996,7.31E+05,5.59E+05,9.38E+05,8.49E+04,9.69E+04,,,,,,
1997,3.39E+05,2.94E+05,3.90E+05,2.00E+04,2.44E+04,,,,,,
1998,5.84E+05,4.40E+05,7.60E+05,7.32E+04,8.19E+04,,,,,,
1999,2.12E+05,1.84E+05,2.43E+05,1.28E+04,1.50E+04,,,,,,
2000,2.15E+05,1.85E+05,2.49E+05,1.40E+04,1.63E+04,,,,,,
2001,1.80E+05,1.49E+05,2.15E+05,1.50E+04,1.69E+04,,,,,,
2002,1.64E+05,1.33E+05,2.00E+05,1.58E+04,1.71E+04,,,,,,
2003,4.70E+05,3.31E+05,6.49E+05,7.68E+04,8.14E+04,,,,,,
2004,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,
