CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,2.40E+06,2.22E+06,2.60E+06,8.68E+04,9.62E+04,,,,,,
1986,2.23E+06,2.07E+06,2.39E+06,6.96E+04,8.13E+04,,,,,,
1987,1.94E+06,1.83E+06,2.06E+06,5.03E+04,5.96E+04,,,,,,
1988,1.87E+06,1.76E+06,1.98E+06,4.11E+04,5.63E+04,,,,,,
1989,2.75E+06,2.61E+06,2.89E+06,5.41E+04,7.06E+04,,,,,,
1990,2.35E+06,2.25E+06,2.46E+06,3.75E+04,5.50E+04,,,,,,
1991,1.79E+06,1.71E+06,1.87E+06,2.55E+04,3.94E+04,,,,,,
1992,2.20E+06,2.11E+06,2.29E+06,2.72E+04,4.62E+04,,,,,,
1993,3.81E+06,3.65E+06,3.98E+06,4.55E+04,8.51E+04,,,,,,
1994,3.57E+06,3.43E+06,3.72E+06,4.06E+04,7.24E+04,,,,,,
1995,1.99E+06,1.92E+06,2.07E+06,2.23E+04,3.81E+04,,,,,,
1996,5.89E+06,5.67E+06,6.11E+06,6.71E+04,1.11E+05,,,,,,
1997,2.26E+06,2.16E+06,2.36E+06,2.15E+04,4.91E+04,,,,,,
1998,3.51E+06,3.38E+06,3.65E+06,3.37E+04,6.96E+04,,,,,,
1999,1.83E+06,1.76E+06,1.90E+06,1.76E+04,3.44E+04,,,,,,
2000,1.85E+06,1.79E+06,1.92E+06,1.94E+04,3.38E+04,,,,,,
2001,1.34E+06,1.29E+06,1.39E+06,1.58E+04,2.69E+04,,,,,,
2002,1.44E+06,1.38E+06,1.50E+06,1.92E+04,3.08E+04,,,,,,
2003,5.02E+06,4.81E+06,5.23E+06,7.36E+04,1.07E+05,,,,,,
2004,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,
