CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,3.43E+06,2.85E+06,4.09E+06,2.55E+05,3.17E+05,,,,,,
1986,1.35E+06,1.19E+06,1.53E+06,7.55E+04,8.46E+04,,,,,,
1987,3.54E+06,3.12E+06,3.99E+06,1.82E+05,2.21E+05,,,,,,
1988,1.45E+06,1.31E+06,1.59E+06,5.79E+04,7.25E+04,,,,,,
1989,3.39E+06,3.09E+06,3.71E+06,1.29E+05,1.58E+05,,,,,,
1990,2.90E+06,2.66E+06,3.15E+06,9.64E+04,1.25E+05,,,,,,
1991,2.36E+06,2.16E+06,2.56E+06,7.50E+04,1.02E+05,,,,,,
1992,3.00E+06,2.75E+06,3.26E+06,9.18E+04,1.31E+05,,,,,,
1993,3.55E+06,3.24E+06,3.89E+06,1.21E+05,1.66E+05,,,,,,
1994,3.42E+06,3.12E+06,3.74E+06,1.13E+05,1.57E+05,,,,,,
1995,2.44E+06,2.24E+06,2.65E+06,6.88E+04,1.05E+05,,,,,,
1996,5.51E+06,5.00E+06,6.07E+06,1.88E+05,2.73E+05,,,,,,
1997,2.05E+06,1.90E+06,2.21E+06,5.26E+04,7.72E+04,,,,,,
1998,4.15E+06,3.78E+06,4.54E+06,1.40E+05,1.93E+05,,,,,,
1999,1.15E+06,1.07E+06,1.23E+06,2.65E+04,4.03E+04,,,,,,
2000,1.28E+06,1.20E+06,1.37E+06,3.15E+04,4.33E+04,,,,,,
2001,1.02E+06,9.35E+05,1.11E+06,3.07E+04,4.47E+04,,,,,,
2002,7.53E+05,6.81E+05,8.29E+05,2.88E+04,3.77E+04,,,,,,
2003,4.15E+06,3.67E+06,4.66E+06,2.27E+05,2.53E+05,,,,,,
2004,2.11E+06,1.84E+06,2.41E+06,1.34E+05,1.46E+05,,,,,,
