CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1.08E+07,9.95E+06,1.17E+07,3.94E+05,4.47E+05,,,,,,
1986,1.80E+07,1.68E+07,1.93E+07,5.44E+05,6.49E+05,,,,,,
1987,1.20E+07,1.12E+07,1.27E+07,2.94E+05,3.75E+05,,,,,,
1988,9.67E+06,9.16E+06,1.02E+07,1.99E+05,2.65E+05,,,,,,
1989,1.27E+07,1.21E+07,1.34E+07,2.14E+05,3.31E+05,,,,,,
1990,1.84E+07,1.76E+07,1.93E+07,2.86E+05,4.31E+05,,,,,,
1991,1.09E+07,1.04E+07,1.15E+07,1.63E+05,2.73E+05,,,,,,
1992,1.39E+07,1.33E+07,1.45E+07,2.04E+05,3.02E+05,,,,,,
1993,1.73E+07,1.62E+07,1.84E+07,3.03E+05,5.50E+05,,,,,,
1994,1.65E+07,1.57E+07,1.74E+07,2.42E+05,4.15E+05,,,,,,
1995,8.17E+06,7.78E+06,8.57E+06,1.29E+05,2.03E+05,,,,,,
1996,1.98E+07,1.88E+07,2.08E+07,3.11E+05,5.12E+05,,,,,,
1997,8.76E+06,8.36E+06,9.19E+06,1.37E+05,2.12E+05,,,,,,
1998,1.30E+07,1.23E+07,1.36E+07,1.81E+05,3.33E+05,,,,,,
1999,7.97E+06,7.58E+06,8.38E+06,1.13E+05,2.04E+05,,,,,,
2000,1.35E+07,1.29E+07,1.42E+07,1.72E+05,3.17E+05,,,,,,
2001,7.90E+06,7.49E+06,8.34E+06,1.07E+05,2.17E+05,,,,,,
2002,1.06E+07,1.02E+07,1.11E+07,1.48E+05,2.36E+05,,,,,,
2003,1.58E+07,1.51E+07,1.66E+07,2.67E+05,3.87E+05,,,,,,
2004,1.42E+07,1.35E+07,1.50E+07,2.94E+05,3.86E+05,,,,,,
