TABLE->,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1
A42029,1,0,1,0,0.186882,0.072819,0.018688,0.186882,0.500000
A42033,1,0,1,0,0.128097,0.068883,0.012809,0.128097,0.500000
A42035,1,0,1,0,0.127434,0.068594,0.012743,0.127434,0.500000
A42037,1,0,1,0,0.134751,0.069753,0.013475,0.134751,0.500000
A42041,1,0,1,0,0.141938,0.073255,0.014194,0.141938,0.500000
A42043,1,0,1,0,0.145285,0.071925,0.014529,0.145285,0.500000
A42047,1,0,1,0,0.137425,0.068765,0.013742,0.137425,0.500000
A42055,1,0,1,0,0.150386,0.073527,0.015039,0.150386,0.500000
A42057,1,0,1,0,0.118036,0.071788,0.011803,0.118036,0.500000
A42061,1,0,1,0,0.113378,0.070210,0.011338,0.113378,0.500000
A42063,1,0,1,0,0.144712,0.069485,0.014471,0.144712,0.500000
A42065,1,0,1,0,0.133405,0.069175,0.013341,0.133405,0.500000
A42067,1,0,1,0,0.129412,0.071562,0.012941,0.129412,0.500000
A42069,1,0,1,0,0.138383,0.070494,0.013838,0.138383,0.500000
A42071,1,0,1,0,0.204492,0.074434,0.020448,0.204492,0.500000
A42075,1,0,1,0,0.189485,0.073383,0.018949,0.189485,0.500000
A42079,1,0,1,0,0.140125,0.070419,0.014012,0.140125,0.500000
A42081,1,0,1,0,0.119979,0.070057,0.011998,0.119979,0.500000
A42083,1,0,1,0,0.150399,0.068664,0.015040,0.150399,0.500000
A42087,1,0,1,0,0.128287,0.070474,0.012829,0.128287,0.500000
A42093,1,0,1,0,0.127142,0.070971,0.012714,0.127142,0.500000
A42097,1,0,1,0,0.137172,0.071665,0.013717,0.137172,0.500000
A42099,1,0,1,0,0.138857,0.071725,0.013886,0.138857,0.500000
A42105,1,0,1,0,0.125762,0.070299,0.012577,0.125762,0.500000
A42107,1,0,1,0,0.157038,0.070790,0.015704,0.157038,0.500000
A42109,1,0,1,0,0.140087,0.071822,0.014008,0.140087,0.500000
A42111,1,0,1,0,0.139121,0.071982,0.013913,0.139121,0.500000
A42113,1,0,1,0,0.142198,0.070412,0.014220,0.142198,0.500000
A42115,1,0,1,0,0.138191,0.069986,0.013819,0.138191,0.500000
A42117,1,0,1,0,0.103094,0.071850,0.010309,0.103094,0.500000
A42119,1,0,1,0,0.146006,0.070638,0.014601,0.146006,0.500000
A42127,1,0,1,0,0.151607,0.068884,0.015161,0.151607,0.500000
A42131,1,0,1,0,0.107462,0.070171,0.010746,0.107462,0.500000
A42133,1,0,1,0,0.156858,0.073761,0.015686,0.156858,0.500000
A47091,1,0,1,0,0.141569,0.069068,0.014156,0.141569,0.500000
A47163,1,0,1,0,0.140595,0.070295,0.014059,0.140595,0.500000
A51001,1,0,1,0,0.122812,0.070481,0.012281,0.122812,0.500000
A51003,1,0,1,0,0.119192,0.072366,0.011919,0.119192,0.500000
A51005,1,0,1,0,0.079532,0.069108,0.007953,0.079532,0.500000
A51007,1,0,1,0,0.115580,0.071733,0.011558,0.115580,0.500000
A51009,1,0,1,0,0.097156,0.070261,0.009716,0.097156,0.500000
A51011,1,0,1,0,0.111278,0.071878,0.011128,0.111278,0.500000
A51013,1,0,1,0,0.183490,0.073782,0.018349,0.183490,0.500000
A51015,1,0,1,0,0.112065,0.072831,0.011207,0.112065,0.500000
A51017,1,0,1,0,0.079927,0.067951,0.007992,0.079927,0.500000
A51019,1,0,1,0,0.104874,0.070896,0.010487,0.104874,0.500000
A51021,1,0,1,0,0.124482,0.071238,0.012448,0.124482,0.500000
A51023,1,0,1,0,0.084375,0.069665,0.008438,0.084375,0.500000
A51025,1,0,1,0,0.167941,0.073028,0.016794,0.167941,0.500000
A51027,1,0,1,0,0.133276,0.069288,0.013328,0.133276,0.500000
A51029,1,0,1,0,0.102495,0.071421,0.010249,0.102495,0.500000
A51031,1,0,1,0,0.102942,0.071529,0.010295,0.102942,0.500000
A51033,1,0,1,0,0.120889,0.071830,0.012089,0.120889,0.500000
A51035,1,0,1,0,0.146884,0.072364,0.014688,0.146884,0.500000
A51036,1,0,1,0,0.126575,0.072075,0.012658,0.126575,0.500000
A51037,1,0,1,0,0.149277,0.073856,0.014928,0.149277,0.500000
A51041,1,0,1,0,0.127051,0.072958,0.012705,0.127051,0.500000
A51043,1,0,1,0,0.103573,0.072717,0.010358,0.103573,0.500000
A51045,1,0,1,0,0.083064,0.068982,0.008307,0.083064,0.500000
A51047,1,0,1,0,0.109274,0.071282,0.010928,0.109274,0.500000
A51049,1,0,1,0,0.105663,0.071555,0.010566,0.105663,0.500000
A51051,1,0,1,0,0.142157,0.068641,0.014216,0.142157,0.500000
A51053,1,0,1,0,0.124304,0.071563,0.012431,0.124304,0.500000
A51057,1,0,1,0,0.122763,0.072044,0.012276,0.122763,0.500000
A51059,1,0,1,0,0.157751,0.074101,0.015775,0.157751,0.500000
A51061,1,0,1,0,0.114788,0.072016,0.011479,0.114788,0.500000
A51063,1,0,1,0,0.145197,0.073223,0.014520,0.145197,0.500000
A51065,1,0,1,0,0.105257,0.071452,0.010526,0.105257,0.500000
A51067,1,0,1,0,0.148059,0.073926,0.014806,0.148059,0.500000
A51069,1,0,1,0,0.100916,0.072271,0.010092,0.100916,0.500000
A51071,1,0,1,0,0.092048,0.069482,0.009205,0.092048,0.500000
A51073,1,0,1,0,0.126360,0.070504,0.012636,0.126360,0.500000
A51075,1,0,1,0,0.111683,0.072112,0.011169,0.111683,0.500000
A51077,1,0,1,0,0.146909,0.073056,0.014692,0.146909,0.500000
A51079,1,0,1,0,0.124534,0.072219,0.012453,0.124534,0.500000
A51081,1,0,1,0,0.178634,0.073554,0.017863,0.178634,0.500000
A51083,1,0,1,0,0.159786,0.073975,0.015979,0.159786,0.500000
A51085,1,0,1,0,0.127252,0.072702,0.012726,0.127252,0.500000
A51087,1,0,1,0,0.146456,0.073645,0.014645,0.146456,0.500000
A51089,1,0,1,0,0.169051,0.073194,0.016905,0.169051,0.500000
A51091,1,0,1,0,0.098158,0.069444,0.009815,0.098158,0.500000
A51093,1,0,1,0,0.132415,0.071057,0.013242,0.132415,0.500000
A51095,1,0,1,0,0.121928,0.070255,0.012194,0.121928,0.500000
A51097,1,0,1,0,0.120236,0.072116,0.012023,0.120236,0.500000
A51099,1,0,1,0,0.123369,0.071165,0.012337,0.123369,0.500000
A51101,1,0,1,0,0.123936,0.072521,0.012394,0.123936,0.500000
A51103,1,0,1,0,0.133316,0.071426,0.013332,0.133316,0.500000
A51105,1,0,1,0,0.153766,0.068393,0.015376,0.153766,0.500000
A51107,1,0,1,0,0.123964,0.072738,0.012396,0.123964,0.500000
A51109,1,0,1,0,0.110804,0.071431,0.011080,0.110804,0.500000
A51111,1,0,1,0,0.154503,0.073387,0.015451,0.154503,0.500000
A51113,1,0,1,0,0.117001,0.072032,0.011701,0.117001,0.500000
A51115,1,0,1,0,0.108693,0.069513,0.010869,0.108693,0.500000
A51117,1,0,1,0,0.149040,0.073016,0.014904,0.149040,0.500000
A51119,1,0,1,0,0.117594,0.070299,0.011760,0.117594,0.500000
A51121,1,0,1,0,0.087589,0.070260,0.008759,0.087589,0.500000
A51125,1,0,1,0,0.104017,0.070151,0.010402,0.104017,0.500000
A51127,1,0,1,0,0.122348,0.072016,0.012234,0.122348,0.500000
A51131,1,0,1,0,0.110575,0.069938,0.011057,0.110575,0.500000
A51133,1,0,1,0,0.128752,0.070979,0.012876,0.128752,0.500000
A51135,1,0,1,0,0.116790,0.071690,0.011678,0.116790,0.500000
A51137,1,0,1,0,0.115593,0.071942,0.011560,0.115593,0.500000
A51139,1,0,1,0,0.138156,0.075078,0.013816,0.138156,0.500000
A51141,1,0,1,0,0.169604,0.072895,0.016960,0.169604,0.500000
A51143,1,0,1,0,0.155409,0.074076,0.015541,0.155409,0.500000
A51145,1,0,1,0,0.113376,0.071907,0.011337,0.113376,0.500000
A51147,1,0,1,0,0.105640,0.072014,0.010564,0.105640,0.500000
A51149,1,0,1,0,0.152636,0.073373,0.015263,0.152636,0.500000
A51153,1,0,1,0,0.131636,0.072639,0.013164,0.131636,0.500000
A51155,1,0,1,0,0.126643,0.073452,0.012665,0.126643,0.500000
A51157,1,0,1,0,0.114905,0.071213,0.011491,0.114905,0.500000
A51159,1,0,1,0,0.125155,0.072115,0.012515,0.125155,0.500000
A51161,1,0,1,0,0.089811,0.070357,0.008982,0.089811,0.500000
A51163,1,0,1,0,0.090022,0.070557,0.009002,0.090022,0.500000
A51165,1,0,1,0,0.146716,0.076230,0.014671,0.146716,0.500000
A51167,1,0,1,0,0.141020,0.069284,0.014102,0.141020,0.500000
A51169,1,0,1,0,0.147149,0.070676,0.014715,0.147149,0.500000
A51171,1,0,1,0,0.110064,0.073497,0.011007,0.110064,0.500000
A51173,1,0,1,0,0.134857,0.070341,0.013486,0.134857,0.500000
A51175,1,0,1,0,0.176391,0.072800,0.017639,0.176391,0.500000
A51177,1,0,1,0,0.119066,0.071624,0.011907,0.119066,0.500000
A51179,1,0,1,0,0.127253,0.071883,0.012725,0.127253,0.500000
A51181,1,0,1,0,0.126454,0.070937,0.012645,0.126454,0.500000
A51183,1,0,1,0,0.175684,0.073580,0.017568,0.175684,0.500000
A51185,1,0,1,0,0.130329,0.069429,0.013033,0.130329,0.500000
A51187,1,0,1,0,0.097509,0.071948,0.009750,0.097509,0.500000
A51191,1,0,1,0,0.136649,0.070032,0.013665,0.136649,0.500000
A51193,1,0,1,0,0.119701,0.071540,0.011970,0.119701,0.500000
A51195,1,0,1,0,0.142942,0.068262,0.014294,0.142942,0.500000
A51197,1,0,1,0,0.126308,0.072808,0.012631,0.126308,0.500000
A51199,1,0,1,0,0.135363,0.070998,0.013536,0.135363,0.500000
A51510,1,0,1,0,0.160743,0.074361,0.016074,0.160743,0.500000
A51515,1,0,1,0,0.144591,0.073773,0.014460,0.144591,0.500000
A51520,1,0,1,0,0.144339,0.069676,0.014434,0.144339,0.500000
A51530,1,0,1,0,0.088846,0.070313,0.008885,0.088846,0.500000
A51540,1,0,1,0,0.132483,0.072946,0.013248,0.132483,0.500000
A51550,1,0,1,0,0.133101,0.070107,0.013310,0.133101,0.500000
A51570,1,0,1,0,0.154916,0.073347,0.015492,0.154916,0.500000
A51580,1,0,1,0,0.081979,0.069494,0.008197,0.081979,0.500000
A51590,1,0,1,0,0.189095,0.075311,0.018909,0.189095,0.500000
A51595,1,0,1,0,0.188591,0.073483,0.018859,0.188591,0.500000
A51600,1,0,1,0,0.180081,0.073437,0.018008,0.180081,0.500000
A51610,1,0,1,0,0.182690,0.074281,0.018269,0.182690,0.500000
A51620,1,0,1,0,0.204370,0.072548,0.020437,0.204370,0.500000
A51630,1,0,1,0,0.135052,0.072477,0.013505,0.135052,0.500000
A51640,1,0,1,0,0.152815,0.072955,0.015281,0.152815,0.500000
A51650,1,0,1,0,0.087746,0.067632,0.008775,0.087746,0.500000
A51660,1,0,1,0,0.154337,0.076546,0.015433,0.154337,0.500000
A51670,1,0,1,0,0.277360,0.076524,0.027737,0.277360,0.500000
A51678,1,0,1,0,0.089288,0.070732,0.008929,0.089288,0.500000
A51680,1,0,1,0,0.110321,0.071874,0.011033,0.110321,0.500000
A51683,1,0,1,0,0.151632,0.073039,0.015163,0.151632,0.500000
A51685,1,0,1,0,0.155526,0.073161,0.015553,0.155526,0.500000
A51690,1,0,1,0,0.187740,0.073468,0.018774,0.187740,0.500000
A51700,1,0,1,0,0.135787,0.070746,0.013579,0.135787,0.500000
A51710,1,0,1,0,0.161640,0.071959,0.016163,0.161640,0.500000
A51720,1,0,1,0,0.152861,0.067715,0.015286,0.152861,0.500000
A51730,1,0,1,0,0.143142,0.073273,0.014315,0.143142,0.500000
A51735,1,0,1,0,0.078053,0.066763,0.007805,0.078053,0.500000
A51740,1,0,1,0,0.167481,0.072227,0.016748,0.167481,0.500000
A51750,1,0,1,0,0.136399,0.073018,0.013640,0.136399,0.500000
A51760,1,0,1,0,0.156935,0.074029,0.015694,0.156935,0.500000
A51770,1,0,1,0,0.168859,0.075745,0.016887,0.168859,0.500000
A51775,1,0,1,0,0.156524,0.075272,0.015652,0.156524,0.500000
A51790,1,0,1,0,0.107148,0.072593,0.010715,0.107148,0.500000
A51800,1,0,1,0,0.126973,0.070485,0.012697,0.126973,0.500000
A51810,1,0,1,0,0.121919,0.070094,0.012192,0.121919,0.500000
A51820,1,0,1,0,0.138280,0.072139,0.013828,0.138280,0.500000
A51830,1,0,1,0,0.134435,0.070633,0.013443,0.134435,0.500000
A51840,1,0,1,0,0.107931,0.073034,0.010793,0.107931,0.500000
A54003,1,0,1,0,0.110519,0.072374,0.011051,0.110519,0.500000
A54023,1,0,1,0,0.152231,0.067030,0.015223,0.152231,0.500000
A54027,1,0,1,0,0.093374,0.071172,0.009338,0.093374,0.500000
A54031,1,0,1,0,0.111836,0.072636,0.011183,0.111836,0.500000
A54037,1,0,1,0,0.110376,0.072216,0.011037,0.110376,0.500000
A54057,1,0,1,0,0.115193,0.070042,0.011519,0.115193,0.500000
A54063,1,0,1,0,0.083277,0.068495,0.008328,0.083277,0.500000
A54065,1,0,1,0,0.107784,0.071695,0.010779,0.107784,0.500000
A54071,1,0,1,0,0.087015,0.071757,0.008701,0.087015,0.500000
A54077,1,0,1,0,0.187736,0.067009,0.018773,0.187736,0.500000
A54093,1,0,1,0,0.196438,0.066829,0.019644,0.196438,0.500000
B24001,1,0,1,0,0.116503,0.070924,0.011650,0.116503,0.500000
B24021,1,0,1,0,0.148074,0.072531,0.014808,0.148074,0.500000
B37005,1,0,1,0,0.181378,0.073391,0.018138,0.181378,0.500000
B37009,1,0,1,0,0.172663,0.072506,0.017266,0.172663,0.500000
B42001,1,0,1,0,0.168641,0.072315,0.016864,0.168641,0.500000
B42009,1,0,1,0,0.116338,0.071473,0.011634,0.116338,0.500000
B42015,1,0,1,0,0.129796,0.072167,0.012980,0.129796,0.500000
B42027,1,0,1,0,0.132666,0.069397,0.013266,0.132666,0.500000
B42035,1,0,1,0,0.132444,0.070689,0.013244,0.132444,0.500000
B42041,1,0,1,0,0.153131,0.073070,0.015313,0.153131,0.500000
B42043,1,0,1,0,0.169946,0.073472,0.016994,0.169946,0.500000
B42055,1,0,1,0,0.137094,0.072150,0.013710,0.137094,0.500000
B42079,1,0,1,0,0.137832,0.069531,0.013784,0.137832,0.500000
B42081,1,0,1,0,0.120589,0.070596,0.012059,0.120589,0.500000
B42119,1,0,1,0,0.135506,0.072294,0.013551,0.135506,0.500000
B42131,1,0,1,0,0.136960,0.070390,0.013696,0.136960,0.500000
B51003,1,0,1,0,0.140460,0.072319,0.014046,0.140460,0.500000
B51009,1,0,1,0,0.109279,0.069944,0.010928,0.109279,0.500000
B51015,1,0,1,0,0.119979,0.071264,0.011998,0.119979,0.500000
B51017,1,0,1,0,0.082184,0.068362,0.008218,0.082184,0.500000
B51019,1,0,1,0,0.096913,0.071124,0.009691,0.096913,0.500000
B51023,1,0,1,0,0.106104,0.070768,0.010611,0.106104,0.500000
B51035,1,0,1,0,0.153680,0.071747,0.015368,0.153680,0.500000
B51061,1,0,1,0,0.123162,0.071217,0.012316,0.123162,0.500000
B51067,1,0,1,0,0.154222,0.073683,0.015422,0.154222,0.500000
B51071,1,0,1,0,0.121364,0.073121,0.012137,0.121364,0.500000
B51077,1,0,1,0,0.142856,0.071857,0.014285,0.142856,0.500000
B51079,1,0,1,0,0.146586,0.072037,0.014658,0.146586,0.500000
B51091,1,0,1,0,0.093921,0.069070,0.009392,0.093921,0.500000
B51105,1,0,1,0,0.145801,0.068021,0.014580,0.145801,0.500000
B51113,1,0,1,0,0.136465,0.071749,0.013647,0.136465,0.500000
B51125,1,0,1,0,0.118721,0.069884,0.011872,0.118721,0.500000
B51139,1,0,1,0,0.138649,0.072998,0.013865,0.138649,0.500000
B51141,1,0,1,0,0.171270,0.071351,0.017127,0.171270,0.500000
B51157,1,0,1,0,0.129022,0.071116,0.012902,0.129022,0.500000
B51161,1,0,1,0,0.149532,0.074068,0.014953,0.149532,0.500000
B51163,1,0,1,0,0.100479,0.071177,0.010047,0.100479,0.500000
B51165,1,0,1,0,0.099021,0.073760,0.009902,0.099021,0.500000
B51167,1,0,1,0,0.146867,0.069109,0.014687,0.146867,0.500000
B51169,1,0,1,0,0.149539,0.068883,0.014955,0.149539,0.500000
B51171,1,0,1,0,0.112545,0.071776,0.011254,0.112545,0.500000
B51173,1,0,1,0,0.136007,0.070465,0.013601,0.136007,0.500000
B51185,1,0,1,0,0.134481,0.069242,0.013448,0.134481,0.500000
B51187,1,0,1,0,0.112111,0.071145,0.011211,0.112111,0.500000
B51191,1,0,1,0,0.140842,0.069116,0.014084,0.140842,0.500000
B51197,1,0,1,0,0.129772,0.072926,0.012978,0.129772,0.500000
B54023,1,0,1,0,0.093412,0.070155,0.009342,0.093412,0.500000
B54031,1,0,1,0,0.093796,0.071582,0.009380,0.093796,0.500000
B54057,1,0,1,0,0.084982,0.070643,0.008498,0.084982,0.500000
B54071,1,0,1,0,0.098528,0.070087,0.009853,0.098528,0.500000
C42009,1,0,1,0,0.115384,0.072130,0.011538,0.115384,0.500000
C51015,1,0,1,0,0.095828,0.070670,0.009583,0.095828,0.500000
C51071,1,0,1,0,0.121231,0.072549,0.012123,0.121231,0.500000
C51165,1,0,1,0,0.143003,0.073576,0.014300,0.143003,0.500000
B51195,1,0,1,0,0.149289,0.067513,0.014928,0.149289,0.500000
end,,,,,,,,,
