TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
VARS->,QSD,VPFW,QSO,VQO,SQO,POTFW,ACQOP,SQOLIM,WSQOP
A10001,1,0,1,0,0.043568,0.170818,0.004357,0.043568,0.500000
A10003,1,0,1,0,0.046909,0.174198,0.004691,0.046909,0.500000
A10005,1,0,1,0,0.045925,0.173173,0.004593,0.045925,0.500000
A11001,1,0,1,0,0.041352,0.168796,0.004135,0.041352,0.500000
A24001,1,0,1,0,0.036835,0.163395,0.003684,0.036835,0.500000
A24003,1,0,1,0,0.044809,0.172235,0.004481,0.044809,0.500000
A24005,1,0,1,0,0.043662,0.171059,0.004366,0.043662,0.500000
A24009,1,0,1,0,0.044839,0.172154,0.004484,0.044839,0.500000
A24011,1,0,1,0,0.045983,0.172181,0.004598,0.045983,0.500000
A24013,1,0,1,0,0.042310,0.169157,0.004231,0.042310,0.500000
A24015,1,0,1,0,0.044952,0.172377,0.004496,0.044952,0.500000
A24017,1,0,1,0,0.041081,0.168025,0.004108,0.041081,0.500000
A24019,1,0,1,0,0.045957,0.172845,0.004596,0.045957,0.500000
A24021,1,0,1,0,0.039891,0.167034,0.003989,0.039891,0.500000
A24023,1,0,1,0,0.050790,0.172820,0.005079,0.050790,0.500000
A24025,1,0,1,0,0.046790,0.174103,0.004679,0.046790,0.500000
A24027,1,0,1,0,0.043099,0.170792,0.004310,0.043099,0.500000
A24029,1,0,1,0,0.045939,0.173359,0.004594,0.045939,0.500000
A24031,1,0,1,0,0.039844,0.167044,0.003985,0.039844,0.500000
A24033,1,0,1,0,0.041237,0.168419,0.004124,0.041237,0.500000
A24035,1,0,1,0,0.044935,0.172186,0.004493,0.044935,0.500000
A24037,1,0,1,0,0.042807,0.169926,0.004280,0.042807,0.500000
A24039,1,0,1,0,0.048845,0.176937,0.004884,0.048845,0.500000
A24041,1,0,1,0,0.046268,0.173105,0.004627,0.046268,0.500000
A24043,1,0,1,0,0.037550,0.164071,0.003755,0.037550,0.500000
A24045,1,0,1,0,0.047283,0.175781,0.004728,0.047283,0.500000
A24047,1,0,1,0,0.046735,0.175268,0.004674,0.046735,0.500000
A24510,1,0,1,0,0.045427,0.173089,0.004543,0.045427,0.500000
A36003,1,0,1,0,0.036660,0.162356,0.003666,0.036660,0.500000
A36007,1,0,1,0,0.039468,0.164450,0.003947,0.039468,0.500000
A36011,1,0,1,0,0.01,.5,0.01,0.1,0.64
A36015,1,0,1,0,0.034898,0.160575,0.003490,0.034898,0.500000
A36017,1,0,1,0,0.044275,0.168886,0.004427,0.044275,0.500000
A36023,1,0,1,0,0.044544,0.169299,0.004454,0.044544,0.500000
A36025,1,0,1,0,0.041580,0.167018,0.004158,0.041580,0.500000
A36043,1,0,1,0,0.049725,0.174509,0.004973,0.049725,0.500000
A36051,1,0,1,0,0.036218,0.161304,0.003622,0.036218,0.500000
A36053,1,0,1,0,0.046079,0.171699,0.004608,0.046079,0.500000
A36065,1,0,1,0,0.048910,0.174174,0.004891,0.048910,0.500000
A36067,1,0,1,0,0.045812,0.171484,0.004581,0.045812,0.500000
A36069,1,0,1,0,0.034182,0.158737,0.003418,0.034182,0.500000
A36077,1,0,1,0,0.041175,0.165764,0.004118,0.041175,0.500000
A36095,1,0,1,0,0.042570,0.167419,0.004257,0.042570,0.500000
A36097,1,0,1,0,0.035720,0.161135,0.003572,0.035720,0.500000
A36101,1,0,1,0,0.030544,0.154203,0.003055,0.030544,0.500000
A36107,1,0,1,0,0.036974,0.162096,0.003697,0.036974,0.500000
A36109,1,0,1,0,0.041329,0.166588,0.004133,0.041329,0.500000
A36123,1,0,1,0,0.034736,0.159750,0.003474,0.034736,0.500000
A37001,1,0,1,0,0.048368,0.176729,0.004837,0.048368,0.500000
A37005,1,0,1,0,0.051610,0.178251,0.005161,0.051610,0.500000
A37009,1,0,1,0,0.049954,0.175784,0.004996,0.049954,0.500000
A37033,1,0,1,0,0.042934,0.170848,0.004293,0.042934,0.500000
A37067,1,0,1,0,0.040821,0.168671,0.004082,0.040821,0.500000
A37077,1,0,1,0,0.045014,0.171979,0.004502,0.045014,0.500000
A37081,1,0,1,0,0.041283,0.169430,0.004128,0.041283,0.500000
A37131,1,0,1,0,0.043624,0.170051,0.004363,0.043624,0.500000
A37135,1,0,1,0,0.048404,0.176700,0.004841,0.048404,0.500000
A37145,1,0,1,0,0.044460,0.172562,0.004446,0.044460,0.500000
A37157,1,0,1,0,0.042935,0.171627,0.004293,0.042935,0.500000
A37169,1,0,1,0,0.044607,0.171383,0.004460,0.044607,0.500000
A37171,1,0,1,0,0.047292,0.172960,0.004729,0.047292,0.500000
A37181,1,0,1,0,0.043771,0.170613,0.004377,0.043771,0.500000
A37185,1,0,1,0,0.043868,0.171213,0.004386,0.043868,0.500000
A37189,1,0,1,0,0.053709,0.178865,0.005370,0.053709,0.500000
A42001,1,0,1,0,0.043534,0.171961,0.004353,0.043534,0.500000
A42009,1,0,1,0,0.038801,0.165328,0.003880,0.038801,0.500000
A42011,1,0,1,0,0.049388,0.175464,0.004938,0.049388,0.500000
A42013,1,0,1,0,0.040891,0.166239,0.004089,0.040891,0.500000
A42015,1,0,1,0,0.036544,0.161997,0.003655,0.036544,0.500000
A42021,1,0,1,0,0.047413,0.172323,0.004741,0.047413,0.500000
A42023,1,0,1,0,0.050628,0.175351,0.005062,0.050628,0.500000
A42025,1,0,1,0,0.064448,0.187296,0.006445,0.064448,0.500000
A42027,1,0,1,0,0.041808,0.168104,0.004181,0.041808,0.500000
A42029,1,0,1,0,0.048465,0.175180,0.004846,0.048465,0.500000
A42033,1,0,1,0,0.044581,0.168911,0.004458,0.044581,0.500000
A42035,1,0,1,0,0.047512,0.171966,0.004751,0.047512,0.500000
A42037,1,0,1,0,0.046128,0.171191,0.004613,0.046128,0.500000
A42041,1,0,1,0,0.041335,0.168658,0.004134,0.041335,0.500000
A42043,1,0,1,0,0.041773,0.167851,0.004177,0.041773,0.500000
A42047,1,0,1,0,0.048857,0.172952,0.004886,0.048857,0.500000
A42055,1,0,1,0,0.041753,0.169206,0.004175,0.041753,0.500000
A42057,1,0,1,0,0.038098,0.164119,0.003810,0.038098,0.500000
A42061,1,0,1,0,0.039006,0.164185,0.003900,0.039006,0.500000
A42063,1,0,1,0,0.045630,0.169951,0.004563,0.045630,0.500000
A42065,1,0,1,0,0.045425,0.169805,0.004542,0.045425,0.500000
A42067,1,0,1,0,0.039917,0.165820,0.003991,0.039917,0.500000
A42069,1,0,1,0,0.044485,0.169989,0.004449,0.044485,0.500000
A42071,1,0,1,0,0.042274,0.168886,0.004227,0.042274,0.500000
