Year,Month,(kg/mo),+/- (kg/mo),+/- Pct
1985,1,"8,793,267","2,394,553",27
1985,2,"190,167,380","95,065,661",50
1985,3,"32,393,019","9,122,048",28
1985,4,"34,961,452","11,996,201",34
1985,5,"30,262,347","10,733,966",35
1985,6,"24,771,147","9,444,645",38
1985,7,"6,506,663","1,971,132",30
1985,8,"3,330,766","808,387",24
1985,9,"1,340,997","331,605",25
1985,10,"5,885,285","2,349,547",40
1985,11,"7,095,203,553","5,464,212,282",77
1985,12,"99,528,167","38,816,473",39
1986,1,"3,470,848","752,641",22
1986,2,"155,253,372","50,897,461",33
1986,3,"429,679,031","209,381,613",49
1986,4,"33,125,663","8,270,435",25
1986,5,"16,285,137","4,274,228",26
1986,6,"3,743,810","829,726",22
1986,7,"2,507,123","551,426",22
1986,8,"1,737,227","378,151",22
1986,9,"762,508","191,698",25
1986,10,"595,947","147,793",25
1986,11,"3,352,534","757,058",23
1986,12,"33,435,807","9,552,818",29
1987,1,"26,481,211","7,890,554",30
1987,2,"23,412,407","5,735,094",24
1987,3,"74,750,602","22,674,951",30
1987,4,"1,739,502,152","721,344,001",41
1987,5,"98,801,011","23,225,973",24
1987,6,"15,001,860","3,311,955",22
1987,7,"22,612,731","7,331,301",32
1987,8,"1,250,108","284,419",23
1987,9,"40,937,150","10,929,251",27
1987,10,"3,242,107","625,884",19
1987,11,"17,722,649","9,793,375",55
1987,12,"40,871,147","13,105,335",32
1988,1,"64,087,607","22,652,632",35
1988,2,"22,089,685","4,770,607",22
1988,3,"12,222,754","2,574,750",21
1988,4,"66,355,639","23,450,037",35
1988,5,"2,843,589,084","1,071,412,259",38
1988,6,"21,766,453","5,001,029",23
1988,7,"5,444,388","1,395,260",26
1988,8,"2,367,802","489,541",21
1988,9,"3,385,703","689,015",20
1988,10,"1,285,805","263,665",21
1988,11,"5,191,913","1,433,119",28
1988,12,"1,546,405","340,214",22
1989,1,"11,077,047","2,661,588",24
1989,2,"6,608,237","1,495,832",23
1989,3,"97,318,163","23,018,669",24
1989,4,"26,783,974","6,140,822",23
1989,5,"1,375,794,402","398,991,019",29
1989,6,"122,810,656","34,795,822",28
1989,7,"114,658,406","29,302,998",26
1989,8,"33,500,387","8,408,767",25
1989,9,"15,956,241","3,757,287",24
1989,10,"53,621,398","17,271,213",32
1989,11,"22,865,523","7,023,277",31
1989,12,"2,978,159","647,953",22
1990,1,"32,198,079","8,880,314",28
1990,2,"38,356,932","8,834,368",23
1990,3,"6,460,101","1,342,046",21
1990,4,"26,635,563","5,394,076",20
1990,5,"137,795,729","59,843,357",43
1990,6,"78,367,001","31,248,896",40
1990,7,"29,835,373","8,189,499",27
1990,8,"14,595,137","3,810,847",26
1990,9,"4,333,039","864,106",20
1990,10,"443,655,471","190,843,163",43
1990,11,"14,999,059","3,664,423",24
1990,12,"49,044,615","11,842,402",24
1991,1,"292,002,891","81,875,897",28
1991,2,"12,267,812","2,475,212",20
1991,3,"174,022,208","58,523,964",34
1991,4,"38,321,812","7,902,141",21
1991,5,"6,685,215","1,288,904",19
1991,6,"1,718,870","339,454",20
1991,7,"1,781,190","367,734",21
1991,8,"1,671,172","346,830",21
1991,9,"911,807","239,973",26
1991,10,"436,705","95,369",22
1991,11,"400,574","91,407",23
1991,12,"3,559,522","918,725",26
1992,1,"5,521,736","1,253,033",23
1992,2,"7,794,228","2,655,656",34
1992,3,"43,425,438","7,876,354",18
1992,4,"140,881,988","51,231,707",36
1992,5,"35,049,537","6,865,813",20
1992,6,"27,615,294","7,156,083",26
1992,7,"12,695,198","3,110,029",24
1992,8,"5,384,467","1,405,198",26
1992,9,"4,728,529","990,636",21
1992,10,"1,588,123","319,327",20
1992,11,"12,795,931","3,421,540",27
1992,12,"80,321,063","20,432,074",25
1993,1,"32,090,104","6,660,979",21
1993,2,"5,557,747","1,076,410",19
1993,3,"946,306,953","237,750,319",25
1993,4,"803,326,799","188,322,662",23
1993,5,"32,403,774","6,036,435",19
1993,6,"6,004,213","1,053,391",18
1993,7,"1,826,979","330,007",18
1993,8,"1,239,274","218,308",18
1993,9,"1,449,383","265,222",18
1993,10,"1,102,702","205,501",19
1993,11,"128,343,556","58,772,575",46
1993,12,"124,097,845","41,890,700",34
1994,1,"45,624,145","13,754,305",30
1994,2,"222,709,893","55,263,310",25
1994,3,"743,593,650","172,713,901",23
1994,4,"120,159,660","26,895,861",22
1994,5,"98,955,831","29,652,302",30
1994,6,"2,660,686","460,704",17
1994,7,"4,121,759","966,762",23
1994,8,"46,221,210","14,505,130",31
1994,9,"2,527,186","471,632",19
1994,10,"1,015,399","186,587",18
1994,11,"2,256,195","542,302",24
1994,12,"7,676,065","1,734,683",23
1995,1,"93,314,760","28,485,737",31
1995,2,"4,592,194","999,364",22
1995,3,"11,281,350","2,330,673",21
1995,4,"4,079,407","831,030",20
1995,5,"25,002,089","5,440,630",22
1995,6,"36,268,538","13,256,092",37
1995,7,"52,918,601","14,976,408",28
1995,8,"6,297,550","1,739,477",28
1995,9,"581,903","114,972",20
1995,10,"17,748,039","7,065,446",40
1995,11,"17,422,474","4,348,069",25
1995,12,"14,103,174","3,205,978",23
1996,1,"1,679,670,054","922,776,680",55
1996,2,"44,158,234","10,013,890",23
1996,3,"146,514,042","46,753,477",32
1996,4,"83,660,237","25,271,628",30
1996,5,"169,131,543","39,285,620",23
1996,6,"142,292,866","41,259,325",29
1996,7,"30,710,397","8,114,048",26
1996,8,"180,439,703","57,915,706",32
1996,9,"2,762,154,906","1,498,226,484",54
1996,10,"69,860,702","22,794,381",33
1996,11,"98,697,451","34,523,722",35
1996,12,"247,824,375","72,135,364",29
1997,1,"9,918,705","2,450,324",25
1997,2,"20,152,568","4,789,938",24
1997,3,"100,358,442","27,630,484",28
1997,4,"9,827,597","2,290,306",23
1997,5,"5,031,681","1,106,227",22
1997,6,"30,124,511","10,612,819",35
1997,7,"1,398,357","320,446",23
1997,8,"821,930","180,846",22
1997,9,"1,113,861","317,621",29
1997,10,"608,169","142,011",23
1997,11,"129,660,261","74,486,228",57
1997,12,"3,823,223","912,558",24
1998,1,"326,752,445","158,635,962",49
1998,2,"606,155,630","226,529,825",37
1998,3,"584,491,113","269,403,947",46
1998,4,"168,760,363","67,175,671",40
1998,5,"195,259,635","67,811,306",35
1998,6,"15,649,551","4,291,461",27
