riverseg, landseg, area (acres) ***
NR3_8690_8500,A51155,9028.81
NR3_8690_8500,A51197,377.48
NR3_8740_8500,A51035,45763.85
NR3_8740_8500,A51155,1976.66
NR3_8740_8500,A51197,5504.09
NR3_9170_9130,A37009,11762.78
NR3_9170_9130,B37009,26752.06
NR3_9170_9130,A51077,667.46
NR3_9170_9130,B51077,17022.18
NR3_9190_9170,A37009,22516.8
NR3_9190_9170,B37009,5529.19
NR3_9190_9170,B51077,7370.13
NR3_9240_9130,A37005,16979.45
NR3_9240_9130,B37005,10411.18
NR3_9240_9130,A37009,14049.49
NR3_9240_9130,B37009,40781.97
NR3_9310_9240,A37009,28171.93
NR3_9310_9240,B37009,33046.57
NR3_9310_9240,A37189,66037.27
NR4_9130_9080,B37005,4578.48
NR4_9130_9080,B37009,4039.49
NR4_9130_9080,A51077,14186.75
NR4_9130_9080,B51077,16242.48
NR5_8700_8640,A51197,9253.11
NR5_8760_8640,A51035,10267.87
NR5_8760_8640,A51197,27083.95
NR5_8870_8760,B37005,1280.95
NR5_8870_8760,A51035,94981.85
NR5_8870_8760,A51640,5265.74
NR5_8870_8760,A51077,47466.26
NR5_8870_8760,B51077,1585.26
NR5_8870_8760,A51197,3024.09
NR5_8870_8760,B51197,856.46
NR5_9050_8870,A51077,17008.7
NR5_9050_8870,B51077,1838.09
NR5_9080_9050,A37005,2139.22
NR5_9080_9050,B37005,29690.39
NR5_9080_9050,A51077,34606.18
NR5_9080_9050,B51077,14355.34
NR6_7820_7960,A51045,28611.81
NR6_7820_7960,A51071,45757.22
NR6_7820_7960,B51071,16486.64
NR6_7820_7960,A51121,70001.37
NR6_7820_7960,A51155,52945.89
NR6_7820_7960,A51750,6553.87
NR6_7960_8050,A51071,1278.38
NR6_7960_8050,B51071,3474.72
NR6_8000_0000,B51071,4637.88
NR6_8050_8051,A51071,6420.03
NR6_8050_8051,B51071,6745.46
NR6_8050_8051,C51071,3273.13
NR6_8051_8000,A51071,594.06
NR6_8051_8000,B51071,4355.63
NR6_8051_8000,C51071,2972.85
NR6_8170_7960,B51071,8064.08
NR6_8170_7960,C51071,13783.04
NR6_8180_8051,B51071,2523.12
NR6_8180_8051,C51071,7576.26
NR6_8500_7820,A51155,104412.91
NR6_8500_7820,A51197,8807.13
NR6_8640_8500,A51155,9404.63
NR6_8640_8500,A51197,8083.1
OD1_8910_8930,A37169,1015.82
OD1_8910_8930,A51141,46392.28
OD1_8910_8930,B51141,7181.9
OD1_9270_9110,A37067,29754.23
OD1_9270_9110,A37169,54928.45
OD2_8560_8630,A51063,2673.87
OD2_8560_8630,A51067,31508.56
OD2_8560_8630,B51067,10486.46
OD2_8560_8630,A51089,5015.04
OD2_8560_8630,A51141,64392.89
OD2_8560_8630,B51141,23159.96
OD2_8670_8890,A51089,9957.52
OD2_8670_8890,A51143,61507.99
OD2_8830_8710,A37145,43663.46
OD2_8830_8710,A51083,10761.7
OD2_8840_9020,A37169,9559.99
OD2_8840_9020,A37171,3562.19
OD2_8840_9020,A51141,29935.7
OD2_8840_9020,B51141,32235.22
OD2_8920_8830,A37001,365.65
OD2_8920_8830,A37033,61333.92
OD2_8920_8830,A37135,6161.85
OD2_8920_8830,A37145,62330.84
OD3_8340_8520,A51083,103198.2
OD3_8340_8520,A51143,246652.96
OD3_8520_8621,A51083,32185.91
OD3_8630_8720,A51067,26386.05
OD3_8630_8720,A51089,73261.2
OD3_8630_8720,A51690,3493.41
OD3_8630_8720,A51141,2188.87
OD3_8710_8470,A37077,668.65
OD3_8710_8470,A37145,41401.21
OD3_8710_8470,A51083,47430.89
OD3_8720_8900,A37157,6891.14
OD3_8720_8900,A51089,100360.23
OD3_8720_8900,A51690,3551.01
OD3_8850_8931,A51089,34511.93
OD3_8850_8931,A51141,35758.78
OD3_8930_8931,A37157,243.49
OD3_8930_8931,A37169,9931.99
OD3_8930_8931,A51089,4090.08
OD3_8930_8931,A51141,22939.4
OD3_8931_9140,A37157,30895.15
OD3_8931_9140,A37169,5288.42
OD3_8931_9140,A51089,2789.55
OD3_9020_9110,A37169,131109.89
OD3_9020_9110,A37171,5874.34
OD3_9020_9110,A51141,14529.6
OD4_8990_8900,A37157,56703.23
OD4_8990_8900,A51089,5691.28
OD4_9110_9140,A37067,27515.51
OD4_9110_9140,A37081,6966.78
OD4_9110_9140,A37157,27963.31
OD4_9110_9140,A37169,36210.7
OD4_9140_8990,A37081,281.19
OD4_9140_8990,A37157,56339.24
OD5_8770_8780,A37033,88935.28
OD5_8770_8780,A37157,38603.3
OD5_8770_8780,A51590,19602.85
OD5_8770_8780,A51143,53687.9
OD5_8780_8660,A37033,5088.44
OD5_8780_8660,A37145,2500.44
OD5_8780_8660,A51083,34296.66
OD5_8780_8660,A51143,26148.42
OD5_8890_8770,A51590,3121.37
OD5_8890_8770,A51143,2648.74
OD5_8900_8770,A37033,6745.59
OD5_8900_8770,A37157,77832.57
OD5_8900_8770,A51590,5326.26
OD5_8900_8770,A51089,2824.33
OD5_8900_8770,A51143,41607.06
OD5_8940_8780,A37033,86041.2
OD5_8940_8780,A37157,1778.31
OD6_8621_8470,A51083,9576.55
OD6_8660_8621,A51083,113692.72
OD6_8660_8621,A51143,17755.15
OR1_7700_7980,A51011,29429.4
OR1_7700_7980,A51037,33025.13
OR1_8280_8020,A51063,19166.71
OR1_8280_8020,A51121,36382.16
OR1_8280_8020,B51161,12364.99
OR1_8320_8271,A51067,50157.86
OR1_8320_8271,B51067,23095.67
OR2_7610_7780,A51019,24822.36
OR2_7610_7780,A51515,4440.63
OR2_7610_7780,B51019,157686.29
OR2_7610_7780,A51031,14586.99
OR2_7650_8070,A51019,39332.66
OR2_7650_8070,B51019,80412.98
OR2_7650_8070,A51023,153.02
OR2_7670_7840,A51011,27429.61
OR2_7670_7840,A51031,76133.54
OR2_7780_7890,B51019,323.68
OR2_7780_7890,A51031,46325.57
OR2_7840_7970,A51011,5987.43
OR2_7840_7970,A51031,39976.85
OR2_7840_7970,A51037,1605.81
OR2_7900_7740,A51161,40949.62
OR2_7900_7740,A51770,9287.53
OR2_7900_7740,B51161,2679.52
OR2_7900_7740,A51775,9309.83
OR2_8020_8130,A51121,83270.34
OR2_8020_8130,A51161,11127.35
OR2_8020_8130,B51161,385.75
OR2_8070_8120,B51019,42293.17
OR2_8070_8120,A51031,2627.41
OR2_8130_7900,A51121,1643.37
OR2_8130_7900,A51161,11198.69
OR2_8130_7900,B51161,4322.45
OR2_8450_8490,A51117,68837.7
OR2_8460_8271,A51067,168463.23
OR2_8460_8271,B51067,4395.71
OR2_8460_8271,A51089,7508.41
OR2_8460_8271,A51143,44103.65
OR3_7740_8271,A51023,42102.51
OR3_7740_8271,B51023,1848.68
OR3_7740_8271,A51161,16932.57
OR3_7740_8271,A51770,18054.45
OR3_7740_8271,B51161,5611.55
OR4_8120_7890,A51031,13763.25
OR4_8120_7890,A51143,32228.15
OR4_8271_8120,A51019,9303.25
OR4_8271_8120,B51019,69821.69
OR4_8271_8120,A51031,2318.72
OR4_8271_8120,A51067,123091.15
OR4_8271_8120,B51067,17820.26
OR4_8271_8120,A51143,58239.32
OR4_8271_8120,A51161,16414.28
OR4_8271_8120,A51770,123.17
OR4_8271_8120,B51161,21842.71
OR5_7890_7970,A51031,80185.4
OR5_7890_7970,A51083,16877.5
OR5_7890_7970,A51143,41524.47
OR5_7910_8410,A51037,140098.74
OR5_7910_8410,A51147,134.55
OR5_7970_8200,A51031,4300.92
OR5_7970_8200,A51037,25810.33
OR5_7970_8200,A51083,55790.86
OR5_7980_8200,A51037,32984.55
OR5_8200_8370,A51037,11665.06
OR5_8200_8370,A51083,13208.36
OR5_8370_8410,A51037,1910.5
OR5_8370_8410,A51083,12012.81
OR5_8410_8470,A51037,26812.99
OR5_8410_8470,A51083,59809.12
OR5_8410_8470,A51117,408.85
OR7_8470_8490,A37077,111400.22
OR7_8470_8490,A37145,5407.04
OR7_8470_8490,A37181,89723.56
OR7_8470_8490,A37185,3998.5
OR7_8470_8490,A51037,19374.22
OR7_8470_8490,A51083,22035.36
OR7_8470_8490,A51117,193956.72
OR7_8490_0000,A51025,43430.66
OR7_8490_0000,A51117,103530.32
PL0_4510_0001,A11001,1651.21
PL0_4510_0001,A24031,25871.29
PL0_4510_0001,A24033,5849.23
PL0_4961_0000,A24033,16731.29
PL0_5000_0001,A51510,3179.7
PL0_5000_0001,A51059,18231.83
PL0_5000_0001,A51610,858.59
PL0_5010_5130,A51059,11758.61
PL0_5010_5130,A51600,3561.12
PL0_5070_0001,A24033,24959.19
PL0_5090_0000,A51510,3375.08
PL0_5090_0000,A51059,2873.48
PL0_5131_0000,A51059,25602.39
PL0_5131_0000,A51600,142.61
PL0_5141_5140,A51061,34270.73
PL0_5141_5140,A51153,13381.25
PL0_5251_0000,A51059,12944.45
PL0_5251_0000,A51153,20274.87
PL0_5252_0000,A51059,424.22
PL0_5253_0000,A51059,172.71
PL0_5290_0000,A24017,2012.83
PL0_5290_0000,A24033,2960.63
PL0_5390_0000,A24017,5845.84
PL0_5390_0000,A24033,1632.19
PL0_5391_0000,A24017,6506.61
PL0_5392_0000,A24017,6768.79
PL0_5440_0000,A24017,15087.27
PL0_5450_0000,A24017,15864.2
PL0_5490_0001,A51153,12597.76
PL0_5491_0000,A51153,16926.2
PL0_5492_0000,A51153,2444.14
PL0_5493_0000,A51153,9294.35
PL0_5493_0000,A51179,16341.48
PL0_5494_0000,A51179,1007.4
PL0_5495_0000,A51179,612.08
PL0_5496_0000,A51153,610.59
PL0_5510_0001,A24017,24938.86
PL0_5510_0001,A24037,2819.14
PL0_5530_5710,A24017,7198.4
PL0_5540_5490,A51153,4725.05
PL0_5580_0000,A24017,14260.03
PL0_5581_0000,A24017,9018.37
PL0_5582_0000,A24017,8992.86
PL0_5583_0000,A24017,6734.04
PL0_5584_0000,A24017,12948.41
PL0_5585_0000,A24017,6960.66
PL0_5670_0000,A24017,6012.8
PL0_5670_0000,A24037,10524.47
PL0_5671_0000,A24017,10054.5
PL0_5671_0000,A24037,2022.12
PL0_5672_0000,A24037,19314.42
PL0_5710_0001,A24017,2391.18
PL0_5720_0001,A24017,9670.35
PL0_5730_5690,A51061,2661.57
PL0_5730_5690,A51179,19432.43
PL0_5750_0001,A24037,11877.75
PL0_5790_0000,A24017,17538.64
PL0_5791_0000,A24017,2389.34
PL0_5830_0001,A24037,18775.76
PL0_5850_0000,A51179,18414.92
PL0_5851_0000,A51179,135.43
PL0_5860_0000,A24017,1790.53
PL0_5900_0000,A51099,8802.67
PL0_5900_0000,A51179,52979.46
PL0_5901_0000,A51099,526.7
PL0_5902_0000,A51099,2714.2
PL0_5903_0000,A51099,324.84
PL0_5904_0000,A51099,6268.89
PL0_5920_0000,A51099,34628.81
PL0_5921_0000,A51099,896.64
PL0_5922_0000,A51099,1447
PL0_5923_0000,A51099,543.7
PL0_5930_0000,A24017,8011.94
PL0_5950_0000,A24037,10073.37
PL0_5951_0000,A24037,4379.77
PL0_5952_0000,A24037,3353.13
PL0_5960_0000,A24037,10284.75
PL0_5961_0000,A24037,2421.28
PL0_5962_0000,A24037,3769.26
PL0_5980_0000,A24037,7313.64
PL0_5981_0000,A24037,10831.24
PL0_5982_0000,A24037,11580.86
PL0_5983_0000,A24037,1044.58
PL0_6020_0000,A24037,4011.32
PL0_6060_0000,A24037,13079.15
PL0_6100_0000,A51099,15798.18
PL0_6100_0000,A51193,28874.5
PL0_6101_0000,A51193,5553.28
PL0_6110_0000,A24037,8078.5
PL0_6130_0000,A51193,49298.27
PL0_6131_0000,A51193,1220.81
PL0_6140_0000,A51133,16160.01
PL0_6140_0000,A51193,19988.17
PL0_6141_0000,A51193,2174.65
PL0_6270_0000,A51133,33810.95
PL0_6271_0000,A51133,9983.4
PL0_6272_0000,A51133,2386.78
PL1_4460_4780,A11001,864.76
PL1_4460_4780,A24031,39067.87
PL1_4540_0001,A24031,13137.6
PL1_4540_0001,A24033,34893.63
PL1_4780_0001,A11001,5265.82
PL1_4780_0001,A24031,205.42
PL1_5060_0000,A24033,14934.29
PL1_5061_0000,A24033,3681.32
PL1_5130_0001,A51059,16949.63
PL1_5230_0001,A24017,19884.56
PL1_5230_0001,A24033,15655.92
PL1_5370_5470,A51061,59634.15
PL1_5690_0001,A51153,497.82
PL1_5690_0001,A51179,13103.47
PL1_5910_0001,A24037,15708.08
PL2_4810_0000,A11001,9841.05
PL2_4810_0000,A24033,11075.61
PL2_4811_0000,A24033,1972.2
PL2_4811_0000,A11001,237.21
PL2_4945_0004,A11001,12803.3
PL2_4970_5250,A51059,52867.35
PL2_4970_5250,A51600,181.89
PL2_4970_5250,A51061,732.68
PL2_4970_5250,A51107,18094.18
PL2_4970_5250,A51683,2775.57
PL2_4970_5250,A51685,1618.84
PL2_4970_5250,A51153,48248.61
PL2_5140_5360,A51061,5960.57
PL2_5140_5360,A51683,3339.32
PL2_5140_5360,A51153,31448.63
PL2_5300_5630,A24017,46687.16
PL2_5300_5630,A24033,4656.16
PL2_5470_5360,A51061,35530.91
PL2_5470_5360,A51153,30233.09
PL2_5630_0001,A24017,4864.57
PL2_5800_0000,A24017,4116.66
PL3_5250_0001,A51059,12789.22
PL3_5250_0001,A51153,9676.21
PL3_5360_5250,A51683,302.86
PL3_5360_5250,A51153,18088.47
PL7_4910_0000,A11001,2405.83
PL7_4911_0000,A51013,4632.76
PL7_4911_0000,A51059,6359.78
PL7_4940_0000,A11001,1255.76
PL7_4941_0000,A51013,3442.14
PL7_4942_0000,A11001,166.05
PL7_4960_0000,A11001,3654.31
PL7_4960_0000,A24033,6876.14
PL7_4962_0000,A51510,1675.66
PL7_4962_0000,A51013,8334.11
PL7_4962_0000,A51059,1285.41
PL7_4962_0000,A51610,411.48
PL7_4963_0000,A51510,253.66
PL7_4964_0000,A51510,23.22
PL7_4964_0000,A51013,455
PL7_4965_0000,A51510,791
PL7_4980_0000,A51510,390.89
PL7_4980_0000,A24033,5958.78
PL7_4981_0000,A51059,18976.9
PL7_4982_0000,A51059,591.05
PL7_4983_0000,A51059,424.89
PL7_4984_0000,A51059,90.52
PM0_4640_4820,A24031,16425.84
PM1_3120_3400,A24013,68969.85
PM1_3450_3400,A24013,35849.03
PM1_3450_3400,A24021,17476.47
PM1_3510_4000,B24021,42968.39
PM1_3710_4040,A24013,5431.81
PM1_3710_4040,A24021,51552.55
PM1_4000_4290,B24021,34025.52
PM1_4250_4500,A24031,65163.83
PM1_4430_4200,A51107,59210.02
PM1_4500_4580,A24031,17575.58
PM2_2860_3040,A24013,5536.89
PM2_2860_3040,A24021,1823.16
PM2_2860_3040,A42001,90095.6
PM2_2860_3040,B42001,13022.72
PM2_3400_3340,A24013,718.78
PM2_3400_3340,A24021,375.82
PM2_4860_4670,A51061,46393.19
PM2_4860_4670,B51061,16474.16
PM2_4860_4670,A51107,14625.3
PM3_3040_3340,A24013,21636.36
PM3_3040_3340,A24021,18966.01
PM3_3040_3340,B24021,10470.06
PM3_3040_3340,A42001,21015.38
PM3_3040_3340,B42001,20348.26
PM3_3040_3340,A42055,1196.9
PM3_4660_4620,A51107,34800.58
PM3_4670_4660,A51061,33364.88
PM3_4670_4660,A51107,101455.46
PM4_3340_3341,A24021,52287.32
PM4_3340_3341,B24021,45917.84
PM4_3341_4040,A24021,35085.79
PM4_3341_4040,B24021,4258.81
PM4_4040_4410,A24021,73951.3
PM4_4040_4410,B24021,4327.5
PM4_4040_4410,A24031,20181.74
PM7_4150_4290,B24021,11626.33
PM7_4150_4290,A24043,9887.48
PM7_4150_4290,A51107,22009.75
PM7_4200_4410,A24021,13295.01
PM7_4200_4410,B24021,5733.39
PM7_4200_4410,A51107,7252.86
PM7_4290_4200,B24021,2551.35
PM7_4290_4200,A51107,1837.95
PM7_4410_4620,A24021,446.92
PM7_4410_4620,A24031,30230.97
PM7_4410_4620,A51107,20084.83
PM7_4580_4820,A24031,38685.37
PM7_4580_4820,A51059,55500.2
PM7_4580_4820,A51600,164.13
PM7_4620_4580,A24031,13070.11
PM7_4620_4580,A51059,15210.04
PM7_4620_4580,A51107,54203.46
PM7_4820_0001,A11001,1311.1
PM7_4820_0001,A24031,4776.11
PM7_4820_0001,A51059,875.54
PS0_6150_6160,A51660,6896.95
PS0_6150_6160,A51165,370.72
PS0_6160_6161,A51660,3796.21
PS0_6160_6161,A51165,17218.24
PS1_4790_4830,A51069,37853.53
PS1_4790_4830,B51171,27384.48
PS1_4830_5080,A51069,19092.65
PS1_4830_5080,A51171,9909.8
PS1_4830_5080,B51171,5318.49
PS1_4830_5080,A51187,1056.14
PS2_5550_5560,A51165,876.85
PS2_5550_5560,B51165,120884
PS2_5550_5560,B51171,1595.47
PS2_5550_5560,A54031,10676.47
PS2_5560_5100,A51660,606.16
PS2_5560_5100,A51165,120701.56
PS2_5560_5100,B51165,1855.16
PS2_5560_5100,A51171,56836.87
PS2_5560_5100,B51171,11068.99
PS2_6420_6360,A51015,6476.32
PS2_6420_6360,B51015,486.51
PS2_6420_6360,A51165,5955.42
PS2_6420_6360,C51165,1578.4
PS2_6490_6420,A51015,23058
PS2_6490_6420,B51015,15673.6
PS2_6490_6420,C51165,502.98
PS2_6490_6420,A51820,1512.15
PS2_6660_6490,A51015,1188.45
PS2_6660_6490,B51015,5799.53
PS2_6660_6490,A51820,6632.1
PS2_6730_6660,A51015,47455.31
PS2_6730_6660,B51015,32868.09
PS2_6730_6660,A51820,976.79
PS3_5100_5080,A51171,109571.86
PS3_5100_5080,B51171,58906.61
PS3_5100_5080,A51187,669.3
PS3_5990_6161,A51015,30187.32
PS3_5990_6161,C51015,55290.84
PS3_5990_6161,A51165,45737.84
PS3_5990_6161,B51165,75244.01
PS3_6161_6280,A51165,5763.76
PS3_6280_6230,A51015,19760.12
PS3_6280_6230,A51165,8444.91
PS3_6460_6230,A51015,178349.7
PS3_6460_6230,C51015,48248.35
PS3_6460_6230,A51790,12645.17
PS4_5080_4380,A51069,1160.68
PS4_5080_4380,A51139,6186.56
PS4_5080_4380,A51171,47446.68
PS4_5080_4380,A51187,11977.8
PS4_5840_5240,A51139,50310.47
PS4_5840_5240,B51139,29064.01
PS4_5840_5240,A51165,74536.62
PS4_5840_5240,C51165,36103.93
PS4_6230_6360,A51165,16327.11
PS4_6360_5840,A51165,6889.06
PS4_6360_5840,C51165,7121.99
PS5_4370_4150,A54037,14210.93
PS5_4380_4370,A51043,92152.83
PS5_4380_4370,A51069,18576.9
PS5_4380_4370,A51187,29776.95
PS5_4380_4370,B51187,18673.55
PS5_4380_4370,A54037,51825.81
PS5_5200_4380,A51187,13184.47
PS5_5200_4380,B51187,10812.22
PS5_5240_5200,A51139,64179.7
PS5_5240_5200,B51139,51221.73
PS5_5240_5200,A51187,24028.53
PS5_5240_5200,B51187,28194.73
PU0_3000_3090,A24043,4768.43
PU0_3000_3090,B42001,3360.8
PU0_3000_3090,A42055,51627.74
PU0_3601_3602,A24043,10735.18
PU0_3601_3602,B42055,854.8
PU0_3611_3530,A24043,9903.25
PU0_3611_3530,A42057,6193.26
PU0_3751_3752,A24043,13459.97
PU0_3871_3690,A24001,32027.23
PU0_3871_3690,C42009,7639.9
PU0_5620_5380,B54023,292.38
PU0_5620_5380,A54071,46193.72
PU0_5620_5380,B54071,9800.02
PU0_6080_5620,A51091,37158.35
PU0_6080_5620,B51091,726.34
PU0_6080_5620,A54071,36035.31
PU0_6080_5620,B54071,40952.35
PU1_3030_3440,A24043,1334.28
PU1_3030_3440,A42057,71551.48
PU1_3100_3690,A24001,10068.13
PU1_3100_3690,A24043,5277.8
PU1_3100_3690,C42009,41152.98
PU1_3100_3690,A42057,10277.21
PU1_3170_3580,A42009,34993.62
PU1_3580_3780,A24001,17948.79
PU1_3580_3780,B24001,1998.15
PU1_3580_3780,A42009,5523.01
PU1_3850_4190,B24001,442.09
PU1_3850_4190,A24023,30545.68
PU1_3940_3970,B24001,35824.26
PU1_3940_3970,A24023,11867.69
PU1_4190_4300,A24023,35932.09
PU1_4300_4440,A24023,7097.75
PU1_4760_4450,A54023,6159.81
PU1_4760_4450,A54057,129.81
PU1_4840_4760,A54023,31373.74
PU1_5380_5050,A54023,9463.04
PU1_5380_5050,B54023,2885.74
PU1_5380_5050,A54071,5396
PU1_5380_5050,B54071,11190.07
PU1_5520_5210,B54071,43397.34
PU1_5820_5380,A54071,3090.07
PU1_5820_5380,B54071,9596.06
PU2_2790_3290,B42001,14263.2
PU2_2790_3290,B42041,1500.05
PU2_2790_3290,A42055,154647.4
PU2_2790_3290,B42055,8784.89
PU2_2840_3080,A24043,1071.62
PU2_2840_3080,B42055,1867.19
PU2_2840_3080,A42057,98624.72
PU2_3080_3640,A24043,16363.83
PU2_3080_3640,B42055,18265.44
PU2_3090_4050,A24043,106980.22
PU2_3090_4050,A42055,12547
PU2_3140_3680,B24001,3414.37
PU2_3140_3680,A42009,10955.65
PU2_3140_3680,B42009,35434.09
PU2_3140_3680,A42111,71293.05
PU2_3180_3370,A24001,1423.7
PU2_3180_3370,A42009,19751.63
PU2_3180_3370,C42009,21331.39
PU2_3370_4020,A24001,42039.64
PU2_3370_4020,A42009,15910.93
PU2_3630_3590,A51069,12958.81
PU2_3630_3590,A54003,10598.22
PU2_3630_3590,A54065,69130.75
PU2_3770_3600,A51069,107360.19
PU2_3770_3600,A54003,66701.85
PU2_3770_3600,A54065,1308.79
PU2_3900_3750,A54003,41676
PU2_3900_3750,A54037,790.81
PU2_4050_4180,A24043,6918.59
PU2_4160_3930,A54057,1469.52
PU2_4160_3930,B54057,39263.74
PU2_4220_3900,A51043,16275.44
PU2_4220_3900,A51069,38193.85
PU2_4220_3900,A51840,5053.52
PU2_4220_3900,A54003,53103.41
PU2_4220_3900,A54037,27539.85
PU2_4340_3860,A54027,101059.91
PU2_4340_3860,A54031,30710.25
PU2_4360_4160,A54023,23978.25
PU2_4360_4160,B54023,38184.71
PU2_4360_4160,A54057,6823.92
PU2_4360_4160,B54057,70632.17
PU2_4720_4750,A24023,25704.63
PU2_4720_4750,A54023,19406.7
PU2_4720_4750,A54077,1030.68
PU2_4720_4750,A54093,560.5
PU2_4730_4220,A51043,5623.88
PU2_4730_4220,A51069,30798.05
PU2_4730_4220,A51840,919.61
PU2_4750_4450,A24023,1435.07
PU2_4750_4450,A54023,6225.84
PU2_5190_4310,A54031,22103.98
PU2_5190_4310,B54031,38525.71
PU2_5190_4310,A54071,52263.7
PU2_5700_5210,A51091,24064.69
PU2_5700_5210,B54071,85524.25
PU2_6050_5190,B51091,7095.57
PU2_6050_5190,A54071,64775.19
PU3_2510_3290,A24043,270.21
PU3_2510_3290,A42055,18056.45
PU3_2510_3290,B42055,108174.76
PU3_2510_3290,A42099,655.94
PU3_3290_3390,A24043,2115.83
PU3_3290_3390,A42055,12904.58
PU3_3390_3730,A24043,39835.64
PU3_3390_3730,A42055,1792.57
PU3_3390_3730,B42055,488.39
PU3_3680_3890,B24001,35331.78
PU3_3680_3890,A42111,5704.88
PU3_3860_3610,A54027,17329.75
PU3_3860_3610,A54065,21404.75
PU3_4280_3860,A54027,93429.44
PU3_4280_3860,A54031,171797.22
PU3_4450_4440,A24023,40168.51
PU3_4450_4440,A54023,16918.22
PU3_4450_4440,A54057,35196.13
PU3_5210_5050,A54023,29248.01
PU3_5210_5050,B54023,918.01
PU3_5210_5050,B54071,19858.33
PU4_3780_3930,A24001,11416.46
PU4_3780_3930,A54057,457.7
PU4_3780_3930,B54057,4450.84
PU4_3890_3990,A24001,1013.07
PU4_3890_3990,B24001,243.95
PU4_3890_3990,A54057,298.63
PU4_3970_3890,B24001,35583.27
PU4_3970_3890,A54023,9173.04
PU4_3970_3890,A54057,43546.84
PU4_3990_3780,A24001,1087.55
PU4_3990_3780,B54057,559.48
PU4_4210_4170,A54027,12392.48
PU4_4310_4210,A54027,102936.99
PU4_4310_4210,A54031,10572.76
PU4_4310_4210,B54031,61172.87
PU4_4440_3970,B24001,352.89
PU4_4440_3970,A54057,1743.29
PU4_5050_4310,A54023,28350.79
PU4_5050_4310,B54023,84702.94
PU4_5050_4310,B54031,28531.32
PU4_5050_4310,A54071,18747.25
PU5_3930_4170,A24001,23907.93
PU5_3930_4170,A54027,10112.02
PU5_3930_4170,B54057,6104.09
PU5_4170_4020,A24001,1271.15
PU5_4170_4020,A54027,1052.71
PU6_3440_3590,A24043,6461.7
PU6_3440_3590,A42057,1723.78
PU6_3440_3590,A54065,3397.69
PU6_3530_3440,A24043,995.89
PU6_3530_3440,A54065,9829.42
PU6_3590_3640,A24043,1340.4
PU6_3590_3640,A54065,762.25
PU6_3600_3602,A24043,8009.94
PU6_3600_3602,A54003,13735.76
PU6_3602_3730,A24043,4857.12
PU6_3602_3730,A54003,3554.07
PU6_3610_3530,A24043,5707.9
PU6_3610_3530,A54065,7883.36
PU6_3640_3600,A24043,5504.58
PU6_3640_3600,A54003,2160.5
PU6_3640_3600,A54065,6969.98
PU6_3690_3610,A24043,5989.66
PU6_3690_3610,A54065,7925.6
PU6_3730_3750,A24043,6617.99
PU6_3730_3750,A54003,8301.12
PU6_3750_3752,A24043,8553.64
PU6_3750_3752,A54003,5975.11
PU6_3750_3752,A54037,9605.85
PU6_3752_4080,A24043,5845.21
PU6_3752_4080,A54037,3815.87
PU6_3870_3690,A24001,11093.8
PU6_3870_3690,A54027,752.03
PU6_3870_3690,A54065,18100.31
PU6_4020_3870,A24001,8458
PU6_4020_3870,A54027,73451.74
PU6_4020_3870,A54065,278.38
PU6_4080_4180,A24043,2310.46
PU6_4080_4180,A54037,3943.22
PU6_4180_4150,A24043,8082.61
PU6_4180_4150,A54037,23579.64
RL0_6450_0000,A51103,10437.95
RL0_6450_0000,A51133,60676.41
RL0_6451_0000,A51103,29.57
RL0_6500_0000,A51057,4887.59
RL0_6500_0000,A51103,17516.4
RL0_6500_0000,A51119,31679.45
RL0_6500_0000,A51159,23729.98
RL0_6501_0000,A51057,7453.93
RL0_6501_0000,A51133,557.99
RL0_6501_0000,A51159,47138.07
RL0_6501_0000,A51193,2266.9
RL0_6530_0000,A51103,49842.55
RL0_6530_0000,A51133,125.04
RL0_6531_0000,A51103,7964.21
RL0_6531_0000,A51119,13966.12
RL0_6540_0001,A51057,17662.06
RL1_6180_0001,A51159,10114.13
RL1_6180_0001,A51193,18426.65
RL1_6322_0000,A51159,16671.91
RL1_6322_0000,A51193,1980.08
RL5_6070_0000,A51033,73620.01
RL5_6070_0000,A51057,21691.75
RL5_6070_0000,A51630,6407.88
RL5_6070_0000,A51099,43050.66
RL5_6070_0000,A51177,33386.86
RL5_6070_0000,A51179,27668.48
RL5_6070_0000,A51193,8231.84
RL5_6071_0000,A51057,36773.61
RL5_6071_0000,A51159,8735.1
RL5_6071_0000,A51193,9689.65
RL5_6072_0000,A51057,1584.15
RL5_6072_0000,A51159,3965.74
RL5_6320_0000,A51057,17337.4
RL5_6321_0000,A51057,39487.85
RL5_6321_0000,A51159,12448.88
RU2_5220_5640,A51047,12567.52
RU2_5220_5640,A51061,99106.15
RU2_5220_5640,B51061,12300.09
RU2_5220_5640,A51157,28583.14
RU2_5220_5640,B51157,11424.59
RU2_5500_5610,A51047,4214.53
RU2_5500_5610,A51157,56441.92
RU2_5500_5610,B51157,39605.65
RU2_5810_5610,A51047,25219.87
RU2_5810_5610,A51113,7371.08
RU2_5810_5610,B51113,13216.72
RU2_5810_5610,A51157,26650.43
RU2_5810_5610,B51157,7449.13
RU2_5940_6200,A51047,11674.93
RU2_5940_6200,A51113,75241.72
RU2_5940_6200,B51113,28037.08
RU2_6090_6220,A51079,12907.8
RU2_6090_6220,B51079,18789.15
RU2_6090_6220,A51113,13410.61
RU2_6090_6220,B51113,28192.86
RU2_6200_6170,A51047,213.85
RU2_6200_6170,A51113,9260.92
