TABLE->,QUAL-PROPS#2,QUAL-PROPS#2,QUAL-PROPS#2,QUAL-PROPS#2,QUAL-INPUT#2,QUAL-INPUT#2,QUAL-INPUT#2,QUAL-INPUT#2,QUAL-INPUT#2
VARS->,QSD,VPFW,QSO,VQO,SQO,POTFW,ACQOP,SQOLIM,WSQOP
A10001,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A10003,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A10005,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A11001,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24001,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24003,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24005,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24009,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24011,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24013,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24015,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24017,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24019,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24021,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24023,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
A24025,1,0,1,0,0.,0.50000,0.500000,0,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000,0.100,0.,0.100E-05,0.500000
