TABLE->,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4
A42057,1,0,1,0,0.207656,0.254990,0.020765,0.207656,0.500000
A42061,1,0,1,0,0.200668,0.249777,0.020067,0.200668,0.500000
A42063,1,0,1,0,0.258427,0.253131,0.025842,0.258427,0.500000
A42065,1,0,1,0,0.239098,0.250805,0.023909,0.239098,0.500000
A42067,1,0,1,0,0.228300,0.256579,0.022830,0.228300,0.500000
A42069,1,0,1,0,0.246517,0.255185,0.024652,0.246517,0.500000
A42071,1,0,1,0,0.352078,0.273817,0.035207,0.352078,0.500000
A42075,1,0,1,0,0.330380,0.269499,0.033038,0.330380,0.500000
A42079,1,0,1,0,0.250272,0.255305,0.025028,0.250272,0.500000
A42081,1,0,1,0,0.213882,0.250888,0.021388,0.213882,0.500000
A42083,1,0,1,0,0.273167,0.251884,0.027317,0.273167,0.500000
A42087,1,0,1,0,0.227876,0.253442,0.022788,0.227876,0.500000
A42093,1,0,1,0,0.225584,0.254670,0.022559,0.225584,0.500000
A42097,1,0,1,0,0.243379,0.258399,0.024339,0.243379,0.500000
A42099,1,0,1,0,0.245555,0.258715,0.024556,0.245555,0.500000
A42105,1,0,1,0,0.225202,0.252811,0.022520,0.225202,0.500000
A42107,1,0,1,0,0.281208,0.258775,0.028121,0.281208,0.500000
A42109,1,0,1,0,0.248078,0.259215,0.024808,0.248078,0.500000
A42111,1,0,1,0,0.247219,0.259670,0.024722,0.247219,0.500000
A42113,1,0,1,0,0.254284,0.255678,0.025428,0.254284,0.500000
A42115,1,0,1,0,0.247644,0.253882,0.024765,0.247644,0.500000
A42117,1,0,1,0,0.180463,0.251698,0.018047,0.180463,0.500000
A42119,1,0,1,0,0.260851,0.256834,0.026085,0.260851,0.500000
A42127,1,0,1,0,0.275250,0.252724,0.027525,0.275250,0.500000
A42131,1,0,1,0,0.189898,0.248386,0.018989,0.189898,0.500000
A42133,1,0,1,0,0.275066,0.267101,0.027506,0.275066,0.500000
A47091,1,0,1,0,0.266336,0.253468,0.026633,0.266336,0.500000
A47163,1,0,1,0,0.258843,0.256089,0.025884,0.258843,0.500000
A51001,1,0,1,0,0.220876,0.253102,0.022088,0.220876,0.500000
A51003,1,0,1,0,0.213302,0.257733,0.021330,0.213302,0.500000
A51005,1,0,1,0,0.139793,0.237779,0.013979,0.139793,0.500000
A51007,1,0,1,0,0.206177,0.255017,0.020618,0.206177,0.500000
A51009,1,0,1,0,0.173282,0.246659,0.017328,0.173282,0.500000
A51011,1,0,1,0,0.198405,0.254540,0.019840,0.198405,0.500000
A51013,1,0,1,0,0.320243,0.270160,0.032025,0.320243,0.500000
A51015,1,0,1,0,0.197367,0.256826,0.019737,0.197367,0.500000
A51017,1,0,1,0,0.142021,0.235341,0.014202,0.142021,0.500000
A51019,1,0,1,0,0.187357,0.250394,0.018736,0.187357,0.500000
A51021,1,0,1,0,0.229436,0.256302,0.022944,0.229436,0.500000
A51023,1,0,1,0,0.149022,0.240995,0.014902,0.149022,0.500000
A51025,1,0,1,0,0.310679,0.268198,0.031068,0.310679,0.500000
A51027,1,0,1,0,0.248270,0.252545,0.024826,0.248270,0.500000
A51029,1,0,1,0,0.182053,0.251059,0.018206,0.182053,0.500000
A51031,1,0,1,0,0.183097,0.251570,0.018309,0.183097,0.500000
A51033,1,0,1,0,0.213924,0.255966,0.021392,0.213924,0.500000
A51035,1,0,1,0,0.273231,0.263716,0.027324,0.273231,0.500000
A51036,1,0,1,0,0.225689,0.258088,0.022568,0.225689,0.500000
A51037,1,0,1,0,0.275893,0.268353,0.027589,0.275893,0.500000
A51041,1,0,1,0,0.224343,0.260251,0.022434,0.224343,0.500000
A51043,1,0,1,0,0.181466,0.254284,0.018147,0.181466,0.500000
A51045,1,0,1,0,0.146143,0.238594,0.014614,0.146143,0.500000
A51047,1,0,1,0,0.194206,0.252235,0.019421,0.194206,0.500000
A51049,1,0,1,0,0.187563,0.252097,0.018756,0.187563,0.500000
A51051,1,0,1,0,0.264789,0.251520,0.026479,0.264789,0.500000
A51053,1,0,1,0,0.222804,0.256402,0.022280,0.222804,0.500000
A51057,1,0,1,0,0.217741,0.257053,0.021774,0.217741,0.500000
A51059,1,0,1,0,0.275538,0.268103,0.027554,0.275538,0.500000
A51061,1,0,1,0,0.202816,0.255242,0.020282,0.202816,0.500000
A51063,1,0,1,0,0.268905,0.265849,0.026891,0.268905,0.500000
A51065,1,0,1,0,0.187145,0.251872,0.018714,0.187145,0.500000
A51067,1,0,1,0,0.274244,0.268790,0.027425,0.274244,0.500000
A51069,1,0,1,0,0.176437,0.252280,0.017643,0.176437,0.500000
A51071,1,0,1,0,0.162508,0.242637,0.016251,0.162508,0.500000
A51073,1,0,1,0,0.228070,0.253827,0.022808,0.228070,0.500000
A51075,1,0,1,0,0.197972,0.255030,0.019797,0.197972,0.500000
A51077,1,0,1,0,0.272583,0.265690,0.027258,0.272583,0.500000
A51079,1,0,1,0,0.223344,0.258401,0.022335,0.223344,0.500000
A51081,1,0,1,0,0.329067,0.270751,0.032907,0.329067,0.500000
A51083,1,0,1,0,0.295391,0.270173,0.029539,0.295391,0.500000
A51085,1,0,1,0,0.224601,0.259585,0.022461,0.224601,0.500000
A51087,1,0,1,0,0.257503,0.265374,0.025751,0.257503,0.500000
A51089,1,0,1,0,0.313704,0.269018,0.031370,0.313704,0.500000
A51091,1,0,1,0,0.175713,0.244800,0.017572,0.175713,0.500000
A51093,1,0,1,0,0.238634,0.256469,0.023863,0.238634,0.500000
A51095,1,0,1,0,0.219858,0.252328,0.021985,0.219858,0.500000
A51097,1,0,1,0,0.213448,0.256825,0.021345,0.213448,0.500000
A51099,1,0,1,0,0.220033,0.254784,0.022003,0.220033,0.500000
A51101,1,0,1,0,0.219375,0.258588,0.021937,0.219375,0.500000
A51103,1,0,1,0,0.238381,0.257363,0.023838,0.238381,0.500000
A51105,1,0,1,0,0.289517,0.252512,0.028952,0.289517,0.500000
A51107,1,0,1,0,0.218066,0.258930,0.021807,0.218066,0.500000
A51109,1,0,1,0,0.196862,0.252974,0.019686,0.196862,0.500000
A51111,1,0,1,0,0.285833,0.267778,0.028583,0.285833,0.500000
A51113,1,0,1,0,0.208667,0.256184,0.020866,0.208667,0.500000
A51115,1,0,1,0,0.196570,0.247812,0.019656,0.196570,0.500000
A51117,1,0,1,0,0.277129,0.266158,0.027712,0.277129,0.500000
A51119,1,0,1,0,0.211444,0.251560,0.021145,0.211444,0.500000
A51121,1,0,1,0,0.154157,0.243438,0.015416,0.154157,0.500000
A51125,1,0,1,0,0.186339,0.248161,0.018634,0.186339,0.500000
A51127,1,0,1,0,0.217689,0.257039,0.021769,0.217689,0.500000
A51131,1,0,1,0,0.199375,0.249303,0.019938,0.199375,0.500000
A51133,1,0,1,0,0.230142,0.255322,0.023015,0.230142,0.500000
A51135,1,0,1,0,0.208525,0.255184,0.020852,0.208525,0.500000
A51137,1,0,1,0,0.205793,0.255532,0.020579,0.205793,0.500000
A51139,1,0,1,0,0.239484,0.267646,0.023949,0.239484,0.500000
A51141,1,0,1,0,0.316529,0.268111,0.031653,0.316529,0.500000
A51143,1,0,1,0,0.287567,0.270297,0.028757,0.287567,0.500000
A51145,1,0,1,0,0.201732,0.254939,0.020173,0.201732,0.500000
A51147,1,0,1,0,0.187600,0.253493,0.018760,0.187600,0.500000
A51149,1,0,1,0,0.271050,0.265839,0.027105,0.271050,0.500000
A51153,1,0,1,0,0.231611,0.260018,0.023161,0.231611,0.500000
A51155,1,0,1,0,0.231578,0.263149,0.023158,0.231578,0.500000
A51157,1,0,1,0,0.204286,0.253224,0.020429,0.204286,0.500000
A51159,1,0,1,0,0.222161,0.257716,0.022216,0.222161,0.500000
A51161,1,0,1,0,0.158396,0.244385,0.015840,0.158396,0.500000
A51163,1,0,1,0,0.159695,0.245328,0.015970,0.159695,0.500000
A51165,1,0,1,0,0.252558,0.272110,0.025256,0.252558,0.500000
A51167,1,0,1,0,0.261315,0.253239,0.026132,0.261315,0.500000
A51169,1,0,1,0,0.272438,0.258520,0.027244,0.272438,0.500000
A51171,1,0,1,0,0.191695,0.257735,0.019169,0.191695,0.500000
A51173,1,0,1,0,0.250639,0.255898,0.025064,0.250639,0.500000
A51175,1,0,1,0,0.325187,0.268130,0.032519,0.325187,0.500000
A51177,1,0,1,0,0.211343,0.255117,0.021134,0.211343,0.500000
A51179,1,0,1,0,0.225265,0.257263,0.022526,0.225265,0.500000
A51181,1,0,1,0,0.227925,0.255104,0.022792,0.227925,0.500000
A51183,1,0,1,0,0.323756,0.270550,0.032375,0.323756,0.500000
A51185,1,0,1,0,0.242036,0.252243,0.024204,0.242036,0.500000
A51187,1,0,1,0,0.170627,0.250470,0.017063,0.170627,0.500000
A51191,1,0,1,0,0.253119,0.254897,0.025313,0.253119,0.500000
A51193,1,0,1,0,0.212859,0.255093,0.021286,0.212859,0.500000
A51195,1,0,1,0,0.267041,0.250465,0.026705,0.267041,0.500000
A51197,1,0,1,0,0.232284,0.261380,0.023229,0.232284,0.500000
A51199,1,0,1,0,0.243497,0.256679,0.024350,0.243497,0.500000
A51510,1,0,1,0,0.280467,0.269197,0.028046,0.280467,0.500000
A51515,1,0,1,0,0.268684,0.268228,0.026868,0.268684,0.500000
A51520,1,0,1,0,0.267805,0.255029,0.026781,0.267805,0.500000
A51530,1,0,1,0,0.158204,0.244571,0.015820,0.158204,0.500000
A51540,1,0,1,0,0.237299,0.261870,0.023729,0.237299,0.500000
A51550,1,0,1,0,0.239874,0.253720,0.023988,0.239874,0.500000
A51570,1,0,1,0,0.274050,0.265886,0.027405,0.274050,0.500000
A51580,1,0,1,0,0.144137,0.239606,0.014413,0.144137,0.500000
A51590,1,0,1,0,0.346693,0.277573,0.034669,0.346693,0.500000
A51595,1,0,1,0,0.347776,0.271482,0.034778,0.347776,0.500000
A51600,1,0,1,0,0.315125,0.268848,0.031513,0.315125,0.500000
A51610,1,0,1,0,0.318277,0.271610,0.031827,0.318277,0.500000
A51620,1,0,1,0,0.377684,0.270081,0.037768,0.377684,0.500000
A51630,1,0,1,0,0.238679,0.260260,0.023868,0.238679,0.500000
A51640,1,0,1,0,0.283599,0.266201,0.028360,0.283599,0.500000
A51650,1,0,1,0,0.158876,0.237608,0.015888,0.158876,0.500000
A51660,1,0,1,0,0.265477,0.274198,0.026548,0.265477,0.500000
A51670,1,0,1,0,0.465969,0.285246,0.046596,0.465969,0.500000
A51678,1,0,1,0,0.158532,0.245681,0.015854,0.158532,0.500000
A51680,1,0,1,0,0.196427,0.254265,0.019643,0.196427,0.500000
A51683,1,0,1,0,0.267204,0.264386,0.026720,0.267204,0.500000
A51685,1,0,1,0,0.273917,0.265256,0.027392,0.273917,0.500000
A51690,1,0,1,0,0.347489,0.271805,0.034749,0.347489,0.500000
A51700,1,0,1,0,0.244160,0.255970,0.024416,0.244160,0.500000
A51710,1,0,1,0,0.288705,0.262931,0.028870,0.288705,0.500000
A51720,1,0,1,0,0.287395,0.250327,0.028740,0.287395,0.500000
A51730,1,0,1,0,0.254334,0.264148,0.025434,0.254334,0.500000
A51735,1,0,1,0,0.141040,0.232336,0.014104,0.141040,0.500000
A51740,1,0,1,0,0.298685,0.264417,0.029869,0.298685,0.500000
A51750,1,0,1,0,0.250751,0.263754,0.025075,0.250751,0.500000
A51760,1,0,1,0,0.275089,0.267901,0.027509,0.275089,0.500000
A51770,1,0,1,0,0.307562,0.276428,0.030757,0.307562,0.500000
A51775,1,0,1,0,0.284490,0.273116,0.028449,0.284490,0.500000
A51790,1,0,1,0,0.188447,0.254958,0.018845,0.188447,0.500000
A51800,1,0,1,0,0.228997,0.253841,0.022900,0.228997,0.500000
A51810,1,0,1,0,0.220462,0.252039,0.022046,0.220462,0.500000
A51820,1,0,1,0,0.248083,0.260441,0.024808,0.248083,0.500000
A51830,1,0,1,0,0.242312,0.255460,0.024232,0.242312,0.500000
A51840,1,0,1,0,0.189039,0.256204,0.018904,0.189039,0.500000
A54003,1,0,1,0,0.193480,0.254881,0.019348,0.193480,0.500000
A54023,1,0,1,0,0.274802,0.246710,0.027480,0.274802,0.500000
A54027,1,0,1,0,0.163094,0.247215,0.016309,0.163094,0.500000
A54031,1,0,1,0,0.195525,0.255861,0.019553,0.195525,0.500000
A54037,1,0,1,0,0.193283,0.254433,0.019328,0.193283,0.500000
A54057,1,0,1,0,0.205102,0.249837,0.020510,0.205102,0.500000
A54063,1,0,1,0,0.146915,0.237409,0.014691,0.146915,0.500000
A54065,1,0,1,0,0.189438,0.252571,0.018944,0.189438,0.500000
A54071,1,0,1,0,0.150982,0.246545,0.015098,0.150982,0.500000
A54077,1,0,1,0,0.340656,0.250160,0.034066,0.340656,0.500000
A54093,1,0,1,0,0.358782,0.250351,0.035878,0.358782,0.500000
B24001,1,0,1,0,0.207388,0.252744,0.020739,0.207388,0.500000
B24021,1,0,1,0,0.261338,0.262365,0.026134,0.261338,0.500000
B37005,1,0,1,0,0.336063,0.270740,0.033606,0.336063,0.500000
B37009,1,0,1,0,0.325138,0.267607,0.032514,0.325138,0.500000
B42001,1,0,1,0,0.299723,0.264638,0.029973,0.299723,0.500000
B42009,1,0,1,0,0.205276,0.253861,0.020527,0.205276,0.500000
B42015,1,0,1,0,0.230372,0.258719,0.023038,0.230372,0.500000
B42027,1,0,1,0,0.238081,0.251226,0.023807,0.238081,0.500000
B42035,1,0,1,0,0.235833,0.254803,0.023583,0.235833,0.500000
B42041,1,0,1,0,0.270815,0.264791,0.027081,0.270815,0.500000
B42043,1,0,1,0,0.297053,0.267733,0.029705,0.297053,0.500000
B42055,1,0,1,0,0.241821,0.259606,0.024182,0.241821,0.500000
B42079,1,0,1,0,0.248232,0.252567,0.024824,0.248232,0.500000
B42081,1,0,1,0,0.213710,0.252313,0.021371,0.213710,0.500000
B42119,1,0,1,0,0.239287,0.259793,0.023928,0.239287,0.500000
B42131,1,0,1,0,0.246111,0.255022,0.024611,0.246111,0.500000
B51003,1,0,1,0,0.252065,0.261343,0.025207,0.252065,0.500000
B51009,1,0,1,0,0.197025,0.249043,0.019703,0.197025,0.500000
B51015,1,0,1,0,0.214622,0.254587,0.021462,0.214622,0.500000
B51017,1,0,1,0,0.146305,0.237224,0.014631,0.146305,0.500000
B51019,1,0,1,0,0.171874,0.248693,0.017187,0.171874,0.500000
B51023,1,0,1,0,0.190363,0.250458,0.019036,0.190363,0.500000
B51035,1,0,1,0,0.287119,0.262808,0.028712,0.287119,0.500000
B51061,1,0,1,0,0.219613,0.254919,0.021961,0.219613,0.500000
B51067,1,0,1,0,0.284918,0.268648,0.028492,0.284918,0.500000
B51071,1,0,1,0,0.221331,0.261239,0.022133,0.221331,0.500000
B51077,1,0,1,0,0.267614,0.262043,0.026761,0.267614,0.500000
B51079,1,0,1,0,0.262857,0.261349,0.026285,0.262857,0.500000
B51091,1,0,1,0,0.167710,0.242599,0.016771,0.167710,0.500000
B51105,1,0,1,0,0.275082,0.250608,0.027508,0.275082,0.500000
B51113,1,0,1,0,0.243721,0.258807,0.024372,0.243721,0.500000
B51125,1,0,1,0,0.213599,0.250533,0.021360,0.213599,0.500000
B51139,1,0,1,0,0.244000,0.262275,0.024399,0.244000,0.500000
B51141,1,0,1,0,0.321667,0.263537,0.032167,0.321667,0.500000
B51157,1,0,1,0,0.229808,0.255591,0.022981,0.229808,0.500000
B51161,1,0,1,0,0.274314,0.268975,0.027431,0.274314,0.500000
B51163,1,0,1,0,0.178927,0.249940,0.017893,0.178927,0.500000
B51165,1,0,1,0,0.171094,0.255248,0.017109,0.171094,0.500000
B51167,1,0,1,0,0.273316,0.253610,0.027332,0.273316,0.500000
B51169,1,0,1,0,0.280372,0.253639,0.028037,0.280372,0.500000
B51171,1,0,1,0,0.197970,0.253872,0.019797,0.197970,0.500000
B51173,1,0,1,0,0.254523,0.256756,0.025452,0.254523,0.500000
B51185,1,0,1,0,0.250745,0.252554,0.025075,0.250745,0.500000
B51187,1,0,1,0,0.198723,0.252344,0.019872,0.198723,0.500000
B51191,1,0,1,0,0.264689,0.253501,0.026469,0.264689,0.500000
B51197,1,0,1,0,0.240551,0.262902,0.024055,0.240551,0.500000
B54023,1,0,1,0,0.163273,0.244415,0.016327,0.163273,0.500000
B54031,1,0,1,0,0.162849,0.248144,0.016284,0.162849,0.500000
B54057,1,0,1,0,0.148358,0.243228,0.014836,0.148358,0.500000
B54071,1,0,1,0,0.173938,0.246041,0.017394,0.173938,0.500000
C42009,1,0,1,0,0.203024,0.255494,0.020303,0.203024,0.500000
C51015,1,0,1,0,0.169897,0.247217,0.016990,0.169897,0.500000
C51071,1,0,1,0,0.221786,0.259611,0.022179,0.221786,0.500000
C51165,1,0,1,0,0.253004,0.264878,0.025300,0.253004,0.500000
B51195,1,0,1,0,0.280317,0.249110,0.028031,0.280317,0.500000
end,,,,,,,,,
