TABLE->,SLD-PARM1,SLD-PARM1,SLD-PARM1,SLD-PARM2,SLD-PARM2,SLD-PARM2,SLD-PARM2,SLD-STOR
A37067,0,0,0,2.5,2,0.1,0.07675,1
A37077,0,0,0,2.5,2,0.1,0.07675,1
A37081,0,0,0,2.5,2,0.1,0.07675,1
A37131,0,0,0,2.5,2,0.1,0.07675,1
A37135,0,0,0,2.5,2,0.1,0.07675,1
A37145,0,0,0,2.5,2,0.1,0.07675,1
A37157,0,0,0,2.5,2,0.1,0.07675,1
A37169,0,0,0,2.5,2,0.1,0.07675,1
A37171,0,0,0,2.5,2,0.1,0.07675,1
A37181,0,0,0,2.5,2,0.1,0.07675,1
A37185,0,0,0,2.5,2,0.1,0.07675,1
A37189,0,0,0,2.5,2,0.1,0.07675,1
A42001,0,0,0,0.511529,2,0.1,0.07675,1
A42009,0,0,0,0.765919,2,0.1,0.07675,1
A42011,0,0,0,0.514140,2,0.1,0.07675,1
A42013,0,0,0,0.836610,2,0.1,0.07675,1
A42015,0,0,0,0.845260,2,0.1,0.07675,1
A42021,0,0,0,0.646775,2,0.1,0.07675,1
A42023,0,0,0,0.563392,2,0.1,0.07675,1
A42025,0,0,0,0.261334,2,0.1,0.07675,1
A42027,0,0,0,0.726296,2,0.1,0.07675,1
A42029,0,0,0,0.716019,2,0.1,0.07675,1
A42033,0,0,0,0.746325,2,0.1,0.07675,1
A42035,0,0,0,0.604044,2,0.1,0.07675,1
A42037,0,0,0,0.555334,2,0.1,0.07675,1
A42041,0,0,0,0.717320,2,0.1,0.07675,1
A42043,0,0,0,0.734198,2,0.1,0.07675,1
A42047,0,0,0,0.566323,2,0.1,0.07675,1
A42055,0,0,0,0.791876,2,0.1,0.07675,1
A42057,0,0,0,0.829393,2,0.1,0.07675,1
A42061,0,0,0,0.851777,2,0.1,0.07675,1
A42063,0,0,0,0.574493,2,0.1,0.07675,1
A42065,0,0,0,0.608138,2,0.1,0.07675,1
A42067,0,0,0,0.894683,2,0.1,0.07675,1
A42069,0,0,0,0.894898,2,0.1,0.07675,1
A42071,0,0,0,0.811531,2,0.1,0.07675,1
A42075,0,0,0,0.634447,2,0.1,0.07675,1
A42079,0,0,0,0.677044,2,0.1,0.07675,1
A42081,0,0,0,0.919856,2,0.1,0.07675,1
A42083,0,0,0,0.442646,2,0.1,0.07675,1
A42087,0,0,0,0.754198,2,0.1,0.07675,1
A42093,0,0,0,0.555713,2,0.1,0.07675,1
A42097,0,0,0,0.547402,2,0.1,0.07675,1
A42099,0,0,0,0.806444,2,0.1,0.07675,1
A42105,0,0,0,0.708593,2,0.1,0.07675,1
A42107,0,0,0,0.503282,2,0.1,0.07675,1
A42109,0,0,0,0.587273,2,0.1,0.07675,1
A42111,0,0,0,0.646605,2,0.1,0.07675,1
A42113,0,0,0,0.686086,2,0.1,0.07675,1
A42115,0,0,0,0.639254,2,0.1,0.07675,1
A42117,0,0,0,0.904684,2,0.1,0.07675,1
A42119,0,0,0,0.672155,2,0.1,0.07675,1
A42127,0,0,0,0.505469,2,0.1,0.07675,1
A42131,0,0,0,0.962109,2,0.1,0.07675,1
A42133,0,0,0,0.724396,2,0.1,0.07675,1
A47091,0,0,0,2.5,2,0.1,0.07675,1
A47163,0,0,0,2.5,2,0.1,0.07675,1
A51001,0,0,0,0.543467,2,0.1,0.07675,1
A51003,0,0,0,0.485934,2,0.1,0.07675,1
A51005,0,0,0,0.645385,2,0.1,0.07675,1
A51007,0,0,0,0.406190,2,0.1,0.07675,1
A51009,0,0,0,0.608356,2,0.1,0.07675,1
A51011,0,0,0,0.512352,2,0.1,0.07675,1
A51013,0,0,0,0.749580,2,0.1,0.07675,1
A51015,0,0,0,0.535760,2,0.1,0.07675,1
A51017,0,0,0,0.652287,2,0.1,0.07675,1
A51019,0,0,0,0.673083,2,0.1,0.07675,1
A51021,0,0,0,2.5,2,0.1,0.07675,1
A51023,0,0,0,0.787054,2,0.1,0.07675,1
A51025,0,0,0,2.5,2,0.1,0.07675,1
A51027,0,0,0,2.5,2,0.1,0.07675,1
A51029,0,0,0,0.598636,2,0.1,0.07675,1
A51031,0,0,0,0.659727,2,0.1,0.07675,1
A51033,0,0,0,0.722058,2,0.1,0.07675,1
A51035,0,0,0,2.5,2,0.1,0.07675,1
A51036,0,0,0,0.742163,2,0.1,0.07675,1
A51037,0,0,0,2.5,2,0.1,0.07675,1
A51041,0,0,0,0.666697,2,0.1,0.07675,1
A51043,0,0,0,0.543595,2,0.1,0.07675,1
A51045,0,0,0,0.881463,2,0.1,0.07675,1
A51047,0,0,0,0.491792,2,0.1,0.07675,1
A51049,0,0,0,0.537216,2,0.1,0.07675,1
A51051,0,0,0,2.5,2,0.1,0.07675,1
A51053,0,0,0,0.478157,2,0.1,0.07675,1
A51057,0,0,0,0.713118,2,0.1,0.07675,1
A51059,0,0,0,0.794572,2,0.1,0.07675,1
A51061,0,0,0,0.571968,2,0.1,0.07675,1
A51063,0,0,0,2.5,2,0.1,0.07675,1
A51065,0,0,0,0.566348,2,0.1,0.07675,1
A51067,0,0,0,2.5,2,0.1,0.07675,1
A51069,0,0,0,0.607445,2,0.1,0.07675,1
A51071,0,0,0,0.539078,2,0.1,0.07675,1
A51073,0,0,0,0.519731,2,0.1,0.07675,1
A51075,0,0,0,0.601384,2,0.1,0.07675,1
A51077,0,0,0,2.5,2,0.1,0.07675,1
A51079,0,0,0,0.363901,2,0.1,0.07675,1
A51081,0,0,0,2.5,2,0.1,0.07675,1
A51083,0,0,0,2.5,2,0.1,0.07675,1
A51085,0,0,0,0.774437,2,0.1,0.07675,1
A51087,0,0,0,0.768876,2,0.1,0.07675,1
A51089,0,0,0,2.5,2,0.1,0.07675,1
A51091,0,0,0,0.599786,2,0.1,0.07675,1
A51093,0,0,0,0.695490,2,0.1,0.07675,1
A51095,0,0,0,0.538030,2,0.1,0.07675,1
A51097,0,0,0,0.761620,2,0.1,0.07675,1
A51099,0,0,0,0.584803,2,0.1,0.07675,1
A51101,0,0,0,0.802636,2,0.1,0.07675,1
A51103,0,0,0,0.572655,2,0.1,0.07675,1
A51105,0,0,0,2.5,2,0.1,0.07675,1
A51107,0,0,0,0.691288,2,0.1,0.07675,1
A51109,0,0,0,0.498142,2,0.1,0.07675,1
A51111,0,0,0,2.5,2,0.1,0.07675,1
A51113,0,0,0,0.438624,2,0.1,0.07675,1
A51115,0,0,0,0.576416,2,0.1,0.07675,1
A51117,0,0,0,2.5,2,0.1,0.07675,1
A51119,0,0,0,0.561786,2,0.1,0.07675,1
A51121,0,0,0,0.772134,2,0.1,0.07675,1
A51125,0,0,0,0.470249,2,0.1,0.07675,1
A51127,0,0,0,0.804516,2,0.1,0.07675,1
A51131,0,0,0,0.674455,2,0.1,0.07675,1
A51133,0,0,0,0.556639,2,0.1,0.07675,1
A51135,0,0,0,0.409756,2,0.1,0.07675,1
A51137,0,0,0,0.462193,2,0.1,0.07675,1
A51139,0,0,0,0.690256,2,0.1,0.07675,1
A51141,0,0,0,2.5,2,0.1,0.07675,1
A51143,0,0,0,2.5,2,0.1,0.07675,1
A51145,0,0,0,0.492075,2,0.1,0.07675,1
A51147,0,0,0,0.474716,2,0.1,0.07675,1
A51149,0,0,0,0.666113,2,0.1,0.07675,1
A51153,0,0,0,0.855021,2,0.1,0.07675,1
A51155,0,0,0,2.5,2,0.1,0.07675,1
A51157,0,0,0,0.534787,2,0.1,0.07675,1
A51159,0,0,0,0.663113,2,0.1,0.07675,1
A51161,0,0,0,0.874249,2,0.1,0.07675,1
A51163,0,0,0,0.644993,2,0.1,0.07675,1
A51165,0,0,0,0.699102,2,0.1,0.07675,1
A51167,0,0,0,2.5,2,0.1,0.07675,1
A51169,0,0,0,2.5,2,0.1,0.07675,1
A51171,0,0,0,0.684614,2,0.1,0.07675,1
A51173,0,0,0,2.5,2,0.1,0.07675,1
A51175,0,0,0,2.5,2,0.1,0.07675,1
A51177,0,0,0,0.479506,2,0.1,0.07675,1
A51179,0,0,0,0.535760,2,0.1,0.07675,1
A51181,0,0,0,0.589994,2,0.1,0.07675,1
A51183,0,0,0,2.5,2,0.1,0.07675,1
A51185,0,0,0,2.5,2,0.1,0.07675,1
A51187,0,0,0,0.537716,2,0.1,0.07675,1
A51191,0,0,0,2.5,2,0.1,0.07675,1
A51193,0,0,0,0.647944,2,0.1,0.07675,1
A51195,0,0,0,2.5,2,0.1,0.07675,1
A51197,0,0,0,2.5,2,0.1,0.07675,1
A51199,0,0,0,0.643129,2,0.1,0.07675,1
A51510,0,0,0,0.739814,2,0.1,0.07675,1
A51515,0,0,0,2.5,2,0.1,0.07675,1
A51520,0,0,0,2.5,2,0.1,0.07675,1
A51530,0,0,0,0.470715,2,0.1,0.07675,1
A51540,0,0,0,0.377275,2,0.1,0.07675,1
A51550,0,0,0,0.684687,2,0.1,0.07675,1
A51570,0,0,0,0.623793,2,0.1,0.07675,1
A51580,0,0,0,0.523368,2,0.1,0.07675,1
A51590,0,0,0,2.5,2,0.1,0.07675,1
A51595,0,0,0,2.5,2,0.1,0.07675,1
A51600,0,0,0,0.669110,2,0.1,0.07675,1
A51610,0,0,0,0.684458,2,0.1,0.07675,1
A51620,0,0,0,2.5,2,0.1,0.07675,1
A51630,0,0,0,0.431697,2,0.1,0.07675,1
A51640,0,0,0,2.5,2,0.1,0.07675,1
A51650,0,0,0,0.631811,2,0.1,0.07675,1
A51660,0,0,0,0.637850,2,0.1,0.07675,1
A51670,0,0,0,0.632484,2,0.1,0.07675,1
A51678,0,0,0,0.460801,2,0.1,0.07675,1
A51680,0,0,0,0.650990,2,0.1,0.07675,1
A51683,0,0,0,0.650901,2,0.1,0.07675,1
A51685,0,0,0,0.668023,2,0.1,0.07675,1
A51690,0,0,0,2.5,2,0.1,0.07675,1
A51700,0,0,0,0.739682,2,0.1,0.07675,1
A51710,0,0,0,0.612017,2,0.1,0.07675,1
A51720,0,0,0,2.5,2,0.1,0.07675,1
A51730,0,0,0,0.580706,2,0.1,0.07675,1
A51735,0,0,0,0.668484,2,0.1,0.07675,1
A51740,0,0,0,0.589625,2,0.1,0.07675,1
A51750,0,0,0,2.5,2,0.1,0.07675,1
A51760,0,0,0,0.729176,2,0.1,0.07675,1
A51770,0,0,0,2.5,2,0.1,0.07675,1
A51775,0,0,0,2.5,2,0.1,0.07675,1
A51790,0,0,0,0.484847,2,0.1,0.07675,1
A51800,0,0,0,0.737308,2,0.1,0.07675,1
A51810,0,0,0,0.604946,2,0.1,0.07675,1
A51820,0,0,0,0.346261,2,0.1,0.07675,1
A51830,0,0,0,0.535062,2,0.1,0.07675,1
A51840,0,0,0,0.461061,2,0.1,0.07675,1
A54003,0,0,0,0.741288,2,0.1,0.07675,1
A54023,0,0,0,0.645126,2,0.1,0.07675,1
A54027,0,0,0,0.693879,2,0.1,0.07675,1
A54031,0,0,0,0.714569,2,0.1,0.07675,1
A54037,0,0,0,0.741299,2,0.1,0.07675,1
A54057,0,0,0,0.606336,2,0.1,0.07675,1
A54063,0,0,0,0.577667,2,0.1,0.07675,1
A54065,0,0,0,0.701903,2,0.1,0.07675,1
A54071,0,0,0,0.982565,2,0.1,0.07675,1
A54077,0,0,0,0.506528,2,0.1,0.07675,1
A54093,0,0,0,0.461731,2,0.1,0.07675,1
B24001,0,0,0,0.541960,2,0.1,0.07675,1
B24021,0,0,0,0.702519,2,0.1,0.07675,1
B37005,0,0,0,2.5,2,0.1,0.07675,1
B37009,0,0,0,2.5,2,0.1,0.07675,1
B42001,0,0,0,0.563325,2,0.1,0.07675,1
B42009,0,0,0,0.742538,2,0.1,0.07675,1
B42015,0,0,0,0.645258,2,0.1,0.07675,1
B42027,0,0,0,0.640048,2,0.1,0.07675,1
B42035,0,0,0,0.604325,2,0.1,0.07675,1
B42041,0,0,0,0.625993,2,0.1,0.07675,1
B42043,0,0,0,0.731125,2,0.1,0.07675,1
B42055,0,0,0,1.066110,2,0.1,0.07675,1
B42079,0,0,0,0.696335,2,0.1,0.07675,1
B42081,0,0,0,1.120203,2,0.1,0.07675,1
B42119,0,0,0,0.543925,2,0.1,0.07675,1
B42131,0,0,0,0.636727,2,0.1,0.07675,1
B51003,0,0,0,0.391895,2,0.1,0.07675,1
B51009,0,0,0,0.431142,2,0.1,0.07675,1
B51015,0,0,0,0.508675,2,0.1,0.07675,1
B51017,0,0,0,0.526192,2,0.1,0.07675,1
B51019,0,0,0,0.733792,2,0.1,0.07675,1
B51023,0,0,0,0.581028,2,0.1,0.07675,1
B51035,0,0,0,2.5,2,0.1,0.07675,1
B51061,0,0,0,0.414914,2,0.1,0.07675,1
B51067,0,0,0,2.5,2,0.1,0.07675,1
B51071,0,0,0,2.5,2,0.1,0.07675,1
B51077,0,0,0,2.5,2,0.1,0.07675,1
B51079,0,0,0,0.405848,2,0.1,0.07675,1
B51091,0,0,0,0.480786,2,0.1,0.07675,1
B51105,0,0,0,2.5,2,0.1,0.07675,1
B51113,0,0,0,0.445488,2,0.1,0.07675,1
B51125,0,0,0,0.470778,2,0.1,0.07675,1
B51139,0,0,0,0.646271,2,0.1,0.07675,1
B51141,0,0,0,2.5,2,0.1,0.07675,1
B51157,0,0,0,0.554508,2,0.1,0.07675,1
B51161,0,0,0,2.5,2,0.1,0.07675,1
B51163,0,0,0,0.566519,2,0.1,0.07675,1
B51165,0,0,0,0.983397,2,0.1,0.07675,1
B51167,0,0,0,2.5,2,0.1,0.07675,1
B51169,0,0,0,2.5,2,0.1,0.07675,1
B51171,0,0,0,0.652029,2,0.1,0.07675,1
B51173,0,0,0,2.5,2,0.1,0.07675,1
B51185,0,0,0,2.5,2,0.1,0.07675,1
B51187,0,0,0,0.528564,2,0.1,0.07675,1
B51191,0,0,0,2.5,2,0.1,0.07675,1
B51195,0,0,0,2.5,2,0.1,0.07675,1
B51197,0,0,0,2.5,2,0.1,0.07675,1
B54023,0,0,0,0.772230,2,0.1,0.07675,1
B54031,0,0,0,0.729694,2,0.1,0.07675,1
B54057,0,0,0,0.599544,2,0.1,0.07675,1
B54071,0,0,0,0.966574,2,0.1,0.07675,1
C42009,0,0,0,0.717366,2,0.1,0.07675,1
C51015,0,0,0,0.590346,2,0.1,0.07675,1
C51071,0,0,0,2.5,2,0.1,0.07675,1
C51165,0,0,0,0.456687,2,0.1,0.07675,1
end,,,,,,,,
