TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
A51840,50,1.000000,10.94409,1.5,20.00000,2.284339,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54003,50,1.000000,100.0000,1.5,20.00000,0.012718,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54023,50,1.000000,100.0000,1.5,20.00000,0.027434,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54027,50,1.000000,100.0000,1.5,20.00000,0.011538,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54031,50,1.000000,100.0000,1.5,20.00000,0.184387,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54037,50,1.000000,100.0000,1.5,20.00000,0.076707,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54057,50,1.000000,100.0000,1.5,20.00000,0.012616,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54063,50,1.000000,100.0000,1.5,20.00000,0.044379,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54065,50,1.000000,92.53895,1.5,20.00000,0.270156,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54071,50,1.000000,100.0000,1.5,20.00000,0.059786,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54077,50,1.000000,41.19230,1.5,20.00000,0.606910,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54093,50,1.000000,36.34473,1.5,20.00000,0.687857,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B24001,50,1.000000,100.0000,1.5,20.00000,0.029814,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B24021,50,1.000000,97.36372,1.5,20.00000,0.256768,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B37005,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B37009,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B42001,50,1.000000,34.83771,1.5,20.00000,0.717615,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42009,50,1.000000,63.29357,1.5,20.00000,0.394985,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42015,50,1.000000,63.03273,1.5,20.00000,0.396620,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42027,50,1.000000,100.0000,1.5,20.00000,0.120055,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42035,50,1.000000,100.0000,1.5,20.00000,0.135283,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42041,50,1.000000,100.0000,1.5,20.00000,0.020850,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42043,50,1.000000,66.87733,1.5,20.00000,0.373818,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42055,50,1.000000,99.58101,1.5,20.00000,0.251051,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42079,50,1.000000,84.01526,1.5,20.00000,0.297565,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42081,50,1.000000,100.0000,1.5,20.00000,0.228633,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42119,50,1.000000,90.81538,1.5,20.00000,0.275284,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42131,50,1.000000,52.49717,1.5,20.00000,0.476216,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51003,50,1.000000,100.0000,1.5,20.00000,0.091131,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51009,50,1.000000,100.0000,1.5,20.00000,0.129278,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51015,50,1.000000,38.63944,1.5,20.00000,0.647006,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51017,50,1.000000,67.94253,1.5,20.00000,0.367958,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51019,50,1.000000,100.0000,1.5,20.00000,0.062339,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51023,50,1.000000,48.16891,1.5,20.00000,0.519007,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51035,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51061,50,1.000000,100.0000,1.5,20.00000,0.067647,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51067,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51071,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51077,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51079,50,1.000000,100.0000,1.5,20.00000,0.202966,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51091,50,1.000000,100.0000,1.5,20.00000,0.063785,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51105,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51113,50,1.000000,53.86684,1.5,20.00000,0.464106,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51125,50,1.000000,91.59840,1.5,20.00000,0.272930,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51139,50,1.000000,56.15020,1.5,20.00000,0.445234,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51141,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51157,50,1.000000,62.53793,1.5,20.00000,0.399757,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51161,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51163,50,1.000000,44.12306,1.5,20.00000,0.566597,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51165,50,1.000000,22.52235,1.5,20.00000,1.110008,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51167,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51169,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51171,50,1.000000,31.04129,1.5,20.00000,0.805380,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51173,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51185,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51187,50,1.000000,55.54362,1.5,20.00000,0.450097,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51191,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51195,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51197,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B54023,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54031,50,1.000000,100.0000,1.5,20.00000,0.052412,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54057,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54071,50,1.000000,100.0000,1.5,20.00000,0.037987,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C42009,50,1.000000,66.28686,1.5,20.00000,0.377147,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C51015,50,1.000000,24.79567,1.5,20.00000,1.008241,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C51071,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
C51165,50,1.000000,24.35150,1.5,20.00000,1.026631,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
end,,,,,,,,,,,,,
