TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.,1,0.03,0.3,0,1.599500,15.31000,5,0.5,2,0,1586.766,31.07750,5,1,8,0,1936.608,1.164500,6,0.5,1,0,846.0070,0,0,0,0,na,na
A10003,0.,1,0.03,0.3,0,0.352500,122.5720,5,0.5,2,0,2149.397,2.093000,5,1,8,0,1541.084,0.110000,6,0.5,1,0,837.0615,0,0,0,0,na,na
A10005,0.,1,0.03,0.3,0,7.863000,6.293500,5,0.5,2,0,1495.339,55.50600,5,1,8,0,2144.002,2.443500,6,0.5,1,0,887.4695,0,0,0,0,na,na
A11001,0.,1,0.03,0.3,0,7.178500,54.83050,5,0.5,2,0,2152.347,14.92950,5,1,8,0,1799.429,0.363000,6,0.5,1,0,831.7230,0,0,0,0,na,na
A24001,0.,1,0.03,0.3,0,1.583000,39.78100,5,0.5,2,0,1581.798,5.289500,5,1,8,0,1671.029,0.120500,6,0.5,1,0,838.3305,0,0,0,0,na,na
A24003,0.,1,0.03,0.3,0,0.016500,101.4400,5,0.5,2,0,2213.362,2.749000,5,1,8,0,1583.132,0.117000,6,0.5,1,0,843.2435,0,0,0,0,na,na
A24009,0.,1,0.03,0.3,0,0.,33.79750,5,0.5,2,0,1674.785,16.86400,5,1,8,0,1776.945,0.618500,6,0.5,1,0,845.5875,0,0,0,0,na,na
A24005,0.,1,0.03,0.3,0,0.006500,27.08450,5,0.5,2,0,1679.766,31.97300,5,1,8,0,1970.682,1.343000,6,0.5,1,0,859.0505,0,0,0,0,na,na
A24011,0.,1,0.03,0.3,0,0.964500,101.0870,5,0.5,2,0,2231.662,1.875500,5,1,8,0,1526.484,0.093000,6,0.5,1,0,836.1150,0,0,0,0,na,na
A24013,0.,1,0.03,0.3,0,0.727000,69.55950,5,0.5,2,0,1917.965,9.990499,5,1,8,0,1730.053,0.287500,6,0.5,1,0,842.5660,0,0,0,0,na,na
A24015,0.,1,0.03,0.3,0,0.664500,39.08300,5,0.5,2,0,1853.673,18.37000,5,1,8,0,1795.143,0.602500,6,0.5,1,0,842.4460,0,0,0,0,na,na
A24017,0.,1,0.03,0.3,0,0.,53.37900,5,0.5,2,0,1935.796,2.317500,5,1,8,0,1572.801,0.080500,6,0.5,1,0,824.7005,0,0,0,0,na,na
A24019,0.,1,0.03,0.3,0,0.262000,66.63651,5,0.5,2,0,1932.022,1.582500,5,1,8,0,1491.842,0.066500,6,0.5,1,0,826.8505,0,0,0,0,na,na
A24021,0.,1,0.03,0.3,0,0.025500,57.13050,5,0.5,2,0,1875.140,9.102500,5,1,8,0,1724.529,0.220500,6,0.5,1,0,829.4380,0,0,0,0,na,na
A24023,0.,1,0.03,0.3,0,0.308000,139.8550,5,0.5,2,0,1858.767,4.863000,5,1,8,0,1610.098,0.209500,6,0.5,1,0,840.1165,0,0,0,0,na,na
A24025,0.,1,0.03,0.3,0,0.314500,48.35750,5,0.5,2,0,1822.082,17.93500,5,1,8,0,1792.502,0.682500,6,0.5,1,0,842.4470,0,0,0,0,na,na
A24027,0.,1,0.03,0.3,0,0.065500,56.57850,5,0.5,2,0,1914.562,16.51800,5,1,8,0,1802.415,0.602500,6,0.5,1,0,846.5160,0,0,0,0,na,na
A24029,0.,1,0.03,0.3,0,0.262000,91.52150,5,0.5,2,0,2064.746,3.426000,5,1,8,0,1578.746,0.106000,6,0.5,1,0,829.8785,0,0,0,0,na,na
A24031,0.,1,0.03,0.3,0,0.028000,38.51850,5,0.5,2,0,1796.113,24.57500,5,1,8,0,1905.883,0.900000,6,0.5,1,0,851.7710,0,0,0,0,na,na
A24033,0.,1,0.03,0.3,0,0.,43.86050,5,0.5,2,0,1859.120,14.59050,5,1,8,0,1794.958,0.417000,6,0.5,1,0,838.3125,0,0,0,0,na,na
A24035,0.,1,0.03,0.3,0,0.956500,31.21200,5,0.5,2,0,1793.277,21.82850,5,1,8,0,1806.483,0.774500,6,0.5,1,0,833.8135,0,0,0,0,na,na
A24037,0.,1,0.03,0.3,0,0.040000,50.56850,5,0.5,2,0,1817.462,3.137000,5,1,8,0,1600.991,0.097500,6,0.5,1,0,822.6956,0,0,0,0,na,na
A24039,0.,1,0.03,0.3,0,0.410000,75.39850,5,0.5,2,0,2093.601,1.569000,5,1,8,0,1491.334,0.065000,6,0.5,1,0,824.7355,0,0,0,0,na,na
