TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.019574,0.010367,0.,5.907911,0.019574,na,na,0.019574,0.020793,0.,4.631141,0.019574,na,na,0.000100,0.004767,0.000332,1.754278,0.200000,na,na,0.000100,0.004767,0.000332,0.460642,0.000100,16209.20,11689.74,0.0001,1.07,61.69339,769.9056,0.0001,1.07,4.522755,279.3006,0.0001,1.07,4.522755,279.3006,0.0001,1.07,na,na,na,na,na,na
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.181300,0.000568,0.,7.329710,0.181300,na,na,0.181300,0.001133,0.,6.432152,0.181300,na,na,0.000100,0.100000,0.100E-04,1.565108,0.200000,na,na,0.000100,0.100000,0.100E-04,0.394868,0.000100,715.8736,3511.737,0.0001,1.07,1396.893,2562.834,0.0001,1.07,0.400986,348.8995,0.0001,1.07,0.400986,348.8995,0.0001,1.07,na,na,na,na,na,na
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.014783,0.012032,0.,5.429598,0.014783,na,na,0.014783,0.024006,0.,5.429598,0.014783,na,na,0.000100,0.001065,0.001460,0.486815,0.200000,na,na,0.000100,0.001065,0.001460,0.081135,0.000100,50000.00,15538.12,0.0001,1.07,19.23822,579.2206,0.0001,1.07,14.87408,493.2029,0.0001,1.07,14.87408,493.2029,0.0001,1.07,na,na,na,na,na,na
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.077600,0.001725,0.,7.543491,0.077600,na,na,0.077600,0.003440,0.,3.946412,0.077600,na,na,0.000100,0.017379,0.000093,1.894042,0.200000,na,na,0.000100,0.017379,0.000093,0.315675,0.000100,3007.935,6151.278,0.0001,1.07,332.4544,1463.111,0.0001,1.07,1.389806,216.1205,0.0001,1.07,1.389806,216.1205,0.0001,1.07,na,na,na,na,na,na
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.051775,0.002759,0.,5.849469,0.051775,na,na,0.051775,0.005522,0.,2.924735,0.051775,na,na,0.000100,0.076375,0.000019,2.343288,0.200000,na,na,0.000100,0.076375,0.000019,0.657298,0.000100,3345.086,7114.610,0.0001,1.07,298.9462,1265.004,0.0001,1.07,0.568617,257.9020,0.0001,1.07,0.568617,257.9020,0.0001,1.07,na,na,na,na,na,na
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.176278,0.000566,0.,7.133216,0.176278,na,na,0.176278,0.001109,0.,3.566607,0.176278,na,na,0.000100,0.100000,0.000013,0.844381,0.200000,na,na,0.000100,0.100000,0.000013,0.140729,0.000100,824.0100,3665.496,0.0001,1.07,1097.724,2455.329,0.0001,1.07,0.428838,369.4692,0.0001,1.07,0.428838,369.4692,0.0001,1.07,na,na,na,na,na,na
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.037259,0.004247,0.,7.327045,0.037259,na,na,0.037259,0.008457,0.,3.822262,0.037259,na,na,0.000100,0.003929,0.000403,1.513708,0.200000,na,na,0.000100,0.003929,0.000403,0.256177,0.000100,4595.309,8384.083,0.0001,1.07,172.1968,1073.461,0.0001,1.07,6.783489,394.4769,0.0001,1.07,6.783489,394.4769,0.0001,1.07,na,na,na,na,na,na
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.051342,0.002984,0.,6.795074,0.051342,na,na,0.051342,0.005962,0.,3.397536,0.051342,na,na,0.000100,0.010758,0.000136,2.176346,0.200000,na,na,0.000100,0.010758,0.000136,0.597997,0.000100,2344.151,8194.092,0.0001,1.07,212.1710,1098.353,0.0001,1.07,2.414758,269.6714,0.0001,1.07,2.414758,269.6714,0.0001,1.07,na,na,na,na,na,na
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.218647,0.000458,0.,7.146789,0.218647,na,na,0.218647,0.000825,0.,7.097243,0.218647,na,na,0.000100,0.100000,0.100E-04,1.284007,0.200000,na,na,0.000100,0.100000,0.100E-04,0.260465,0.000100,888.2045,3405.801,0.0001,1.07,1125.866,2642.547,0.0001,1.07,0.356310,344.1110,0.0001,1.07,0.356310,344.1110,0.0001,1.07,na,na,na,na,na,na
A24013,0.4,8.66617512,70.98147405,60,72.92644084,80.24670512,57.62090095,58.81679335,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.103025,0.001127,0.,7.026836,0.103025,na,na,0.103025,0.002251,0.,4.747084,0.103025,na,na,0.000100,0.023194,0.000062,2.266303,0.200000,na,na,0.000100,0.023194,0.000062,0.466129,0.000100,1499.460,4715.559,0.0001,1.07,666.9070,1908.575,0.0001,1.07,1.811865,373.8940,0.0001,1.07,1.811865,373.8940,0.0001,1.07,na,na,na,na,na,na
A24015,0.4,10.82687498,71.69084761,60,73.02493327,80.37095332,73.41010492,75.06862099,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.059010,0.002373,0.,6.788152,0.059010,na,na,0.059010,0.004761,0.,4.321928,0.059010,na,na,0.000100,0.010710,0.000147,2.047103,0.200000,na,na,0.000100,0.010710,0.000147,0.341180,0.000100,3854.763,6835.512,0.0001,1.07,259.4193,1316.653,0.0001,1.07,2.796876,304.1096,0.0001,1.07,2.796876,304.1096,0.0001,1.07,na,na,na,na,na,na
A24017,0.4,11.38160131,93.82588115,60,72.46194161,79.66073934,74.2061067,75.88794563,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.167976,0.000594,0.,6.619194,0.167976,na,na,0.167976,0.001093,0.,3.309597,0.167976,na,na,0.000100,0.100000,0.100E-04,1.281006,0.200000,na,na,0.000100,0.100000,0.100E-04,0.354769,0.000100,1104.260,4148.511,0.0001,1.07,583.2790,2169.454,0.0001,1.07,0.226966,230.7540,0.0001,1.07,0.226966,230.7540,0.0001,1.07,na,na,na,na,na,na
A24019,0.4,11.70814521,90.67459023,60,67.97859963,74.00500344,77.94094908,79.73221888,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.245705,0.000406,0.,7.721321,0.245705,na,na,0.245705,0.000659,0.,5.276480,0.245705,na,na,0.000100,0.100000,0.100E-04,0.935593,0.200000,na,na,0.000100,0.100000,0.100E-04,0.204293,0.000100,985.1819,2944.783,0.0001,1.07,1015.041,3056.255,0.0001,1.07,0.229336,300.2536,0.0001,1.07,0.229336,300.2536,0.0001,1.07,na,na,na,na,na,na
A24021,0.4,8.89553794,86.16254679,60,74.64399958,82.41340547,54.50520348,55.60980594,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.092959,0.001304,0.,6.825677,0.092959,na,na,0.092959,0.002594,0.,3.637530,0.092959,na,na,0.000100,0.028076,0.000055,2.046739,0.200000,na,na,0.000100,0.028076,0.000055,0.387112,0.000100,1955.826,5475.126,0.0001,1.07,500.4182,1643.797,0.0001,1.07,1.452834,374.5349,0.0001,1.07,1.452834,374.5349,0.0001,1.07,na,na,na,na,na,na
A24023,0.4,8.592249922,84.09700285,60,75.90991824,84.01036186,51.66532222,52.68671617,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.000100,0.,9.289690,1.000000,na,na,1.000000,0.000100,0.,4.644844,1.000000,na,na,0.000100,0.025355,0.000043,1.152147,0.200000,na,na,0.000100,0.025355,0.000043,0.232694,0.000100,394.9725,2648.163,0.0001,1.07,2531.819,3398.580,0.0001,1.07,1.804822,602.2496,0.0001,1.07,1.804822,602.2496,0.0001,1.07,na,na,na,na,na,na
A24025,0.4,9.829871706,76.05981816,60,74.10626944,81.7350589,70.96881411,72.55580036,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.068946,0.001999,0.,7.262132,0.068946,na,na,0.068946,0.004001,0.,4.172400,0.068946,na,na,0.000100,0.008800,0.000175,1.648711,0.200000,na,na,0.000100,0.008800,0.000175,0.274785,0.000100,2550.088,5738.863,0.0001,1.07,392.1436,1568.254,0.0001,1.07,4.184983,445.1155,0.0001,1.07,4.184983,445.1155,0.0001,1.07,na,na,na,na,na,na
