TABLE->,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1
VARS->,CSNO,RTOP,UZFG,VCS,VUZ,VNN,VIFW,VIRC,VLE,FOREST,LZSN,INFILT,LSUR,SLSUR,KVARY,AGWR,PETMAX,PETMIN,INFEXP,INFILD,DEEPFR,BASETPR,AGWETP,CEPSC,UZSN,NSUR,INTFW,IRC,LZETP,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,CEPS,SURS,UZS,IFWS,LZS,AGWS,GWVS
A36007,1,1,0,1,1,0,0,0,1,0,8.401985,0.064282,267,0.082,0.,0.963511,40,35,2,2,0,0,0.036598,NA,0.6,0.25,2.000000,0.443149,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.604943,0.604943,0.604943,0.604943,0.604943,0.705767,0.957826,1.008238,1.008238,0.806591,0.705767,0.655355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36015,1,1,0,1,1,0,0,0,1,0,10.06429,0.030332,285,0.070,0.,0.956336,40,35,2,2,0,0,0.010023,NA,0.6,0.25,2.000000,0.427694,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.724629,0.724629,0.724629,0.724629,0.724629,0.845401,1.147329,1.207715,1.207715,0.966172,0.845401,0.785015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36017,1,1,0,1,1,0,0,0,1,0,8.000000,0.101085,279,0.074,0.,0.939608,40,35,2,2,0,0,0.050000,NA,0.6,0.25,2.000000,0.373179,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36023,1,1,0,1,1,0,0,0,1,0,8.000000,0.151094,278,0.074,0.,0.957700,40,35,2,2,0,0,0.050000,NA,0.6,0.25,2.140579,0.457972,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36025,1,1,0,1,1,0,0,0,1,0,8.000000,0.148362,253,0.093,0.,0.952501,40,35,2,2,0,0,0.050000,NA,0.6,0.25,3.372859,0.481650,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36043,1,1,0,1,1,0,0,0,1,0,8.000000,0.119957,299,0.061,0.,0.951828,40,35,2,2,0,0,0.050000,NA,0.6,0.25,2.832923,0.359141,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36051,1,1,0,1,1,0,0,0,1,0,9.847300,0.071821,352,0.038,0.,0.942524,40,35,2,2,0,0,0.009167,NA,0.6,0.25,4.000000,0.468386,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.709006,0.709006,0.709006,0.709006,0.709006,0.827173,1.122592,1.181676,1.181676,0.945341,0.827173,0.768089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36053,1,1,0,1,1,0,0,0,1,0,8.000000,0.154320,291,0.066,0.,0.947548,40,35,2,2,0,0,0.024915,NA,0.6,0.25,2.879286,0.470855,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36065,1,1,0,1,1,0,0,0,1,0,8.000000,0.147354,337,0.044,0.,0.961048,40,35,2,2,0,0,0.036272,NA,0.6,0.25,3.099883,0.410060,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36067,1,1,0,1,1,0,0,0,1,0,8.000000,0.185224,322,0.050,0.,0.967988,40,35,2,2,0,0,0.050000,NA,0.6,0.25,2.326060,0.500184,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36069,1,1,0,1,1,0,0,0,1,0,9.847300,0.071821,358,0.036,0.,0.942524,40,35,2,2,0,0,0.009167,NA,0.6,0.25,4.000000,0.468386,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.709006,0.709006,0.709006,0.709006,0.709006,0.827173,1.122592,1.181676,1.181676,0.945341,0.827173,0.768089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36077,1,1,0,1,1,0,0,0,1,0,8.000000,0.148276,273,0.078,0.,0.955652,40,35,2,2,0,0,0.050000,NA,0.6,0.25,2.754846,0.543383,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36095,1,1,0,1,1,0,0,0,1,0,8.000000,0.151207,294,0.064,0.,0.952439,40,35,2,2,0,0,0.050000,NA,0.6,0.25,3.441064,0.484904,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36097,1,1,0,1,1,0,0,0,1,0,10.18998,0.055992,303,0.059,0.,0.944110,40,35,2,2,0,0,0.006265,NA,0.6,0.25,3.891731,0.460816,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.733678,0.733678,0.733678,0.733678,0.733678,0.855958,1.161657,1.222797,1.222797,0.978238,0.855958,0.794818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36101,1,1,0,1,1,0,0,0,1,0,10.94433,0.043613,277,0.075,0.,0.936300,40,35,2,2,0,0,0.001000,NA,0.6,0.25,3.181682,0.455949,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.787991,0.787991,0.787991,0.787991,0.787991,0.919323,1.247653,1.313319,1.313319,1.050655,0.919323,0.853657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36107,1,1,0,1,1,0,0,0,1,0,8.846869,0.051132,276,0.076,0.,0.952451,40,35,2,2,0,0,0.025650,NA,0.6,0.25,2.000000,0.427042,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.636975,0.636975,0.636975,0.636975,0.636975,0.743137,1.008543,1.061624,1.061624,0.849299,0.743137,0.690056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36109,1,1,0,1,1,0,0,0,1,0,8.846211,0.051176,319,0.051,0.,0.952420,40,35,2,2,0,0,0.025655,NA,0.6,0.25,2.000000,0.427039,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.636927,0.636927,0.636927,0.636927,0.636927,0.743082,1.008468,1.061545,1.061545,0.849236,0.743082,0.690004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A36123,1,1,0,1,1,0,0,0,1,0,9.847300,0.071821,341,0.042,0.,0.942524,40,35,2,2,0,0,0.009167,NA,0.6,0.25,4.000000,0.468386,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.709006,0.709006,0.709006,0.709006,0.709006,0.827173,1.122592,1.181676,1.181676,0.945341,0.827173,0.768089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37001,1,1,0,1,1,0,0,0,1,0,12.00000,0.030294,336,0.044,0.,0.962540,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.065392,0.521520,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37005,1,1,0,1,1,0,0,0,1,0,11.49614,0.177587,260,0.087,0.,0.960773,40,35,2,2,0,0,0.001000,NA,0.6,0.25,4.000000,0.336162,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.827722,0.827722,0.827722,0.827722,0.827722,0.965676,1.310560,1.379537,1.379537,1.103629,0.965676,0.896699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37009,1,1,0,1,1,0,0,0,1,0,12.00000,0.234375,171,0.196,0.,0.970415,40,35,2,2,0,0,0.001000,NA,0.6,0.25,4.000000,0.409665,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37033,1,1,0,1,1,0,0,0,1,0,12.00000,0.030294,317,0.052,0.,0.962540,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.065392,0.521520,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37067,1,1,0,1,1,0,0,0,1,0,12.00000,0.048744,295,0.064,0.,0.987601,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.000000,0.402107,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37077,1,1,0,1,1,0,0,0,1,0,12.00000,0.030294,346,0.040,0.,0.962540,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.065392,0.521520,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37081,1,1,0,1,1,0,0,0,1,0,12.00000,0.048744,323,0.049,0.,0.987601,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.000000,0.402107,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37131,1,1,0,1,1,0,0,0,1,0,8.000000,0.026786,446,0.016,0.,0.920000,40,35,2,2,0,0,0.005125,NA,0.6,0.25,2.000000,0.324099,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37135,1,1,0,1,1,0,0,0,1,0,12.00000,0.030294,345,0.041,0.,0.962540,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.065392,0.521520,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37145,1,1,0,1,1,0,0,0,1,0,12.00000,0.030294,334,0.045,0.,0.962540,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.065392,0.521520,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37157,1,1,0,1,1,0,0,0,1,0,12.00000,0.043235,309,0.056,0.,0.986807,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.000000,0.440462,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37169,1,1,0,1,1,0,0,0,1,0,12.00000,0.057973,297,0.062,0.,0.976497,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.114680,0.466916,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37171,1,1,0,1,1,0,0,0,1,0,12.00000,0.111638,282,0.071,0.,0.973228,40,35,2,2,0,0,0.001000,NA,0.6,0.25,4.000000,0.789366,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37181,1,1,0,1,1,0,0,0,1,0,12.00000,0.030294,344,0.041,0.,0.962540,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.065392,0.521520,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37185,1,1,0,1,1,0,0,0,1,0,12.00000,0.030294,344,0.041,0.,0.962540,40,35,2,2,0,0,0.001000,NA,0.6,0.25,2.065392,0.521520,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A37189,1,1,0,1,1,0,0,0,1,0,12.00000,0.234375,242,0.102,0.,0.980926,40,35,2,2,0,0,0.001000,NA,0.6,0.25,4.000000,0.490799,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.864000,0.864000,0.864000,0.864000,0.864000,1.008000,1.368000,1.440000,1.440000,1.152000,1.008000,0.936000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A42001,1,1,0,1,1,0,0,0,1,0,9.484872,0.026786,359,0.036,0.,0.920000,40,35,2,2,0,0,0.001245,NA,0.6,0.25,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.682911,0.682911,0.682911,0.682911,0.682911,0.796729,1.081275,1.138185,1.138185,0.910548,0.796729,0.739820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A42009,1,1,0,1,1,0,0,0,1,0,9.259536,0.081996,287,0.068,0.,0.961211,40,35,2,2,0,0,0.009981,NA,0.6,0.25,2.791222,0.448234,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.666687,0.666687,0.666687,0.666687,0.666687,0.777801,1.055587,1.111144,1.111144,0.888915,0.777801,0.722244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A42011,1,1,0,1,1,0,0,0,1,0,8.732102,0.061224,278,0.074,0.,0.928955,40,35,2,2,0,0,0.001773,NA,0.6,0.25,2.000000,0.336466,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.628711,0.628711,0.628711,0.628711,0.628711,0.733497,0.995460,1.047852,1.047852,0.838282,0.733497,0.681104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A42013,1,1,0,1,1,0,0,0,1,0,10.57535,0.086898,276,0.075,0.,0.953106,40,35,2,2,0,0,0.012251,NA,0.6,0.25,2.000000,0.550628,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.761425,0.761425,0.761425,0.761425,0.761425,0.888329,1.205590,1.269042,1.269042,1.015234,0.888329,0.824877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A42015,1,1,0,1,1,0,0,0,1,0,8.000000,0.052835,253,0.093,0.,0.932808,40,35,2,2,0,0,0.013007,NA,0.6,0.25,2.000000,0.407215,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A42021,1,1,0,1,1,0,0,0,1,0,8.000000,0.100125,255,0.091,0.,0.928896,40,35,2,2,0,0,0.002283,NA,0.6,0.25,2.559958,0.353495,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A42023,1,1,0,1,1,0,0,0,1,0,8.000000,0.077380,219,0.126,0.,0.920000,40,35,2,2,0,0,0.002182,NA,0.6,0.25,4.000000,0.530681,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.576000,0.576000,0.576000,0.576000,0.576000,0.672000,0.912000,0.960000,0.960000,0.768000,0.672000,0.624000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
A42025,1,1,0,1,1,0,0,0,1,0,9.405359,0.051484,254,0.092,0.,0.970850,40,35,2,2,0,0,0.006824,NA,0.6,0.25,2.000000,0.438023,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.677186,0.677186,0.677186,0.677186,0.677186,0.790050,1.072211,1.128643,1.128643,0.902914,0.790050,0.733618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.6,NA,5,1,0
