TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A51640,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51650,50,1.000000,0.552168,1.5,20.00000,45.27613,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51660,50,1.000000,62.48722,1.5,20.00000,0.400082,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51670,50,1.000000,0.570361,1.5,20.00000,43.83185,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51678,50,1.000000,0.818208,1.5,20.00000,30.55459,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51680,50,1.000000,5.934153,1.5,20.00000,4.212899,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51683,50,1.000000,0.502882,1.5,20.00000,49.71331,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51685,50,1.000000,0.515320,1.5,20.00000,48.51347,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51690,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51700,50,1.000000,0.473644,1.5,20.00000,52.78233,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51710,50,1.000000,0.597272,1.5,20.00000,41.85698,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51720,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51730,50,1.000000,0.664764,1.5,20.00000,37.60728,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51735,50,1.000000,0.497441,1.5,20.00000,50.25721,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51740,50,1.000000,0.603235,1.5,20.00000,41.44317,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51750,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51760,50,1.000000,0.526839,1.5,20.00000,47.45285,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51770,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51775,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
A51790,50,1.000000,0.862423,1.5,20.00000,28.98812,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51800,50,1.000000,1.897181,1.5,20.00000,13.17743,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51810,50,1.000000,1.059222,1.5,20.00000,23.60223,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51820,50,1.000000,1.026387,1.5,20.00000,24.35726,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51830,50,1.000000,0.432682,1.5,20.00000,57.77919,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A51840,50,1.000000,0.602337,1.5,20.00000,41.50499,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54003,50,1.000000,46.77025,1.5,20.00000,0.534528,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54023,50,1.000000,6.198878,1.5,20.00000,4.032986,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54027,50,1.000000,36.52986,1.5,20.00000,0.684371,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54031,50,1.000000,0.596923,1.5,20.00000,41.88142,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54037,50,1.000000,39.26685,1.5,20.00000,0.636670,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54057,50,1.000000,25.44812,1.5,20.00000,0.982391,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54063,50,1.000000,13.15945,1.5,20.00000,1.899773,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54065,50,1.000000,15.42588,1.5,20.00000,1.620653,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54071,50,1.000000,1.022937,1.5,20.00000,24.43945,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54077,50,1.000000,0.259571,1.5,20.00000,96.31227,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A54093,50,1.000000,0.049341,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B24001,50,1.000000,5.690741,1.5,20.00000,4.393102,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B24021,50,1.000000,13.65316,1.5,20.00000,1.831076,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B37005,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B37009,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B42001,50,1.000000,15.26739,1.5,20.00000,1.637477,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42009,50,1.000000,0.677117,1.5,20.00000,36.92131,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42015,50,1.000000,1.699275,1.5,20.00000,14.71215,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42027,50,1.000000,6.705005,1.5,20.00000,3.728557,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42035,50,1.000000,1.147743,1.5,20.00000,21.78190,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42041,50,1.000000,41.91898,1.5,20.00000,0.596390,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42043,50,1.000000,2.413129,1.5,20.00000,10.35999,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42055,50,1.000000,15.84510,1.5,20.00000,1.577775,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42079,50,1.000000,0.762344,1.5,20.00000,32.79362,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42081,50,1.000000,19.05690,1.5,20.00000,1.311860,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42119,50,1.000000,1.153522,1.5,20.00000,21.67277,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B42131,50,1.000000,0.883429,1.5,20.00000,28.29887,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51003,50,1.000000,25.78514,1.5,20.00000,0.969551,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51009,50,1.000000,10.61417,1.5,20.00000,2.355343,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51015,50,1.000000,5.096156,1.5,20.00000,4.905662,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51017,50,1.000000,2.536356,1.5,20.00000,9.856676,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51019,50,1.000000,4.041138,1.5,20.00000,6.186376,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51023,50,1.000000,5.909033,1.5,20.00000,4.230811,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51035,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51061,50,1.000000,19.75036,1.5,20.00000,1.265799,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51067,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51071,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51077,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51079,50,1.000000,0.868460,1.5,20.00000,28.78659,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51091,50,1.000000,0.809924,1.5,20.00000,30.86710,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51105,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51113,50,1.000000,0.726580,1.5,20.00000,34.40777,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51125,50,1.000000,23.49249,1.5,20.00000,1.064170,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51139,50,1.000000,6.838735,1.5,20.00000,3.655649,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51141,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51157,50,1.000000,14.74683,1.5,20.00000,1.695279,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51161,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51163,50,1.000000,10.09888,1.5,20.00000,2.475521,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51165,50,1.000000,0.608874,1.5,20.00000,41.05942,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51167,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51169,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51171,50,1.000000,1.666199,1.5,20.00000,15.00422,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51173,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51185,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51187,50,1.000000,10.42067,1.5,20.00000,2.399078,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B51191,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51195,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B51197,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
B54023,50,1.000000,50.47553,1.5,20.00000,0.495290,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54031,50,1.000000,0.891929,1.5,20.00000,28.02914,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54057,50,1.000000,86.66360,1.5,20.00000,0.288471,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
B54071,50,1.000000,1.389802,1.5,20.00000,17.98819,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C42009,50,1.000000,0.735474,1.5,20.00000,33.99163,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C51015,50,1.000000,1.328683,1.5,20.00000,18.81562,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
C51071,50,1,5,1.5,20,5,1.5,100,5,1.5,100,5,1.5
C51165,50,1.000000,0.817116,1.5,20.00000,30.59540,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
end,,,,,,,,,,,,,
