TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.091631,0.563811,0,0.009162,0.091631,0.500000,0.000564,0.007843
A10003,1,0,0,1,0,1,0,1,0,0.061007,0.375379,0,0.006100,0.061007,0.500000,0.000375,0.005905
A10005,1,0,0,1,0,1,0,1,0,0.202221,1.244282,0,0.020220,0.202221,0.500000,0.001244,0.005351
A11001,1,0,0,1,0,1,0,1,0,0.157032,0.966230,0,0.015701,0.157032,0.500000,0.000966,0.011695
A24001,1,0,0,1,0,1,0,1,0,0.055932,0.344156,0,0.005593,0.055932,0.500000,0.000344,0.013836
A24003,1,0,0,1,0,1,0,1,0,0.028870,0.177637,0,0.002887,0.028870,0.500000,0.000178,0.006808
A24005,1,0,0,1,0,1,0,1,0,0.036482,0.224475,0,0.003648,0.036482,0.500000,0.000224,0.006589
A24009,1,0,0,1,0,1,0,1,0,0.017056,0.104944,0,0.001706,0.017056,0.500000,0.000105,0.007901
A24011,1,0,0,1,0,1,0,1,0,0.093598,0.575920,0,0.009359,0.093598,0.500000,0.000576,0.006397
A24013,1,0,0,1,0,1,0,1,0,0.065036,0.400175,0,0.006503,0.065036,0.500000,0.000400,0.008464
A24015,1,0,0,1,0,1,0,1,0,0.042253,0.259986,0,0.004225,0.042253,0.500000,0.000260,0.008169
A24017,1,0,0,1,0,1,0,1,0,0.021272,0.130889,0,0.002127,0.021272,0.500000,0.000131,0.010512
A24019,1,0,0,1,0,1,0,1,0,0.089281,0.549352,0,0.008927,0.089281,0.500000,0.000549,0.007633
A24021,1,0,0,1,0,1,0,1,0,0.030346,0.186723,0,0.003034,0.030346,0.500000,0.000187,0.008723
A24023,1,0,0,1,0,1,0,1,0,0.055905,0.343991,0,0.005590,0.055905,0.500000,0.000344,0.005902
A24025,1,0,0,1,0,1,0,1,0,0.042837,0.263581,0,0.004283,0.042837,0.500000,0.000264,0.005812
A24027,1,0,0,1,0,1,0,1,0,0.037746,0.232252,0,0.003774,0.037746,0.500000,0.000232,0.007615
