TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.315500,1,0.03,0.3,0,50,68.88400,5,0.5,2,0,550,554.7025,5,1,8,0,300,14.77000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,1.023000,1,0.03,0.3,0,50,333.8820,5,0.5,2,0,550,17.06900,5,1,8,0,300,0.662500,6,0.5,1,0,100,0,0,0,0,na,na
A10005,0.158000,1,0.03,0.3,0,50,27.72850,5,0.5,2,0,550,467.7495,5,1,8,0,300,23.77200,6,0.5,1,0,100,0,0,0,0,na,na
A11001,2.019000,1,0.03,0.3,0,50,75.59750,5,0.5,2,0,550,152.2505,5,1,8,0,300,8.461000,6,0.5,1,0,100,0,0,0,0,na,na
A24001,0.341500,1,0.03,0.3,0,50,174.1245,5,0.5,2,0,550,82.00800,5,1,8,0,300,2.461500,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.191500,1,0.03,0.3,0,50,139.7685,5,0.5,2,0,550,8.850000,5,1,8,0,300,0.506000,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.415000,1,0.03,0.3,0,50,46.20550,5,0.5,2,0,550,63.59550,5,1,8,0,300,1.537000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,0.283000,1,0.03,0.3,0,50,39.66950,5,0.5,2,0,550,247.9815,5,1,8,0,300,10.36700,6,0.5,1,0,100,0,0,0,0,na,na
A24011,0.337500,1,0.03,0.3,0,50,118.0855,5,0.5,2,0,550,175.7040,5,1,8,0,300,6.573000,6,0.5,1,0,100,0,0,0,0,na,na
A24013,0.308500,1,0.03,0.3,0,50,72.76300,5,0.5,2,0,550,490.1960,5,1,8,0,300,13.77050,6,0.5,1,0,100,0,0,0,0,na,na
A24015,0.311000,1,0.03,0.3,0,50,149.9365,5,0.5,2,0,550,189.8370,5,1,8,0,300,8.137000,6,0.5,1,0,100,0,0,0,0,na,na
A24017,0.083000,1,0.03,0.3,0,50,135.7070,5,0.5,2,0,550,10.20650,5,1,8,0,300,0.505000,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.500500,1,0.03,0.3,0,50,160.8285,5,0.5,2,0,550,108.4940,5,1,8,0,300,3.944500,6,0.5,1,0,100,0,0,0,0,na,na
A24021,0.323000,1,0.03,0.3,0,50,175.4945,5,0.5,2,0,550,94.64450,5,1,8,0,300,3.151000,6,0.5,1,0,100,0,0,0,0,na,na
A24023,0.220500,1,0.03,0.3,0,50,347.2580,5,0.5,2,0,550,84.40200,5,1,8,0,300,4.640000,6,0.5,1,0,100,0,0,0,0,na,na
A24025,0.337500,1,0.03,0.3,0,50,65.49300,5,0.5,2,0,550,251.5235,5,1,8,0,300,10.31400,6,0.5,1,0,100,0,0,0,0,na,na
A24027,0.164500,1,0.03,0.3,0,50,106.1865,5,0.5,2,0,550,116.4825,5,1,8,0,300,6.055500,6,0.5,1,0,100,0,0,0,0,na,na
A24029,0.315000,1,0.03,0.3,0,50,146.1090,5,0.5,2,0,550,39.30900,5,1,8,0,300,1.544000,6,0.5,1,0,100,0,0,0,0,na,na
A24031,0.147500,1,0.03,0.3,0,50,66.32800,5,0.5,2,0,550,110.8685,5,1,8,0,300,5.354500,6,0.5,1,0,100,0,0,0,0,na,na
A24033,0.243000,1,0.03,0.3,0,50,40.67850,5,0.5,2,0,550,110.2110,5,1,8,0,300,3.449500,6,0.5,1,0,100,0,0,0,0,na,na
A24035,0.316500,1,0.03,0.3,0,50,45.41450,5,0.5,2,0,550,336.7645,5,1,8,0,300,11.11350,6,0.5,1,0,100,0,0,0,0,na,na
A24037,0.201000,1,0.03,0.3,0,50,49.00800,5,0.5,2,0,550,17.20150,5,1,8,0,300,0.510500,6,0.5,1,0,100,0,0,0,0,na,na
A24039,0.941500,1,0.03,0.3,0,50,212.7710,5,0.5,2,0,550,34.95000,5,1,8,0,300,1.326000,6,0.5,1,0,100,0,0,0,0,na,na
A24041,0.616000,1,0.03,0.3,0,50,171.1450,5,0.5,2,0,550,98.89750,5,1,8,0,300,2.629500,6,0.5,1,0,100,0,0,0,0,na,na
A24043,0.342000,1,0.03,0.3,0,50,38.79200,5,0.5,2,0,550,327.8540,5,1,8,0,300,14.81250,6,0.5,1,0,100,0,0,0,0,na,na
A24045,0.666500,1,0.03,0.3,0,50,151.0495,5,0.5,2,0,550,59.73700,5,1,8,0,300,3.607000,6,0.5,1,0,100,0,0,0,0,na,na
A24047,0.983500,1,0.03,0.3,0,50,357.6050,5,0.5,2,0,550,14.11500,5,1,8,0,300,0.604000,6,0.5,1,0,100,0,0,0,0,na,na
A24510,2.449500,1,0.03,0.3,0,50,213.9490,5,0.5,2,0,550,137.3420,5,1,8,0,300,9.185499,6,0.5,1,0,100,0,0,0,0,na,na
A36003,0.696000,1,0.03,0.3,0,50,232.0595,5,0.5,2,0,550,226.8745,5,1,8,0,300,4.401500,6,0.5,1,0,100,0,0,0,0,na,na
A36007,0.428500,1,0.03,0.3,0,50,289.8225,5,0.5,2,0,550,79.56351,5,1,8,0,300,4.711500,6,0.5,1,0,100,0,0,0,0,na,na
A36015,0.470000,1,0.03,0.3,0,50,220.4695,5,0.5,2,0,550,86.57300,5,1,8,0,300,2.699000,6,0.5,1,0,100,0,0,0,0,na,na
