TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,33.29500,0.5,0.01,0.1,0.001000,200,371.7086,8,0.02,0.5,13.90567,2200,547.5140,9,0.02,0.005,7.414000,1200,10.46500,5,0.005,0.1,0.,1000,0,0,0,0,220.0633,4.456666
A10003,5.137333,0.5,0.01,0.1,0.,200,1627.621,8,0.02,0.5,19.72933,2200,2.125000,9,0.02,0.005,4.087000,1200,0.063000,5,0.005,0.1,0.,1000,0,0,0,0,173.2967,3.510000
A10005,25.07167,0.5,0.01,0.1,0.,200,369.4990,8,0.02,0.5,8.273334,2200,734.1280,9,0.02,0.005,11.22500,1200,16.65733,5,0.005,0.1,0.,1000,0,0,0,0,197.6300,4.010000
A11001,12.40233,0.5,0.01,0.1,0.,200,624.1430,8,0.02,0.5,14.50133,2200,367.6890,9,0.02,0.005,8.903000,1200,6.856667,5,0.005,0.1,0.,1000,0,0,0,0,256.6566,5.213334
A24001,7.622334,0.5,0.01,0.1,0.,200,1203.492,8,0.02,0.5,20.88267,2200,49.18834,9,0.02,0.005,5.231667,1200,0.893667,5,0.005,0.1,0.,1000,0,0,0,0,153.3567,3.090000
A24003,2.534333,0.5,0.01,0.1,0.,200,1298.986,8,0.02,0.5,18.77300,2200,9.132000,9,0.02,0.005,4.885334,1200,0.196000,5,0.005,0.1,0.,1000,0,0,0,0,247.3900,5.016666
A24009,15.92233,0.5,0.01,0.1,0.,200,654.9573,8,0.02,0.5,15.18500,2200,241.5963,9,0.02,0.005,6.597333,1200,4.508333,5,0.005,0.1,0.,1000,0,0,0,0,220.5367,4.476667
A24005,9.514667,0.5,0.01,0.1,0.,200,487.6046,8,0.02,0.5,15.91567,2200,536.0714,9,0.02,0.005,6.787333,1200,10.48333,5,0.005,0.1,0.,1000,0,0,0,0,250.2900,5.103333
A24011,4.986000,0.5,0.01,0.1,0.,200,1672.011,8,0.02,0.5,19.61600,2200,2.047667,9,0.02,0.005,4.173000,1200,0.073667,5,0.005,0.1,0.,1000,0,0,0,0,164.2600,3.346667
A24013,6.668334,0.5,0.01,0.1,0.,200,1107.089,8,0.02,0.5,17.51400,2200,116.8447,9,0.02,0.005,7.338000,1200,2.181000,5,0.005,0.1,0.,1000,0,0,0,0,241.3800,4.910000
A24015,23.21733,0.5,0.01,0.1,0.,200,621.7763,8,0.02,0.5,14.40467,2200,417.7993,9,0.02,0.005,7.317667,1200,8.427334,5,0.005,0.1,0.,1000,0,0,0,0,226.8367,4.613333
A24017,7.990667,0.5,0.01,0.1,0.,200,872.5881,8,0.02,0.5,11.01467,2200,165.5143,9,0.02,0.005,6.312334,1200,3.957666,5,0.005,0.1,0.,1000,0,0,0,0,118.3500,2.410000
A24019,9.591001,0.5,0.01,0.1,0.,200,1468.208,8,0.02,0.5,13.04500,2200,2.049667,9,0.02,0.005,3.819667,1200,0.042000,5,0.005,0.1,0.,1000,0,0,0,0,86.51000,1.760000
A24021,7.616333,0.5,0.01,0.1,0.,200,776.6760,8,0.02,0.5,17.31267,2200,199.8037,9,0.02,0.005,6.675667,1200,3.657000,5,0.005,0.1,0.,1000,0,0,0,0,267.1633,5.420000
A24023,24.10667,0.5,0.01,0.1,0.,200,2261.552,8,0.02,0.5,23.41500,2200,19.49567,9,0.02,0.005,4.517000,1200,0.347000,5,0.005,0.1,0.,1000,0,0,0,0,82.83334,1.693333
A24025,11.13200,0.5,0.01,0.1,0.,200,1027.552,8,0.02,0.5,18.02633,2200,119.2203,9,0.02,0.005,6.485666,1200,2.319333,5,0.005,0.1,0.,1000,0,0,0,0,244.0733,4.966667
A24027,5.239334,0.5,0.01,0.1,0.,200,863.7830,8,0.02,0.5,16.37367,2200,262.4783,9,0.02,0.005,6.855667,1200,5.071333,5,0.005,0.1,0.,1000,0,0,0,0,248.7133,5.060000
A24029,6.712000,0.5,0.01,0.1,0.,200,1322.941,8,0.02,0.5,18.82433,2200,2.200333,9,0.02,0.005,4.108333,1200,0.066333,5,0.005,0.1,0.,1000,0,0,0,0,202.9533,4.110000
A24031,10.47700,0.5,0.01,0.1,0.,200,541.2817,8,0.02,0.5,15.71433,2200,516.4087,9,0.02,0.005,6.726333,1200,10.33500,5,0.005,0.1,0.,1000,0,0,0,0,236.2833,4.793333
A24033,4.267667,0.5,0.01,0.1,0.,200,757.5640,8,0.02,0.5,16.78900,2200,200.8537,9,0.02,0.005,6.979333,1200,3.662667,5,0.005,0.1,0.,1000,0,0,0,0,246.9733,5.023333
A24035,24.79867,0.5,0.01,0.1,0.,200,676.3357,8,0.02,0.5,17.27267,2200,265.0247,9,0.02,0.005,6.246334,1200,4.762333,5,0.005,0.1,0.,1000,0,0,0,0,234.8333,4.773334
A24037,2.679667,0.5,0.01,0.1,0.,200,980.6147,8,0.02,0.5,15.28067,2200,35.75400,9,0.02,0.005,6.174000,1200,0.602667,5,0.005,0.1,0.,1000,0,0,0,0,170.7833,3.470000
A24039,3.835333,0.5,0.01,0.1,0.,200,1581.667,8,0.02,0.5,12.56267,2200,1.700667,9,0.02,0.005,3.572333,1200,0.053333,5,0.005,0.1,0.,1000,0,0,0,0,87.39333,1.776667
A24041,6.608334,0.5,0.01,0.1,0.,200,1475.410,8,0.02,0.5,17.81633,2200,2.270000,9,0.02,0.005,4.651000,1200,0.089333,5,0.005,0.1,0.,1000,0,0,0,0,138.2300,2.810000
A24043,8.126333,0.5,0.01,0.1,0.003000,200,16.14733,8,0.02,0.5,11.10333,2200,953.5887,9,0.02,0.005,8.272667,1200,16.23067,5,0.005,0.1,0.,1000,0,0,0,0,219.3400,4.463333
A24045,7.282667,0.5,0.01,0.1,0.,200,904.1360,8,0.02,0.5,9.855334,2200,122.9440,9,0.02,0.005,4.934000,1200,3.015000,5,0.005,0.1,0.,1000,0,0,0,0,133.3600,2.706667
A24047,9.864000,0.5,0.01,0.1,0.,200,903.4410,8,0.02,0.5,9.486667,2200,104.3043,9,0.02,0.005,4.700000,1200,2.360000,5,0.005,0.1,0.,1000,0,0,0,0,115.9833,2.360000
A24510,5.428333,0.5,0.01,0.1,0.,200,1100.540,8,0.02,0.5,19.90867,2200,41.09034,9,0.02,0.005,6.952333,1200,0.616333,5,0.005,0.1,0.,1000,0,0,0,0,356.9733,7.260000
A36003,5.553333,0.5,0.01,0.1,0.,200,2308.680,8,0.02,0.5,31.97133,2200,1.902667,9,0.02,0.005,3.748000,1200,0.057000,5,0.005,0.1,0.,1000,0,0,0,0,64.59333,1.320000
A36007,7.906000,0.5,0.01,0.1,0.,200,1937.295,8,0.02,0.5,12.88900,2200,6.455667,9,0.02,0.005,4.130333,1200,0.140333,5,0.005,0.1,0.,1000,0,0,0,0,70.84000,1.450000
A36015,4.434000,0.5,0.01,0.1,0.,200,1926.482,8,0.02,0.5,14.59267,2200,1.828667,9,0.02,0.005,3.781667,1200,0.076667,5,0.005,0.1,0.,1000,0,0,0,0,67.14667,1.373333
A36017,9.854667,0.5,0.01,0.1,0.,200,2055.341,8,0.02,0.5,18.27833,2200,7.241000,9,0.02,0.005,4.169333,1200,0.145000,5,0.005,0.1,0.,1000,0,0,0,0,68.58667,1.403333
A36023,12.48167,0.5,0.01,0.1,0.,200,2146.866,8,0.02,0.5,17.69167,2200,17.38433,9,0.02,0.005,4.623667,1200,0.372667,5,0.005,0.1,0.,1000,0,0,0,0,75.05666,1.530000
A36025,12.13767,0.5,0.01,0.1,0.,200,1932.230,8,0.02,0.5,16.04567,2200,13.43967,9,0.02,0.005,3.855333,1200,0.367000,5,0.005,0.1,0.,1000,0,0,0,0,66.26666,1.353333
A36043,13.77000,0.5,0.01,0.1,0.,200,1711.339,8,0.02,0.5,10.41167,2200,28.22466,9,0.02,0.005,4.665667,1200,0.632000,5,0.005,0.1,0.,1000,0,0,0,0,67.55334,1.380000
A36051,14.72600,0.5,0.01,0.1,0.,200,2232.388,8,0.02,0.5,28.61733,2200,2.050333,9,0.02,0.005,3.937333,1200,0.048667,5,0.005,0.1,0.,1000,0,0,0,0,66.69666,1.363333
A36053,16.80200,0.5,0.01,0.1,0.,200,1824.749,8,0.02,0.5,12.74333,2200,38.44033,9,0.02,0.005,5.350000,1200,0.802000,5,0.005,0.1,0.,1000,0,0,0,0,84.69333,1.733333
A36065,15.03233,0.5,0.01,0.1,0.,200,1772.129,8,0.02,0.5,10.62100,2200,42.79800,9,0.02,0.005,4.948334,1200,0.957333,5,0.005,0.1,0.,1000,0,0,0,0,76.68000,1.570000
A36067,15.06833,0.5,0.01,0.1,0.,200,2156.418,8,0.02,0.5,17.40233,2200,25.19333,9,0.02,0.005,5.012001,1200,0.594000,5,0.005,0.1,0.,1000,0,0,0,0,85.20667,1.743333
A36069,15.45033,0.5,0.01,0.1,0.,200,2293.812,8,0.02,0.5,27.17233,2200,1.911333,9,0.02,0.005,3.950000,1200,0.077333,5,0.005,0.1,0.,1000,0,0,0,0,73.92001,1.510000
A36077,11.55867,0.5,0.01,0.1,0.,200,2015.737,8,0.02,0.5,17.84667,2200,8.759334,9,0.02,0.005,3.826000,1200,0.202333,5,0.005,0.1,0.,1000,0,0,0,0,66.91000,1.366667
A36095,10.94100,0.5,0.01,0.1,0.,200,2036.662,8,0.02,0.5,22.62733,2200,16.06100,9,0.02,0.005,3.993000,1200,0.400000,5,0.005,0.1,0.,1000,0,0,0,0,64.72334,1.320000
A36097,12.63067,0.5,0.01,0.1,0.,200,2076.988,8,0.02,0.5,16.84200,2200,1.907333,9,0.02,0.005,3.869333,1200,0.074000,5,0.005,0.1,0.,1000,0,0,0,0,68.77334,1.406667
A36101,11.92867,0.5,0.01,0.1,0.,200,1920.401,8,0.02,0.5,13.60433,2200,1.979333,9,0.02,0.005,3.972000,1200,0.083667,5,0.005,0.1,0.,1000,0,0,0,0,66.32999,1.360000
A36107,7.133667,0.5,0.01,0.1,0.,200,1980.859,8,0.02,0.5,15.13367,2200,1.921000,9,0.02,0.005,3.729000,1200,0.057000,5,0.005,0.1,0.,1000,0,0,0,0,67.80334,1.383333
A36109,4.552000,0.5,0.01,0.1,0.,200,2244.312,8,0.02,0.5,22.17300,2200,1.781667,9,0.02,0.005,3.685000,1200,0.067000,5,0.005,0.1,0.,1000,0,0,0,0,68.93000,1.410000
A36123,14.57733,0.5,0.01,0.1,0.,200,2167.942,8,0.02,0.5,26.52666,2200,1.929667,9,0.02,0.005,3.850667,1200,0.067667,5,0.005,0.1,0.,1000,0,0,0,0,66.97667,1.366667
A37001,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37005,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37009,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37033,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37067,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37077,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37081,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37131,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37135,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37145,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37157,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37169,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37171,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37181,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37185,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37189,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A42001,0.434333,0.5,0.01,0.1,0.,200,1603.947,8,0.02,0.5,17.52167,2200,2.593667,9,0.02,0.005,4.980000,1200,0.102667,5,0.005,0.1,0.,1000,0,0,0,0,153.4400,3.140000
